Unnamed: 0,term,pos,definition,domain,supplementary_info,obsolete,archaic,slang,vulgar,abbreviation,abbreviation_for_term,plural,plurality_of_term,misspelling,misspelling_for_term,initialism,initialism_for_term,synonym,synonym_for_term,attribute,property,process,matter
38738,plasma,Noun,"A variety of green quartz, used in ancient times for making engraved ornaments.", mineralogy,,False,False,False,False,False,,False,,False,,False,,False,,False,False,False,True
39165,platarsite,Noun,"An isometric-diploidal gray mineral containing arsenic, platinum, rhodium, ruthenium, and sulfur.", mineralogy,,False,False,False,False,False,,False,,False,,False,,False,,False,False,False,True
39424,platiniridium,Noun,A natural alloy of platinum and iridium occurring in grayish metallic rounded or cubical grains with platinum.," chemistry, mineralogy",,False,False,False,False,False,,False,,False,,False,,False,,False,False,False,True
39570,plattnerite,Noun,A tetragonal-ditetragonal dipyramidal mineral containing lead and oxygen., mineralogy,,False,False,False,False,False,,False,,False,,False,,False,,False,False,False,True
40054,playfairite,Noun,"A monoclinic-prismatic mineral containing antimony, lead, and sulfur.", mineralogy,,False,False,False,False,False,,False,,False,,False,,False,,False,False,False,True
40862,pleonaste,Noun,A black variety of spinel., mineralogy,,False,False,False,False,False,,False,,False,,False,,False,,False,False,False,True
42009,plumbago,Noun,graphite, mineralogy,,False,False,False,False,False,,False,,False,,False,,False,,False,False,False,True
42063,plumbobetafite,Noun,"An isometric-hexoctahedral mineral containing calcium, fluorine, hydrogen, lanthanum, cerium, praseodymium, neodymium, samarium, lead, niobium, oxygen, sodium, titanium, tungsten, and uranium.", mineralogy,,False,False,False,False,False,,False,,False,,False,,False,,False,False,False,True
42064,plumbocalcite,Noun,A variety of calcite that contains some lead carbonate., mineralogy,,False,False,False,False,False,,False,,False,,False,,False,,False,False,False,True
42065,plumboferrite,Noun,"A hexagonal-dihexagonal dipyramidal black mineral containing iron, lead, magnesium, manganese, and oxygen.", mineralogy,,False,False,False,False,False,,False,,False,,False,,False,,False,False,False,True
42066,plumbogummite,Noun,"A trigonal-hexagonal scalenohedral mineral containing aluminum, hydrogen, lead, oxygen, and phosphorus.", mineralogy,,False,False,False,False,False,,False,,False,,False,,False,,False,False,False,True
42068,plumbojarosite,Noun,"A trigonal-hexagonal scalenohedral mineral containing hydrogen, iron, lead, oxygen, and sulfur.", mineralogy,,False,False,False,False,False,,False,,False,,False,,False,,False,False,False,True
42069,plumbomicrolite,Noun,"An isometric-hexoctahedral mineral containing calcium, hydrogen, lead, oxygen, tantalum, and uranium.", mineralogy,,False,False,False,False,False,,False,,False,,False,,False,,False,False,False,True
42070,plumbonacrite,Noun,"A hexagonal mineral containing carbon, hydrogen, lead, and oxygen.", mineralogy,,False,False,False,False,False,,False,,False,,False,,False,,False,False,False,True
42071,plumbopalladinite,Noun,A hexagonal-dihexagonal dipyramidal white mineral containing lead and palladium., mineralogy,,False,False,False,False,False,,False,,False,,False,,False,,False,False,False,True
42074,plumbopyrochlore,Noun,"An isometric-hexoctahedral mineral containing calcium, hydrogen, iron, lead, niobium, oxygen, silicon, tantalum, uranium, and yttrium.", mineralogy,,False,False,False,False,False,,False,,False,,False,,False,,False,False,False,True
42077,plumbotellurite,Noun,"An orthorhombic mineral containing lead, oxygen, and tellurium.", mineralogy,,False,False,False,False,False,,False,,False,,False,,False,,False,False,False,True
42078,plumbotsumite,Noun,"An orthorhombic-disphenoidal colorless mineral containing hydrogen, lead, oxygen, and silicon.", mineralogy,,False,False,False,False,False,,False,,False,,False,,False,,False,False,False,True
42185,plumosite,Noun,jamesonite., mineralogy,,False,False,False,False,False,,False,,False,,False,,False,,False,False,False,True
42681,pluton,Noun,A body of igneous rock formed beneath the surface of the earth by consolidation of magma, mineralogy,,False,False,False,False,False,,False,,False,,False,,False,,False,False,False,True
44316,poitevinite,Noun,"A triclinic-pinacoidal mineral containing copper, hydrogen, iron, oxygen, sulfur, and zinc.", mineralogy,,False,False,False,False,False,,False,,False,,False,,False,,False,False,False,True
44469,pokrovskite,Noun,"A monoclinic-prismatic mineral containing carbon, hydrogen, magnesium, and oxygen.", mineralogy,,False,False,False,False,False,,False,,False,,False,,False,,False,False,False,True
44583,polarite,Noun,"An opaque, yellow-white mineral with a metallic lustre, having the chemical formula (Pd,(Bi,Pb)).", mineralogy,,False,False,False,False,False,,False,,False,,False,,False,,False,False,False,True
44662,poldervaartite,Noun,"An orthorhombic-dipyramidal mineral containing calcium, hydrogen, manganese, oxygen, and silicon.", mineralogy,,False,False,False,False,False,,False,,False,,False,,False,,False,False,False,True
44835,polhemusite,Noun,"A tetragonal-dipyramidal black mineral containing mercury, sulfur, and zinc.", mineralogy,,False,False,False,False,False,,False,,False,,False,,False,,False,False,False,True
44840,polianite,Noun,"manganese dioxide, occurring in hard tetragonal crystals", mineralogy,,False,False,False,False,False,,False,,False,,False,,False,,False,False,False,True
45337,polkanovite,Noun,A hexagonal-dipyramidal gray mineral containing arsenic and rhodium., mineralogy,,False,False,False,False,False,,False,,False,,False,,False,,False,False,False,True
45343,polkovicite,Noun,"An isometric-hexoctahedral brownish gray mineral containing germanium, iron, lead, and sulfur.", mineralogy,,False,False,False,False,False,,False,,False,,False,,False,,False,False,False,True
45571,pollucite,Noun,A colorless transparent mineral of the zeolite family consisting of hydrous cesium aluminum silicate and occurring massive or crystallizing in cubes., mineralogy,,False,False,False,False,False,,False,,False,,False,,False,,False,False,False,True
45613,pollux,Noun,A variety of petalite always found with castor., mineralogy,,False,False,False,False,False,,False,,False,,False,,False,,False,False,False,True
45614,polluxite,Noun,pollux, mineralogy,,False,False,False,False,False,,False,,False,,False,,False,,False,False,False,True
45803,polyadelphite,Noun,A pale brown andradite garnet, mineralogy,,False,False,False,False,False,,False,,False,,False,,False,,False,False,False,True
45977,polyargyrite,Noun,A black mineral that is a sulfide of antimony and silver, mineralogy,,False,False,False,False,False,,False,,False,,False,,False,,False,False,False,True
45982,polyarsenite,Noun,The mineral sarkinite, mineralogy,,False,False,False,False,False,,False,,False,,False,,False,,False,False,False,True
46029,polybasite,Noun,"An iron-black ore of silver, consisting of silver, sulfur, and antimony, with some copper and arsenic.", mineralogy,,False,False,False,False,False,,False,,False,,False,,False,,False,False,False,True
46288,polycrase,Noun,"A black or brown amorphous metallic complex uranium yttrium oxide mineral, found in granitic pegmatites.", mineralogy,,False,False,False,False,False,,False,,False,,False,,False,,False,False,False,True
46438,polydymite,Noun,"An isometric supergene sulfide mineral, dark violet gray to copper-red, associated with the weathering of primary pentlandite nickel sulfide.", mineralogy,,False,False,False,False,False,,False,,False,,False,,False,,False,False,False,True
46881,polyhalite,Noun,"A mineral usually occurring in fibrous masses, of a brick-red color, being tinged with iron, and consisting chiefly of the sulphates of lime, magnesia, and soda", mineralogy,"2019 October, James Abbott, Esk Valley revival, in Modern Railways, page 76:Shafts are now being sunk at Sirius Minerals' Woodsmith mine to extract polyhalite for use as an agricultural fertiliser, with much of the output exported.",False,False,False,False,False,,False,,False,,False,,False,,False,False,False,True
46954,polyhydrite,Noun,An amorphous aluminosilicate of iron (with some manganese), mineralogy,,False,False,False,False,False,,False,,False,,False,,False,,False,False,False,True
47057,polylithionite,Noun,A phyllosilicate mineral composed of potassium lithium aluminum silicate fluoride, mineralogy,,False,False,False,False,False,,False,,False,,False,,False,,False,False,False,True
47210,polymignyte,Noun,A mineral consisting of columbate (a compound containing the element niobium) and oxides of the cerium group of elements with iron and calcium., mineralogy,,False,False,False,False,False,,False,,False,,False,,False,,False,False,False,True
47219,polymnite,Noun,"A stone marked with dendrites and black lines, and so disposed as to represent rivers, marshes, etc.", mineralogy,,False,False,False,False,False,,False,,False,,False,,False,,False,False,False,True
48911,ponomarevite,Noun,"A monoclinic-prismatic orange red mineral containing chlorine, copper, oxygen, and potassium.", mineralogy,,False,False,False,False,False,,False,,False,,False,,False,,False,False,False,True
49802,poppiite,Noun,"A greenish-brown monoclinic mineral that is a basic silicate of calcium, vanadium, iron, magnesium and aluminium", mineralogy,,False,False,False,False,False,,False,,False,,False,,False,,False,False,False,True
50074,porcelanite,Noun,"A semivitrified clay or shale, somewhat resembling jasper; porcelain jasper.", mineralogy,,False,False,False,False,False,,False,,False,,False,,False,,False,False,False,True
50566,porphyroid,Noun,A crystalline and schistose rock containing porphyritic crystals of feldspar., mineralogy,,False,False,False,False,False,,False,,False,,False,,False,,False,False,False,True
50913,portlandite,Noun,"A rare oxide mineral, the naturally-occurring form of calcium hydroxide.", mineralogy,,False,False,False,False,False,,False,,False,,False,,False,,False,False,False,True
51338,posnjakite,Noun,"A particular mineral containing copper, sulphur, hydrogen, and oxygen.", mineralogy,,False,False,False,False,False,,False,,False,,False,,False,,False,False,False,True
54043,potarite,Noun,A tetragonal-ditetragonal dipyramidal silver white mineral containing mercury and palladium., mineralogy,,False,False,False,False,False,,False,,False,,False,,False,,False,False,False,True
54071,potassicleakeite,Noun,"A monoclinic-prismatic reddish brown mineral containing hydrogen, iron, lithium, magnesium, manganese, oxygen, potassium, silicon, sodium, and vanadium.", mineralogy,,False,False,False,False,False,,False,,False,,False,,False,,False,False,False,True
54072,potassicpargasite,Noun,"A monoclinic-prismatic black mineral containing calcium, fluorine, hydrogen, iron, magnesium, oxygen, potassium, silicon, and sodium.", mineralogy,,False,False,False,False,False,,False,,False,,False,,False,,False,False,False,True
54073,potassicsadanagaite,Noun,"A monoclinic mineral containing aluminum, calcium, hydrogen, iron, oxygen, potassium, silicon, and sodium.", mineralogy,,False,False,False,False,False,,False,,False,,False,,False,,False,False,False,True
54113,potassium feldspar,Noun,"Any of several alkaline feldspars containing potassium aluminium silicate, KAlSi3O8", mineralogy,,False,False,False,False,False,,False,,False,,False,,False,,False,False,False,True
54243,potch,Noun,"A type of rough opal without colour, and therefore not worth selling"," chiefly Australia, mineralogy, gemmology","1982, Gemmological Association of Great Britain, The Journal of Gemmology, Volume 18, page 432, Discusses the difference between potch opal and common opal. The terms are often used synonymously, but this writer shows that potch is found only in association with precious opal and differs from common opal in its structure quite substantially. 1996, Janette Turner Hospital, Oyster, Virago Press, paperback edition, page 75, She set them down with precision, she set them down with the same kind of care that Bernie took when he and his underlings cut opal, or when they polished the rough stones, or when they bonded opal veneer on to potch. 2006, Michael O'Donoghue, Gems: Their Sources, Descriptions and Identification, 6th Edition, Elsevier, UK, page 321, Likewise, a thin piece of good opal on potch (opal with no play of colour) may be cut so that the potch acts as a backing.",False,False,False,False,False,,False,,False,,False,,False,,False,False,False,True
54512,potosiite,Noun,"A triclinic-pinacoidal white mineral containing antimony, iron, lead, sulfur, and tin.", mineralogy,,False,False,False,False,False,,False,,False,,False,,False,,False,False,False,True
54550,potstone,Noun,A variety of steatite sometimes manufactured into culinary vessels., mineralogy,,False,False,False,False,False,,False,,False,,False,,False,,False,False,False,True
54644,pottsite,Noun,"A tetragonal-trapezohedral bright yellow mineral containing bismuth, hydrogen, lead, oxygen, and vanadium.", mineralogy,,False,False,False,False,False,,False,,False,,False,,False,,False,False,False,True
54676,poubaite,Noun,"A trigonal-hexagonal scalenohedral silver white mineral containing bismuth, lead, selenium, sulfur, and tellurium.", mineralogy,,False,False,False,False,False,,False,,False,,False,,False,,False,False,False,True
54718,poudretteite,Noun,"A hexagonal-dihexagonal dipyramidal mineral containing boron, oxygen, potassium, silicon, and sodium.", mineralogy,,False,False,False,False,False,,False,,False,,False,,False,,False,False,False,True
54753,poughite,Noun,"An orthorhombic-dipyramidal mineral containing hydrogen, iron, oxygen, sulfur, and tellurium.", mineralogy,,False,False,False,False,False,,False,,False,,False,,False,,False,False,False,True
55087,povondraite,Noun,"A trigonal-ditrigonal pyramidal black mineral containing aluminum, boron, hydrogen, iron, magnesium, oxygen, potassium, silicon, and sodium.", mineralogy,,False,False,False,False,False,,False,,False,,False,,False,,False,False,False,True
55221,powellite,Noun,"A tetragonal-dipyramidal mineral containing calcium, molybdenum, and oxygen.", mineralogy,,False,False,False,False,False,,False,,False,,False,,False,,False,False,False,True
55696,poyarkovite,Noun,"A monoclinic-prismatic white mineral containing chlorine, mercury, and oxygen.", mineralogy,,False,False,False,False,False,,False,,False,,False,,False,,False,False,False,True
56300,prase,Noun,A variety of cryptocrystalline of a leek-green colour., mineralogy,,False,False,False,False,False,,False,,False,,False,,False,,False,False,False,True
56306,praseolite,Noun,A variety of altered iolite with a green colour and greasy lustre., mineralogy,,False,False,False,False,False,,False,,False,,False,,False,,False,False,False,True
56310,prasine,Noun,Pseudomalachite, mineralogy,"[from 19th c.] 1864, Chemical News, 5 Nov 1864: It is possible that just as chrysocolla is silicated malachite, so prasine is phosphated malachite; the physical appearance of these minerals strongly confirms this view.",False,False,False,False,False,,False,,False,,False,,False,,False,False,False,True
59828,prehnite,Noun,"A mineral, a basic calcium, aluminium and iron aluminosilicate, which occurs in stalactitic aggregates or curved crystals, Ca2Al2Si3O10(OH)2.", mineralogy,,False,False,False,False,False,,False,,False,,False,,False,,False,False,False,True
60030,preisingerite,Noun,"A triclinic-pinacoidal mineral containing arsenic, bismuth, hydrogen, and oxygen.", mineralogy,,False,False,False,False,False,,False,,False,,False,,False,,False,False,False,True
60033,preiswerkite,Noun,"A monoclinic-prismatic mineral containing aluminum, hydrogen, magnesium, oxygen, silicon, and sodium.", mineralogy,,False,False,False,False,False,,False,,False,,False,,False,,False,False,False,True
60930,preobrazhenskite,Noun,"An orthorhombic-dipyramidal mineral containing boron, hydrogen, magnesium, and oxygen.", mineralogy,,False,False,False,False,False,,False,,False,,False,,False,,False,False,False,True
63600,pretulite,Noun,"A tetragonal-ditetragonal dipyramidal pale pink mineral containing oxygen, phosphorus, and scandium.", mineralogy,,False,False,False,False,False,,False,,False,,False,,False,,False,False,False,True
64149,priceite,Noun,"A monoclinic-prismatic white mineral containing boron, calcium, hydrogen, and oxygen.", mineralogy,,False,False,False,False,False,,False,,False,,False,,False,,False,False,False,True
64357,priderite,Noun,"A tetragonal-dipyramidal mineral containing aluminum, barium, iron, oxygen, potassium, sodium, and titanium.", mineralogy,,False,False,False,False,False,,False,,False,,False,,False,,False,False,False,True
65211,pringleite,Noun,"A triclinic-pedial mineral containing boron, calcium, chlorine, hydrogen, and oxygen.", mineralogy,,False,False,False,False,False,,False,,False,,False,,False,,False,False,False,True
65478,prismatine,Noun,"An orthorhombic-dipyramidal mineral containing aluminum, boron, fluorine, hydrogen, iron, magnesium, oxygen, and silicon.", mineralogy,,False,False,False,False,False,,False,,False,,False,,False,,False,False,False,True
66273,probertite,Noun,"A monoclinic-prismatic colorless mineral containing boron, calcium, hydrogen, oxygen, and sodium.", mineralogy,,False,False,False,False,False,,False,,False,,False,,False,,False,False,False,True
70371,propylite,Noun,A form of andesite modified by hydrothermal processes., mineralogy,,False,False,False,False,False,,False,,False,,False,,False,,False,False,False,True
70844,prosperite,Noun,"A monoclinic-prismatic mineral containing arsenic, calcium, hydrogen, oxygen, and zinc.", mineralogy,,False,False,False,False,False,,False,,False,,False,,False,,False,False,False,True
71113,protasite,Noun,"A monoclinic-domatic light orange mineral containing barium, hydrogen, oxygen, and uranium.", mineralogy,,False,False,False,False,False,,False,,False,,False,,False,,False,False,False,True
71655,protoanthophyllite,Noun,"An orthorhombic-dipyramidal mineral containing aluminum, hydrogen, iron, magnesium, manganese, nickel, oxygen, silicon, and sodium.", mineralogy,,False,False,False,False,False,,False,,False,,False,,False,,False,False,False,True
72504,proudite,Noun,"A monoclinic-prismatic silver gray mineral containing antimony, bismuth, copper, lead, selenium, silver, and sulfur.", mineralogy,,False,False,False,False,False,,False,,False,,False,,False,,False,False,False,True
72521,proustite,Noun,"A mineral, Ag3AsS3, often found with pyrargyrite in silver veins.", mineralogy,,False,False,False,False,False,,False,,False,,False,,False,,False,False,False,True
73254,przhevalskite,Noun,"A vitreous, orthorhombic yellow or green phosphate mineral.", mineralogy,,False,False,False,False,False,,False,,False,,False,,False,,False,False,False,True
73572,psammite,Noun,"Any sandstone, but most often a metamorphosed rock unit with a dominantly sandstone protolith.", mineralogy,,False,False,False,False,False,,False,,False,,False,,False,,False,False,False,True
73873,pseudoboleite,Noun,"A tetragonal-ditetragonal dipyramidal indigo blue mineral containing chlorine, copper, hydrogen, lead, and oxygen.", mineralogy,,False,False,False,False,False,,False,,False,,False,,False,,False,False,False,True
73883,pseudobrookite,Noun,"An orthorhombic-dipyramidal mineral containing iron, magnesium, oxygen, and titanium.", mineralogy,,False,False,False,False,False,,False,,False,,False,,False,,False,False,False,True
74051,pseudocotunnite,Noun,"An orthorhombic-dipyramidal mineral containing chlorine, lead, and potassium.", mineralogy,,False,False,False,False,False,,False,,False,,False,,False,,False,False,False,True
74258,pseudogalena,Noun,"False galena, or blende.", mineralogy,,False,False,False,False,False,,False,,False,,False,,False,,False,False,False,True
74304,pseudograndreefite,Noun,"An orthorhombic-disphenoidal colorless mineral containing fluorine, lead, oxygen, and sulfur.", mineralogy,,False,False,False,False,False,,False,,False,,False,,False,,False,False,False,True
74478,pseudolaueite,Noun,"A monoclinic-prismatic orange mineral containing hydrogen, iron, manganese, oxygen, and phosphorus.", mineralogy,,False,False,False,False,False,,False,,False,,False,,False,,False,False,False,True
74545,pseudomalachite,Noun,"A mineral containing copper, hydrogen, oxygen, and phosphorus.", mineralogy,,False,False,False,False,False,,False,,False,,False,,False,,False,False,False,True
74642,pseudomorphosis,Noun,A change of substance without any change in appearance; the formation of a pseudomorph, chiefly mineralogy,"2012, George Dyson, Turing's Cathedral, Penguin 2013, page 279: The reliability of monolithic microprocessors and the fidelity of monolithic storage postponed the necessity for this pseudomorphosis far beyond what seemed possible in 1948.",False,False,False,False,False,,False,,False,,False,,False,,False,False,False,True
75022,pseudorutile,Noun,A mineral form of ferric titanate, mineralogy,,False,False,False,False,False,,False,,False,,False,,False,,False,False,False,True
75082,pseudosinhalite,Noun,"A monoclinic-prismatic colorless mineral containing aluminum, boron, hydrogen, magnesium, and oxygen.", mineralogy,,False,False,False,False,False,,False,,False,,False,,False,,False,False,False,True
75176,pseudotachylite,Noun,"A dark, glassy rock generated by frictional heat within faults", mineralogy,,False,False,False,False,False,,False,,False,,False,,False,,False,False,False,True
76955,pucherite,Noun,"vanadate of bismuth, occurring in minute reddish-brown crystals", mineralogy,,False,False,False,False,False,,False,,False,,False,,False,,False,False,False,True
79876,purpurite,Noun,A manganese phosphate mineral with a striking purple colour., mineralogy,,False,False,False,False,False,,False,,False,,False,,False,,False,False,False,True
80258,pushcharovskite,Noun,"A triclinic mineral containing arsenic, copper, hydrogen, and oxygen.", mineralogy,,False,False,False,False,False,,False,,False,,False,,False,,False,False,False,True
80984,putoranite,Noun,"An isometric-hexoctahedral brass yellow mineral containing copper, iron, and sulfur.", mineralogy,,False,False,False,False,False,,False,,False,,False,,False,,False,False,False,True
81233,putzite,Noun,"An isometric-hextetrahedral iron black mineral containing copper, germanium, silver, and sulfur.", mineralogy,,False,False,False,False,False,,False,,False,,False,,False,,False,False,False,True
81361,pycnite,Noun,A massive subcolumnar variety of topaz., mineralogy,,False,False,False,False,False,,False,,False,,False,,False,,False,False,False,True
81810,pyrargyrite,Noun,"A sulfosalt mineral used as a silver ore; it is dark red or black in color with a metallic adamantine luster, a sulfide of antimony and silver, Ag3SbS3, and occurs in rhombohedral crystals", mineralogy,Synonym: ruby silver,False,False,False,False,False,,False,,False,,False,,False,,False,False,False,True
81861,pyreneite,Noun,A greyish-black garnet., mineralogy,,False,False,False,False,False,,False,,False,,False,,False,,False,False,False,True
81916,pyribole,Noun,Any mineral of either the pyroxene or amphibole groups., mineralogy,,False,False,False,False,False,,False,,False,,False,,False,,False,False,False,True
82014,pyrite,Noun,"The common mineral iron disulfide (FeS2), of a pale brass-yellow color and brilliant metallic luster, crystallizing in the isometric system.", mineralogy,,False,False,False,False,False,,False,,False,,False,,False,,False,False,False,True
82042,pyritohedron,Noun,the shape of one of the crystal habits of pyrite, mineralogy,,False,False,False,False,False,,False,,False,,False,,False,,False,False,False,True
82069,pyroaurite,Noun,"A trigonal-hexagonal scalenohedral mineral containing carbon, hydrogen, iron, magnesium, and oxygen.", mineralogy,,False,False,False,False,False,,False,,False,,False,,False,,False,False,False,True
82071,pyrobelonite,Noun,"An orthorhombic-dipyramidal dark red mineral containing hydrogen, lead, manganese, oxygen, and vanadium.", mineralogy,,False,False,False,False,False,,False,,False,,False,,False,,False,False,False,True
82092,pyrochlore,Noun,"A mineral whose composition is that of a mixed niobate mostly of sodium, calcium and cerium, (Na,Ca)2Nb2O6(OH,F).", mineralogy,,False,False,False,False,False,,False,,False,,False,,False,,False,False,False,True
82097,pyrochroite,Noun,"A trigonal-hexagonal scalenohedral mineral containing hydrogen, manganese, and oxygen.", mineralogy,,False,False,False,False,False,,False,,False,,False,,False,,False,False,False,True
82238,pyrolusite,Noun,"A dark coloured mineral, consisting of manganese dioxide (MnO2), that is an important ore of manganese.", mineralogy,,False,False,False,False,False,,False,,False,,False,,False,,False,False,False,True
82302,pyromorphite,Noun,"A yellowish-green mineral, a mixed phosphate and chloride of lead with the chemical formula Pb5(PO4)3Cl, that is sometimes mined as an ore.", mineralogy,,False,False,False,False,False,,False,,False,,False,,False,,False,False,False,True
82322,pyrope,Noun,"A variety of garnet, of a poppy or blood-red color, frequently with a tinge of orange", mineralogy,It is used as a gemstone.,False,False,False,False,False,,False,,False,,False,,False,,False,False,False,True
82326,pyrophane,Noun,"A mineral which is opaque in its natural state, but is said to change its color and become transparent by heat.", mineralogy,,False,False,False,False,False,,False,,False,,False,,False,,False,False,False,True
82328,pyrophanite,Noun,"A trigonal-rhombohedral mineral containing manganese, oxygen, and titanium.", mineralogy,,False,False,False,False,False,,False,,False,,False,,False,,False,False,False,True
82385,pyrophyllite,Noun,"A soft, pale aluminosilicate mineral, somewhat resembling talc.", mineralogy,,False,False,False,False,False,,False,,False,,False,,False,,False,False,False,True
82417,pyrosmalite,Noun,"A mineral, usually of a pale brown or grey-greenish colour, consisting chiefly of the hydrous silicate of iron and manganese.", mineralogy,,False,False,False,False,False,,False,,False,,False,,False,,False,False,False,True
82499,pyroxene,Noun,"Any of a group of crystalline minerals containing silicates of iron, magnesium and calcium", mineralogy,"2004, Richard Fortey, The Earth, Folio Society 2011, p. 10: By the pathside, there are occasional large boulders that shown black crystals the size of a fingernail; these are pyroxene minerals that had time to crystallise out deep within the chamber of liquid rock or magma beneath the volcano.",False,False,False,False,False,,False,,False,,False,,False,,False,False,False,True
82505,pyroxenoid,Noun,any of a large group of minerals physically resembling pyroxene, mineralogy,,False,False,False,False,False,,False,,False,,False,,False,,False,False,False,True
82507,pyroxferroite,Noun,A yellowish silicate of the pyroxene group with a triclinic crystal structure., mineralogy,,False,False,False,False,False,,False,,False,,False,,False,,False,False,False,True
82510,pyroxmangite,Noun,"A triclinic-pinacoidal mineral containing iron, manganese, oxygen, and silicon.", mineralogy,,False,False,False,False,False,,False,,False,,False,,False,,False,False,False,True
82533,pyrrhotine,Noun,pyrrhotite, mineralogy,,False,False,False,False,False,,False,,False,,False,,False,,False,False,False,True
82535,pyrrhotite,Noun,"A weakly magnetic ferrous sulfide mineral, FeS.", mineralogy,,False,False,False,False,False,,False,,False,,False,,False,,False,False,False,True
82693,pääkkönenite,Noun,A metallic grey mineral with the molecular formula Sb2AsS2., mineralogy,,False,False,False,False,False,,False,,False,,False,,False,,False,False,False,True
95,nabalamprophyllite,Noun,"A monoclinic-prismatic mineral containing aluminum, barium, calcium, fluorine, hydrogen, iron, magnesium, manganese, oxygen, potassium, silicon, sodium, strontium, and titanium.", mineralogy,,False,False,False,False,False,,False,,False,,False,,False,,False,False,False,True
98,nabaphite,Noun,"An isometric-tetartoidal colorless mineral containing barium, hydrogen, oxygen, phosphorus, and sodium.", mineralogy,,False,False,False,False,False,,False,,False,,False,,False,,False,False,False,True
112,nabesite,Noun,"An orthorhombic-disphenoidal mineral containing beryllium, hydrogen, oxygen, silicon, and sodium.", mineralogy,,False,False,False,False,False,,False,,False,,False,,False,,False,False,False,True
114,nabiasite,Noun,"An isometric-diploidal dark red mineral containing arsenic, barium, hydrogen, manganese, oxygen, and vanadium.", mineralogy,,False,False,False,False,False,,False,,False,,False,,False,,False,False,False,True
128,nablock,Noun,"A rounded mass, as of flint in chalk, or of ironstone in coal.", mineralogy,,False,False,False,False,False,,False,,False,,False,,False,,False,False,False,True
144,nabokoite,Noun,"A tetragonal-ditetragonal dipyramidal mineral containing chlorine, copper, oxygen, potassium, sulfur, and tellurium.", mineralogy,,False,False,False,False,False,,False,,False,,False,,False,,False,False,False,True
154,nacaphite,Noun,"A triclinic-pinacoidal mineral containing calcium, fluorine, oxygen, phosphorus, and sodium.", mineralogy,,False,False,False,False,False,,False,,False,,False,,False,,False,False,False,True
184,nacrite,Noun,A basic aluminium silicate clay that is a polymorph of kaolinite, mineralogy,,False,False,False,False,False,,False,,False,,False,,False,,False,False,False,True
214,nadorite,Noun,An orthorhombic brown or yellow mineral containing lead and tin., mineralogy,,False,False,False,False,False,,False,,False,,False,,False,,False,False,False,True
249,nafertisite,Noun,"A monoclinic-prismatic mineral containing hydrogen, iron, oxygen, silicon, sodium, and titanium.", mineralogy,,False,False,False,False,False,,False,,False,,False,,False,,False,False,False,True
296,nagashimalite,Noun,"An orthorhombic-dipyramidal greenish black mineral containing barium, boron, chlorine, hydrogen, oxygen, silicon, titanium, and vanadium.", mineralogy,,False,False,False,False,False,,False,,False,,False,,False,,False,False,False,True
304,nagelschmidtite,Noun,"A hexagonal mineral containing calcium, oxygen, phosphorus, and silicon.", mineralogy,,False,False,False,False,False,,False,,False,,False,,False,,False,False,False,True
335,nagyagite,Noun,"A dark grey to black sulfide, formula (Pb5Au(Te,Sb)4S5-8).", mineralogy,,False,False,False,False,False,,False,,False,,False,,False,,False,False,False,True
339,nahcolite,Noun,"A saline evaporite, consisting of sodium bicarbonate.", mineralogy,,False,False,False,False,False,,False,,False,,False,,False,,False,False,False,True
345,nahpoite,Noun,"A monoclinic white mineral containing hydrogen, oxygen, phosphorus, and sodium.", mineralogy,,False,False,False,False,False,,False,,False,,False,,False,,False,False,False,True
586,nakauriite,Noun,"An orthorhombic mineral containing carbon, copper, hydrogen, manganese, nickel, oxygen, and sulfur.", mineralogy,,False,False,False,False,False,,False,,False,,False,,False,,False,False,False,True
671,naldrettite,Noun,A mineral with a chemical formula of Pd2Sb., mineralogy,,False,False,False,False,False,,False,,False,,False,,False,,False,False,False,True
682,nalipoite,Noun,"An orthorhombic-dipyramidal mineral containing lithium, oxygen, phosphorus, and sodium.", mineralogy,,False,False,False,False,False,,False,,False,,False,,False,,False,False,False,True
710,namansilite,Noun,"A monoclinic-prismatic mineral containing manganese, oxygen, silicon, and sodium.", mineralogy,,False,False,False,False,False,,False,,False,,False,,False,,False,False,False,True
724,nambulite,Noun,"A triclinic-pinacoidal reddish orange brown mineral containing hydrogen, lithium, manganese, oxygen, silicon, and sodium.", mineralogy,,False,False,False,False,False,,False,,False,,False,,False,,False,False,False,True
893,namibite,Noun,"A monoclinic dark green mineral containing bismuth, copper, oxygen, and vanadium.", mineralogy,,False,False,False,False,False,,False,,False,,False,,False,,False,False,False,True
926,namuwite,Noun,"A hexagonal mineral containing copper, hydrogen, oxygen, sulfur, and zinc.", mineralogy,,False,False,False,False,False,,False,,False,,False,,False,,False,False,False,True
996,nanlingite,Noun,"A trigonal mineral containing arsenic, calcium, fluorine, magnesium, and oxygen.", mineralogy,,False,False,False,False,False,,False,,False,,False,,False,,False,False,False,True
2291,nanpingite,Noun,"A monoclinic-prismatic mineral containing aluminum, cesium, fluorine, hydrogen, iron, lithium, magnesium, oxygen, and silicon.", mineralogy,,False,False,False,False,False,,False,,False,,False,,False,,False,False,False,True
2300,nantokite,Noun,An isometric-hextetrahedral mineral containing chlorine and copper., mineralogy,,False,False,False,False,False,,False,,False,,False,,False,,False,False,False,True
