Unnamed: 0,term,pos,definition,domain,supplementary_info,obsolete,archaic,slang,vulgar
11774,organogen,Noun,"Any of the four elements carbon, hydrogen, oxygen, and nitrogen that are especially characteristic of organic compounds."," chemistry, dated",,False,False,False,False
11775,organogen,Noun,"Any of certain other elements sometimes found in organic compounds, such as sulphur and phosphorus."," chemistry, dated",,False,False,False,False
11871,organonomy,Noun,The biological laws regulating organic life, dated,"1835, London Medical and Surgical Journal, volume 6, page 554:It has been proposed by some late authors to supersede the term physiology by the terms organonomy, phytonomy, zoonomy, bionomy, or some others now precisely indicative of the scope and bearings of the science; but this endless introduction, on every frivilous pretence, of new technical terms seems adapted much less to benefit, than to injure the cause of philosophy.",False,False,False,False
12008,organule,Noun,One of the essential cells or elements of an organ," anatomy, dated",(Can we find and add a quotation of Huxley to this entry?),False,False,False,False
12107,orient,Adjective,"Rising, like the morning sun"," dated, poetic, also figuratively","1667, John Milton, Book V, in Paradise Lost. A Poem Written in Ten Books, London: Printed [by Samuel Simmons], and are to be sold by Peter Parker[] [a]nd by Robert Boulter[] [a]nd Matthias Walker,[], OCLC 228722708; republished as Paradise Lost in Ten Books: The Text Exactly Reproduced from the First Edition of 1667:[], London: Basil Montagu Pickering[], 1873, OCLC 230729554, lines 175176:Moon, that now meett the orient sun, now fli't / With the fixt Starrs, fixt in thir Orb that flies, [...]",False,False,False,False
12108,orient,Adjective,Of the colour of the sky at daybreak; bright red," dated, poetic",Synonym: Orient red,False,False,False,False
12366,ormizet,Noun,An astringent preparation of clay saturated with formic acid.," medicine, dated",,False,False,False,False
12624,oroide,Noun,"An alloy of copper and zinc or tin that has a gold color, used in making inexpensive jewelry", dated,"1873, James Williams, Fugitive Slave in the Gold Rush: Life and Adventures of James Williams, published 2002:James Williams testified before the coroner's jury, in the Lizey Thompson homicide, that the watch and other jewelry of the deceased were oroide, and not valuable.",False,False,False,False
12847,ortho,Noun,"An orthochromatic plate 1908 June, Charles F"," photography, dated","Rice, On the Use of Orthochromatic Plates, in Photographic Times, page 174:Wherever the exposure is likely to be cut short and this includes all high speed work and most portraiture the ortho is not so suitable as the ordinary plate.",False,False,False,False
13003,orthoform,Noun,A former anaesthetic., dated,,False,False,False,False
13721,osmazome,Noun,A substance formerly supposed to impart the characteristic meaty smell and taste to certain dishes.," chemistry, dated",,False,False,False,False
15098,ouananiche,Noun,Alternative form of wananish, dated,,False,False,False,False
15229,ourari,Noun,curare, dated,,False,False,False,False
15293,out,Noun,A trip out; an outing, dated,"Charles Dickens, Bleak House ""Us London lawyers don't often get an out; and when we do, we like to make the most of it, you know.""",False,False,False,False
15296,out,Noun,A word or words omitted by the compositor in setting up copy; an omission.," printing, dated",,False,False,False,False
15325,out-and-outer,Noun,A first-rate fellow.," informal, dated",,False,False,False,False
15411,out and out,Adverb,Completely; thoroughly, dated,"Delphi Complete Works of Plutarch However, he soon saw that the senate was hostile to him out and out, and that the good will of Fannius towards him had lost his edge, and therefore again began to attach the multitude to himself by other laws []",False,False,False,False
15457,out of sorts,Adjective,With some letters or sorts of type deficient or exhausted in the case or font.," printing, dated",,False,False,False,False
15869,outcoming,Noun,A result or outcome, dated,"1861, George Alcock Macdonnell, Man's life and destiny But perhaps you will say, even actual transgressors ought not to be considered guilty, or be punished, inasmuch as their sins are the necessary outcomings of an inherited, corrupt nature.",False,False,False,False
15981,outdacious,Adjective,Eye dialect spelling of audacious.," dated, nonstandard",,False,False,False,False
16648,outhouse,Noun,Any outbuilding: any small structure located apart from a main building, dated,"1945 August 17, George Orwell [pseudonym; Eric Arthur Blair], chapter 6, in Animal Farm: A Fairy Story, London: Secker Warburg, OCLC 3655473: [] plenty of sand and cement had been found in one of the outhouses",False,False,False,False
16874,outlick,Verb,to perform better than," dated, informal, transitive","1956, Arnold Gessel, Youth: the years from ten to sixteen Things liked in girls are ""a good personality,"" ""manners,"" or, ""she's quite special for a girl. She's a tomboy and quite interesting. Good mind. Pretty. At some things she can outlick any boy in school skiing, for instance.",False,False,False,False
17573,outrun the constable,Verb,To spend more than one's income; to get into debt., dated,,False,False,False,False
17751,outside,Noun,A passenger riding on the outside of a coach or carriage," dated, Britain, colloquial","(Can we date this quote?) Charles Dickens, The Pickwick Papers The outsides did as outsides always do. They were very cheerful and talkative at the beginning of every stage, and very dismal and sleepy in the middle []",False,False,False,False
18400,outworker,Noun,One who works outdoors., dated,,False,False,False,False
18401,outworker,Noun,One who takes away work to do at home., dated,,False,False,False,False
18517,ovarial,Adjective,relating to the ovaries; ovarian, dated,,False,False,False,False
19489,overcharge,Verb,To charge or load too heavily; to burden; to oppress," transitive, dated",(Can we find and add a quotation of Sir Walter Raleigh to this entry?),False,False,False,False
19490,overcharge,Verb,To fill too full; to crowd," transitive, dated",Addison Our language is overcharged with consonants.,False,False,False,False
19491,overcharge,Verb,To exaggerate," transitive, dated",to overcharge a description,False,False,False,False
20150,overdraw,Verb,To exaggerate., dated,,False,False,False,False
20190,overdrive,Noun,"A gear, on an automobile, higher than the normal top gear", dated,"2019 October 3, Popular Mechanics, volume 156, number 4, page 201:Cruising in overdrive at legal highway speed keeps rpm right at 1800, depending on rear-axle ratio.",False,False,False,False
20244,overeat,Verb,To surfeit with eating," reflexive, dated","1896, The Eclectic Magazine of Foreign Literature, Science, and Art At breakfast they overate themselves with buttered toast, and ""had eaten so much that they could not learn with any pleasure,"" []",False,False,False,False
21146,overhours,Noun,Additional hours worked; overtime., dated,,False,False,False,False
21510,overleap,Verb,To make too much effort in leaping; to leap too far," dated, reflexive",I overleapt myself and stumbled.,False,False,False,False
21575,overlight,Adjective,Too light or frivolous; giddy., dated,,False,False,False,False
21578,overlightly,Adverb,"In an overlight manner; too easily or readily; frivolously 1589, The French Academie:A prudent man doth not overlightly beleeve any thing, but laieth aside all reputation and credit of him that speaketh, and examineth the speech by it selfe: [] 1877, John Habberton, Other People's Children, page 101:Mrs", dated,"Burton's conscience smote her not overlightly, and she hastened to change the subject, and to devote herself assiduously to Budge, as if to atone for some injury which she might have done to his brother. 1878, Eustace Clare Grenville Murray, Round about France, page 146:In short, it is said to do more for builders than agriculturists, and has been, let us hope, overlightly named "" The Freemasons' Refuge."" 1904, Good Housekeeping, volume 39, page 403:I have heard it said that in these days young people speak overlightly of divorce. 2016, Karl N. Llewellyn, The Common Law Tradition: Deciding Appeals:They had assumed overlightly that all the twists of seal law had become outmoded tortuosities, and then they barked their shins on one which was instead a taut and bearing rope.",False,False,False,False
21666,overlook,Verb,To look down upon (something) from a place that is over or above, dated,"to overlook a valley from a hill 1567, Arthur Golding (translator), The XV. Bookes of P. Ouidius Naso, entytuled Metamorphosis, London, Book7, [p.93b],[10] There was not farre fro thence About the middle of the Laund a rising ground, from whence A man might ouerlooke the fieldes. c. 1590, William Shakespeare, Henry VI, Part 3, Act I, Scene4,[11] Off with his head, and set it on York gates; So York may overlook the town of York. 1848, Elizabeth Gaskell, Mary Barton, Chapter5,[12] Twas young Wilson and a fireman wi' a ladder, said Margarets neighbour, a tall man who could overlook the crowd. 1919, Henry Blake Fuller, Bertram Copes Year, Chapter10,[13] The way led sandily along the crest of a wooded amphitheatre, with less stress on the prospect waterward than might have been expected. Cope was not allowed, indeed, to overlook the vague horizon where, through the pine groves, the blue of sky and of sea blended into one; but, under Medora Phillips guidance, his eyes were mostly turned inland.",False,False,False,False
24624,owl parrot,Noun,The kakapo., dated,,False,False,False,False
24633,owler,Noun,A smuggler of sheep or wool., dated,,False,False,False,False
25076,oxidate,Verb,To oxidize.," dated, chemistry",,False,False,False,False
25077,oxidate,Noun,An oxide.," dated, chemistry",,False,False,False,False
25399,oxybenzene,Noun,phenol," dated, organic chemistry",,False,False,False,False
25412,oxycalcium,Adjective,"Of, pertaining to, or produced by a combination of calcium (or lime) and oxygen", dated,,False,False,False,False
25632,oxymeter,Noun,"Alternative spelling of oximeter 2015 July 6, Exposure to 100% Oxygen Abolishes the Impairment of Fracture Healing after Thoracic Trauma, in PLOS ONE[1], DOI:10.1371/journal.pone.0131194:O 2 concentration was continually recorded using an oxymeter."," dated, now nonstandard",,False,False,False,False
25870,oystery,Noun,A fishery for oysters; a place where oysters are kept and grown., possibly dated,,False,False,False,False
25903,ozogen,Noun,An aqueous solution of hydrogen peroxide formerly used as a disinfectant., dated,,False,False,False,False
445,waggon,Noun,"Alternative spelling of wagon 1880s, A"," Britain, dated","L. O. E., The Wondrous Sickle, and Other Stories, London: Gall Inglis, OCLC 27329512:We go on like one of those country waggons, creaking along in the old ruts [] 1922 February, H. Harrison, Plot and Counterplot: A Tale of the Smuggling Canker in the Days Following the Battle of Waterloo, in The Boys Own Paper, volume XLV, part 4, London: Boys Own Paper Office,[], OCLC 870086995, chapter II, page 262, column 1:The first waggon was loaded, and moved a few yards along the quay, and the second took its place. There was an order and swiftness over the work that told of a careful preparation. The third waggon took the place of the second and the work of loading it went even faster. Then, at a shout from the Grocer, the loaders threw off their slings, took every man of them a cudgel from beneath his smock, and formed themselves as a guard about the waggons that went away quickly along the quay on their way inland. 1954, J[ohn] R[onald] R[euel] Tolkien, A Short Cut to Mushrooms, in The Fellowship of the Ring: Being the First Part of The Lord of the Rings, London: George Allen Unwin, OCLC 807429515, page 105; republished Boston, Mass.: Houghton Mifflin Harcourt, 2012, ISBN:It was five miles or more from Maggot's lane to the Ferry. The hobbits wrapped themselves up, but their ears were strained for any sound above the creak of the wheels and the slow clop of the ponies' hoofs. The waggon seemed slower than a snail to Frodo. 1967, J. Crofts, The Weather, in Packhorse, Waggon and Post: Land Carriage and Communications under the Tudors and Stuarts (Studies in Social History), London: Routledge and Kegan Paul, ISBN; reprinted as Abingdon, Oxon.: Routledge, 2007, ISBN, page 9:On the sixteenth-century farm all the heavy hauling of lime or marl for the fields, gravel for the lanes, timber for the fences and 'coals or other necessary fuel fetched far off' had to be done as far as possible in the summer while the roads were still dry and firm. [] About the end of October the prudent farmer, like Best of Elmswell near Driffield, laid up his waggon, and sent his corn to market during the winter months on a string of eight pack-horses, tied head to tail, with a couple of men to 'guide the pokes'.",False,False,False,False
446,waggon,Verb,"Alternative spelling of wagon 17811782, Thomas Jefferson, Query VI"," Britain, dated","A Notice of the Mines and Other Subterraneous Riches; Its Trees, Plants, Fruits, c., in Notes on the State of Virginia.[], London: Printed for John Stockdale,[], published 1787, OCLC 973231289, page 39:The ore is firt waggoned to the river, a quarter of a mile, then laden on board of canoes, and carried acros the river, which is there about 200 yards wide, and then again taken into waggons and carried to he furnace.",False,False,False,False
1189,walk out,Verb,To go out with; to be romantically involved," intransitive, dated","Synonyms: date, go out, see The maidservant has been walking out with the butcher's man. 1939, John Steinbeck, The Grapes of Wrath, New York: Viking, 1958, Chapter28, p.575,[1] Well, her an your boy Al, theyre a-walkin out ever night. An Aggies a good healthy girl that oughta have a husban, else she might git in trouble. [...] 2005, Sebastian Barry, A Long Long Way, New York: Viking, Part3, Chapter19, p.244,[2] And Maud, surely seventeen by now. Did she have a boy to walk out with?",False,False,False,False
1222,walk with,Verb,To attend as a sweetheart; to go out with.," transitive, dated",,False,False,False,False
1309,walking chair,Noun,A kind of wheeled chair used to assist disabled people and infants in walking., dated,,False,False,False,False
1676,wallower,Noun,A lantern wheel; a trundle," dated, engineering","1847, Edward Cresy, An Encyclopaedia of Civil Engineering, Historical, Theoretical, and Practical At each end of the water-wheel is a vertical shaft with wallowers []",False,False,False,False
2005,wango,Noun,A boomerang., dated,,False,False,False,False
2138,want,Verb,To be lacking or deficient or absent," intransitive, dated","[from 13th c.] There was something wanting in the play. 1626, Samuel Purchas, Purchas His Pilgrimes: In Five Bookes, page 404: They of the Citie fought valiantly with Engines, Darts, Arrowes: and when Stones wanted, they threw Siluer, especially molten siluer. (Can we date this quote?) Dryden The disposition, the manners, and the thoughts are all before it; where any of those are wanting or imperfect, so much wants or is imperfect in the imitation of human life. (Can we date this quote?) Alexander Pope For as in bodies, thus in souls, we find / What wants in blood and spirits, swelled with wind.",False,False,False,False
2139,want,Verb,To be in a state of destitution; to be needy; to lack," intransitive, dated","(Can we date this quote?) Ben Jonson You have a gift, sir (thank your education), / Will never let you want.",False,False,False,False
2236,wantonness,Noun,A particular wanton act," countable, dated","1882, John Gorham Palfrey, History of New England during the Stuart Dynasty, Little Brown (Boston), v. 3, p. 366: These were simply the wantonnesses of a dishonest man.",False,False,False,False
2436,war hawk,Noun,An eagle.," literary, dated",,False,False,False,False
2510,warband,Noun,A group of soldiers or other military personnel actively engaged in warfare., dated,,False,False,False,False
2591,wardeness,Noun,A female warden., dated,,False,False,False,False
2949,warming pan,Noun,A person put into a situation to hold it until another person can take over.," figuratively, dated",,False,False,False,False
3519,washboard,Noun,baseboard; skirting board, dated,,False,False,False,False
3696,washstand,Noun,"In a stable or garage, a place in the floor prepared so that carriages or automobiles may be washed there and the water run off", dated,"1916, Horseless Age: The Automobile Trade Magazine Washstand in an Electric Garage. [] In a few garages arrangements are made for washing cars in any position on the storage floor, so that it is not necessary to move them on to and off the washrack.",False,False,False,False
3850,wastebook,Noun,"A temporary notebook in which details of transactions were entered as they happened, to be copied into formal ledgers later."," dated, finance",,False,False,False,False
3939,wasting palsy,Noun,progressive muscular atrophy, dated,,False,False,False,False
3955,wastrel,Noun,"One who is profligate, who wastes time or resources extravagantly"," countable, dated","1929, Virginia Woolf, A Room of One's Own, Penguin Books, paperback edition, page 22 Mary's mother - if that was her picture - may have been a wastrel in her spare time (she had thirteen children by a minister of the church), but if so her gay and dissipated life had left too few traces of its pleasures on her face.",False,False,False,False
4028,watch meeting,Noun,A Christian religious service held on New Year's Eve., dated,,False,False,False,False
4189,water,Noun,Excess valuation of securities," uncountable, dated, finance","1902 August 2, Too Much Water to Suit Cummins, in The Atlanta Constitution:Iowa Governor Will Fight Rock Island Reorganization. He Says That Under the New Plan Too Much Water Is Put Into the StockBelieves Plan Is Out of Harmony with Iowa Laws. 1920 April 11, Says Stock 'Water' Didn't Affect Fare, in New York Times:the outstanding stock and bond obligations of the company were reduced from $34,000,000 to $24,000,000 by squeezing out the water.",False,False,False,False
4199,water,Verb,"To overvalue (securities), especially through deceptive accounting"," transitive, dated, finance","1930 April 10, Calls Rail Holding Companies Threat, in The Sun:such agencies would make it possible for the railroads to water stock and evade the law subjecting security issues to public regulation",False,False,False,False
4401,water cure,Noun,"Treatment of pain and illness using water, particularly bathing", dated,,False,False,False,False
4638,water pox,Noun,"A common childhood disease caused by virus; chickenpox, varicella"," medicine, dated","1801, Philipp Andreas Nemnich, Lexicon Nosologicum Polygloton Water pox. Varicella. 1839, ""Heim on small-pox and vaccination in the Kingdom of Wirtemberg"", British and Foreign Medical Review volume 7 Varicella (water-pox, stone-pox, wind-pox,) is said to be often epidemic at the period of the public vaccinations...",False,False,False,False
4907,waterfall,Noun,A necktie.," colloquial, dated",,False,False,False,False
4908,waterfall,Noun,A chignon.," colloquial, dated",,False,False,False,False
5035,waterman,Noun,"Specifically, an attendant on cab stands who supplies water to the horses", dated,"1836, Charles Dickens, The Pickwick Papers 2:Here you are, sir, shouted a strange specimen of the human race, in a sackcloth coat, and apron of the same, who, with a brass label and number round his neck, looked as if he were catalogued in some collection of rarities. This was the waterman.",False,False,False,False
5271,wattman,Noun,A French tram driver., dated,,False,False,False,False
5456,waver,Noun,A sapling left standing in a fallen wood," Britain, dialectal, dated",(Can we find and add a quotation of Halliwell to this entry?),False,False,False,False
5516,wavy,Noun,Alternative form of wavey (goose), possibly dated,"1862, in The Zoologist: a popular miscellany of natural history, volume 20, page 7835: According to Indian report, a great breeding-ground for the blue wavy is the country lying in the interior of the north-east point of Labrador, Cape Dudley Digges. 1888, in the Journals of the Senate of Canada, volume 22, Appendix 1, page 237: The blue and white wavies breed in the barren grounds and feed chiefly on berries.",False,False,False,False
5625,waxie,Noun,"cobbler Early 1900s, Traditional, Waxies' Dargle (song) Says my aul' one to your aul' one ""Will ye come to the Waxies' dargle?"""," Ireland, dated, Dublin",,False,False,False,False
5736,wayback,Noun,"An area in the body of a car behind the rear seat, such as the back of a station wagon, storage well in a VW bug, etc"," dated, informal","2005, C.J. Hribal, The Company Car: A Novel, ISBN, page 4:Only, Mercury Villagers do not have waybacks. They have third seats, rear seats, or cargo areas, but not waybacks. 2009, Gloria VanDemmeltraadt, Musing and Munching: A Memoir and Cookbook, ISBN, page 43:Two hours into the trip we discovered that Paul suffered from carsickness. Luckily, the wayback was equipped with built-in bins alongside the walls. 2010, Hugh Macmullan, Larke, El Capitan and the Theory of Everything, ISBN, page 52:Jack preferred the wayback, where he could look out the zippered plastic rear window at where we'd been. 2010, Jim McGavran, In the Shadow of the Bear: A Michigan Memoir, ISBN:The suitcases and the playpen, the Frisbees and the Wiffle Balls are all packed in the wayback of the car; the snacks are on the floor of the front seat where Deje can dole them out to our hungry kids as we drive south towards Charlotte.",False,False,False,False
6205,wear weary,Verb,To grow weary; to become tired (of something).," intransitive, dated",,False,False,False,False
6543,weaveress,Noun,A female weaver., dated,,False,False,False,False
6583,web,Noun,A band of webbing used to regulate the extension of the hood of a carriage., dated,,False,False,False,False
6855,webvertising,Noun,advertising on the World Wide Web," Internet, dated",,False,False,False,False
7165,week-end,Noun,Alternative spelling of weekend, dated,,False,False,False,False
7234,ween,Verb,"To expect, hope or wish.", dated,,False,False,False,False
7371,wegotism,Noun,Excessive use of the pronoun we.," colloquial, dated",,False,False,False,False
8028,well firmed,Adjective,"Well prepared, having thoroughly memorized one's part."," theater, dated",,False,False,False,False
8168,welshnut,Noun,A walnut (nut or tree)," Britain dialectal, West Country, Dorset, Somerset, dated","1879, Barnes, William, The Welshnut Tree, in Poems of Rural Life in the Dorset Dialect, page 85: [] Our tongues do run, O, / Enough to stun, O, / Your head wi' glee by the welshnut tree. 1912, Country Life, volume 31, page 313:A wife, a whelp and a Welshnut tree / The more you beat 'em, the better they be.",False,False,False,False
8230,wench,Noun,"A black woman (of any age), especially if in a condition of servitude"," US, dated or historical","1776-1787, records quoted in 2000, Black Loyalists of Nova Scotia: Tracing the History of Tracadie Loyalists, 1776-1787: Nancy Basset, 28, likely wench, mulatto / Proved to be free. / Certified free as per General Birch Certificate. Patience Jackson, 23, very likely wench, mulatto / Says she was born free Rhode Island. / Certified free as per General Birch Certificate. 1852, Harriet Beecher Stowe, Uncle Tom's Cabin, Chapter VIII: Now, I bought a gal once, when I was in the trade,a tight, likely wench she was, too, and quite considerable smart [] 1866 March 2, ""Sharp Wench"", in the Appeal (quoted, and taken to use this sense, in Hannah Rosen, Terror in the Heart of Freedom, 2009): A colored girl [...] was fined ten dollars [...] the Provost allowed a guard to wait on the wench."" 2014, Kirsten Pullen, Like a Natural Woman: So complete was this illusion, claims Lott, that many audience members, including Mark Twain's mother, believed they were seeing authentic, biologically black performers on New York stages. Of course, wench characters seem to especially test the bounds of authentic performance. [...] Extant photographs and engravings of wench performers do not always represent them as blacked up, [...] In antebellum minstrel shows, wench songs were most often sung about mulatto women rather than by them.",False,False,False,False
8761,wet check,Noun,a condom., dated,,False,False,False,False
9000,whack,Noun,"A share, a portion, especially a full share or large portion"," originally Britain cant, dated","1938, Xavier Herbert, Capricornia, New York: Appleton, Chapter VII, page 108,[1] [] O'Cannon's a taxpayer. He pays his whack towards the upkeep of the State School up in town 1951, Katherine Mansfield, Letters to John Middleton Murry, 1913-1922, For one thing I had a splendid supper when I got on boarda whack of cold, lean beef and pighells, bread, butter ad lib., tea, and plenty of good bread. 2014, Anthony Pritchard, Grand Prix Ferrari (page 203) There were problems over the installation of the engine and the handling. The team had paid top whack for the two Coopers, but the company gave them no help at all.",False,False,False,False
9106,whalebone whale,Noun,Synonym of baleen whale, dated,,False,False,False,False
9200,whang,Noun,A house-cleaning party.," US, dialectal, dated",,False,False,False,False
9278,wharp,Noun,"A fine sand from the banks of the Trent, used as a polishing powder."," Britain, dated",,False,False,False,False
9294,what-d'ye-call-'em,Noun,whatchamacallit, dated,,False,False,False,False
9296,what-d'ye-call-it,Noun,whatchamacallit, dated,,False,False,False,False
9323,what not,Noun,"Something of the kind, whatever (used to terminate a vague list)"," idiomatic, dated","1931, H G Wells, What are we to do with our lives? This, following the democratic disposition of the times, was commonly conceived of as an elected body, a municipality, the parliamentary state or what not.",False,False,False,False
9344,whatever,Adjective,"At all, absolutely, whatsoever"," dated, postpositive","There is no point whatever in going on with this discussion. 1910, Emerson Hough, chapter I, in The Purchase Price: Or The Cause of Compromise, Indianapolis, Ind.: The Bobbs-Merrill Company, OCLC 639762314, page 0045: Serene, smiling, enigmatic, she faced him with no fear whatever showing in her dark eyes. The clear light of the bright autumn morning had no terrors for youth and health like hers.",False,False,False,False
9491,wheatsel,Noun,The time when wheat is sown.," Britain, dialectal, dated",,False,False,False,False
9534,wheel,Noun,A superuser on certain systems.," computing, dated",,False,False,False,False
9583,wheel fiddle,Noun,Synonym of hurdy-gurdy, dated,,False,False,False,False
9640,wheelbird,Noun,The European goatsucker.," Britain, dialectal, dated",,False,False,False,False
9676,wheelhorse,Noun,"One of a team of horses which is nearest to the wheels of a carriage, as opposed to a leader or forward horse"," US, dated","1750 October, A Description, with the Form, of the Four Wheel Carriage, which was Drawn at Newmarket, 19 Miles in 54 Minutes. [] Invented by Mr J. Wright in Long Acre., in Sylvanus Urban [pseudonym; Edward Cave], editor, The Gentlemans Magazine, and Historical Chronicle, volume XX, London: Printed by Edw[ard] Cave, at St John's Gate, published January 1755, OCLC 192374019, page 440:The off wheel-hore a grey, named Single Peeper, old for 50 [guineas] [] The near wheel-hore chenut, named Chance. 1869 September, E. P. Willard, A Night and a Day on the Sierra Nevada, in The Western Monthly, volume II, number 9, Chicago, Ill.: Reed, Browne Co., publishers, No. 18 Tribune Building, OCLC 21067514, page 179, column 2:The driver [] neither knew any thing, said any thing, or did any thing but watch a dozen equine ears, and keep six reins taut in his hands, and coax the off wheel[-]horse with the belly of his whip-lash every two minutes, invariably accompanying the stroke with a tremendous solitary cluck. 1886, Maxwell Gray [pseudonym; Mary Gleed Tuttiett], chapter I, in The Silence of Dean Maitland: A Novel, London: Kegan Paul Co., OCLC 560202143; republished New York, N.Y.: D. Appleton and Company, 1888, OCLC 37308823, part I, page 12:Ay! he med well say that, repeated the wagoner, still digesting the pleasure of Ben Lees compliment, and slapping the wheel[-]horses vast flank, so that the fairy chime began again, and the smack resounded like an accompaniment to its music. 1914 April, W[illard] W[ebster] Eggleston, A Trip to Stanislaus Forest, California. (Abstract.), in Bulletin, number 9, Burlington, Vt.: Published annually by the [Vermont Botanical] Club; Free Press Printing Company, OCLC 5812886, page 23:In contrast to the methods used in New England all the lumber from the high Sierras is taken out in the summer instead of the winter. Teams of about seven pairs of horses, or mules, or traction engines, are used. Teams draw two or three wagons, and are managed by one driver who rides on a wheelhorse and guides with one rein, whip and voice. 1916, War Department, Office of the Chief of Staff, The Driver, in Provisional Drill and Service Regulations for Field Artillery (Horse and Light) 1916 (War Department Document; no. 538), Washington, D.C.: Government Printing Office, OCLC 2651680, part III (Mounted Instruction), section IV (Mounted Instruction), paragraph 437, page 181:The cannoneer posted nearest the left wheel of the limber engages the end of the pole of his carriage in the pole ring of the neck yoke and then hitches the near wheel horse; the cannoneer posted nearest the right wheel of the limber hitches the off wheel horse.",False,False,False,False
9715,wheelman,Noun,A cyclist, dated,"1897, American Architect and Architecture (volumes 57-58, page 51) Many wheelmen and wheelwomen, riding safeties, tandems and tricycles, stopped there during the evening and we had good opportunity for comparing American and English bicycles []",False,False,False,False
9752,wheelwoman,Noun,A female cyclist, dated,"1897, American Architect and Architecture (volumes 57-58, page 51) Many wheelmen and wheelwomen, riding safeties, tandems and tricycles, stopped there during the evening and we had good opportunity for comparing American and English bicycles []",False,False,False,False
9898,wherefor,Adverb,Alternative spelling of wherefore, dated,,False,False,False,False
10139,whilom,Adverb,"Once upon a time, formerly", dated,"1590, Edmund Spenser, ""The Faerie Queene,"" Book I:1: Lo I the man, whose Muse whilome did maske, As time her taught, in lowly Shepheards weeds, Am now enforst a far unfitter taske ... 1603, Michel de Montaigne, chapter 43, in John Florio, transl., The Essayes,[], book I, printed at London: By Val[entine] Simmes for Edward Blount[], OCLC 946730821:With such an invention did Zeleucus whilome correct the corrupted manners of the Locrines. 1663, Hudibras, by Samuel Butler, part 1, canto 1 In northern clime a val'rous knight / Did whilom kill his bear in fight, / And wound a fiddler: we have both / Of these the objects of our wroth [].",False,False,False,False
10363,whip the cat,Verb,To practice extreme parsimony," Britain, dialectal, dated",(Can we find and add a quotation of Forby to this entry?),False,False,False,False
10364,whip the cat,Verb,"To go from house to house working by the day, as itinerant tailors and carpenters do."," US, dialectal, dated",,False,False,False,False
10503,whipster,Noun,"a scholastic often pedantic person, wise guy 1843, Thomas Carlyle, Past and Present, book 3, ch"," informal, dated","IV, Happy Every pitifullest whipster that walks within a skin has his head filled with the notion that he is, shall be, or by all human and divine laws ought to be, happy. His wishes, the pitifullest whipsters, are to be fulfilled for him; his days, the pitifullest whipsters, are to flow on in ever-gentle current of enjoyment, impossible even for the gods. 1994 Christmas Ecapade, page 117 A cow-handed whipster. Rides well enough, but not handy with a team.",False,False,False,False
10881,whistlestop,Noun,A minor railway station at which a train stops if specifically requested.," US, dated",,False,False,False,False
11157,white coal,Noun,water that is being used to generate power, dated,,False,False,False,False
11777,whitewash,Verb,To repay the financial debts of (another person)," dated, transitive","1836, Charles Dickens, The Pickwick Papers 43:Meanwhile, Sam, having been formally introduced to the whitewashed gentleman and his friends, as the offspring of Mr. Weller, of the Belle Savage, was treated with marked distinction, and invited to regale himself with them in honour of the occasionan invitation which he was by no means backward in accepting.",False,False,False,False
11917,whizbang,Noun,A type of firework that made a whiz before exploding, dated,,False,False,False,False
11918,whizbang,Noun,A small artillery shell, dated,,False,False,False,False
12649,wide,Adjective,"Made, as a vowel, with a less tense, and more open and relaxed, condition of the organs in the mouth."," phonetics, dated",,False,False,False,False
12827,widow's weeds,Noun,black garments worn by widows in mourning, dated,,False,False,False,False
13013,wig,Noun,An old seal.," dated, among fishermen",,False,False,False,False
13034,wigeon,Noun,A fool., dated,,False,False,False,False
13056,wigging,Noun,A telling-off or reprimand," countable, Britain, Ireland, colloquial, dated","1888, Rudyard Kipling, ""Thrown Away"", Plain Tales from the Hills (Folio Society 2005, p. 18) His Colonel talked to him severely when the cold weather ended. That made him more wretched than ever; and it was only an ordinary Colonel's wigging!",False,False,False,False
13129,wigwam,Noun,Any more or less similar dwelling used by indigenous people in other parts of the world, possibly dated,"1813, John Gabriel Stedman, Narrative, of a five years' expedition, against the revolted..., volume 1, page 403: Their houses or wigwams, which they call carbets, are built as I have already described those of the negroes; but instead of being covered with the leaves of the manicole-tree, they are covered with the leaves of rattans or jointed canes, here called tas, [] 1845 edition, Charles Darwin, Journal and Remarks (The Voyage of the Beagle): The Fuegian wigwam resembles, in size and dimensions, a haycock. It merely consists of a few broken branches stuck in the ground, and very imperfectly thatched on one side with a few tufts of grass and rushes.",False,False,False,False
13542,wilkeite,Noun,fluorellestadite," mineralogy, dated",,False,False,False,False
