Unnamed: 0,term,pos,definition,domain,supplementary_info,obsolete,archaic,slang,vulgar
21309,chatelaine,Noun,The mistress of a castle or large household, dated,"[from mid 19th c.] Antonym: chatelain 1831, Thomas Colley Grattan, chapter VIII, in The Heiress of Bruges; a Tale of the Year Sixteen Hundred. [...] In Three Volumes, volume I, 2nd edition, London: Henry Colburn and Richard Bentley,[], OCLC 4840982, page 213:Gerard returned safely to his native land, and in the fantastic spirit of the times, he approached his own castle disguised as a pilgrim, intending to himself and his Chatelaine, the delight of a romantic surprise. [] He accordingly repaired, in the silent hour of midnight, when the castle was wrapped in sleep, to the well-remembered chamber of the Chatelaine. She was not alone. A handsome young page supplied the place of her long-absent lord. In the excess of his rage, Gerard killed his wife on the spot, but reserved the page for a more lingering revenge. 1843 January, Art. IV.The City of the Magyar. By Miss [Julia] Pardoe. London: Virtue. 1841. 2. The Hungarian Castle. By Miss Pardoe. London: Boone., in The Church of England Quarterly Review, volume XIII, London: William Edward Painter,[], OCLC 35994428, page 74:[A] detachment of the Imperial army, under Francis Wesselny, was ordered to attack the castle. Having made the most elaborate preparations, he summoned the garrison to surrender; the refusal was haughty and uncompromising, and, to the surprise of Wesselny, dictated by the Chatelaine herself, who personally conducted its defence. To be foiled by a woman, little suited his proud nature; but all efforts to effect a breach in the massive walls of the stronghold were ineffectual, and every attack gallantly repulsed. 1943, Ayn Rand, chapter 1, in The Fountainhead, Indianapolis, Ind.: Bobbs-Merrill Company, OCLC 288347, part 2 (Ellsworth M. Toohey), page 206; republished as chapter 1, in The Fountainhead (New American Library), New York, N.Y.: Berkley Books, September 2016, ISBN:Cars passed her on the road; the people of the quarry town knew her and bowed to her; she was considered the chatelaine of the countryside, as her mother had been long ago.",False,False,False,False
21393,chatteration,Noun,"chattering Charles Dickens As for her spirits, she had none"," colloquial, dated","No more chatterations, no more acting of great ladies; she was as dumb as any dumb-waiter.",False,False,False,False
21537,chaus,Noun,Felis chaus (jungle cat), dated,,False,False,False,False
21541,chaussure,Noun,A foot covering of any kind., dated,,False,False,False,False
23078,chemitype,Noun,"Any of a number of processes by which an impression from an engraved plate is obtained in relief, to be used for printing on an ordinary printing press.", dated,,False,False,False,False
23241,chemolysis,Noun,"The decomposition of organic substance into more simple bodies, by the use of chemical agents alone", dated,(Can we find and add a quotation of Thudichum to this entry?),False,False,False,False
24073,chevalier d'industrie,Noun,One who lives by fraud; a pickpocket; a sharper., dated,,False,False,False,False
24666,chickenman,Noun,Someone (often a man) who raises chickens to produce meat., dated,,False,False,False,False
25491,chimney-glass,Noun,A mirror placed above a mantelpiece., dated,,False,False,False,False
25607,china,Noun,"Cheaper and lower-quality ceramic and ceramic tableware, distinguished from porcelain"," uncountable, chiefly US, dated","1921 May 11, ""Edison Questions Stir Up a Storm"", New York Times: What is porcelain? A fine earthenware differing from china in being harder, whiter, harder to fuse and more translucent than ordinary pottery.",False,False,False,False
25612,china,Noun,"Tea from China, (particularly) varieties cured by smoking or opposed to Indian cultivars"," uncountable, dated","1907, Yesterday's Shopping, p. 1: Tea... Finest China, Plain (Moning).",False,False,False,False
26012,chipping squirrel,Noun,A chipmunk., dated,,False,False,False,False
26025,chippy,Adjective,As dry as a chip of wood., dated,,False,False,False,False
26336,chisley,Adjective,Having a mixture of small pebbles or gravel," dated, of soil",(Can we find and add a quotation of Gardner to this entry?),False,False,False,False
26728,chloridize,Verb,To chloridate.," dated, transitive",,False,False,False,False
26890,chlorocarbonate,Noun,Synonym of chloroformate," dated, organic chemistry",,False,False,False,False
27692,chokey,Noun,prison," dated, Britain",,False,False,False,False
27800,cholecystis,Noun,The gall bladder.," anatomy, dated",,False,False,False,False
27910,cholerized,Adjective,Infected with cholera., dated,,False,False,False,False
28223,chondrosamine,Noun,galactosamine, dated,,False,False,False,False
28311,chook,Noun,A fool.," Australia, dated",,False,False,False,False
28327,choom,Noun,An Englishman.," New Zealand, Australia, dated, informal",,False,False,False,False
28373,chop,Noun,A crack or cleft; a chap., dated,,False,False,False,False
28597,chore,Verb,To do chores.," US, dated",,False,False,False,False
28917,chorusses,Noun,"plural of chorus 1847, William Vincent Wallace, Edward Fitzball, The songs, duets, trios and chorusses in Maritana", dated,,False,False,False,False
29072,chresard,Noun,The portion of the water in a sample of soil that is available to vegetation (e.g, dated,"plant roots) 1929, Frederic Clements, Plant Competition: An Analysis of Community Functions, page 238:As in the previous series the chresard decreased progressively with the density, but the correspondence with depth was less consistent. 2008, Susan Merriweather Harris, The Western Cross Timbers: Scenario of the Past, Outcome for the Future, page 12:The soil is typically light and sandy, and the oaks are relicts from a moist phase of the climatic cycle that have been able to maintain themselves against the competition of the grasses by virtue of the favored chresard of the sandy soil.",False,False,False,False
29542,chromophotography,Noun,colour photography, dated,,False,False,False,False
29595,chromotypography,Noun,The printing of text in color., dated,,False,False,False,False
29605,chromule,Noun,"Any colouring matter in plants other than chlorophyll, and especially in the petals."," botany, dated",,False,False,False,False
29738,chronogeny,Noun,The chronology of a thing's origin and development," dated, geology, paleontology","1850, William King, A Monograph of the Permian Fossils of England, 2015 Digitally Printed Edition, page 201, The probability is, that most of these orders have existed during all the organic periods of our planet; but, owing to various circumstances, especially to some being without any enduring remains, their chronogeny will long remain one of the most difficult problems in Malacology. 1894, Palaeontology of New-York, Volume 8, Part 2, page 322, The chronogeny of the various elements is in full accord with the structural progress along both lines of derivation; [] . 1915, Austin Hobart Clark, A Monograph of the Existing Crinoids, U.S. Government Printing Office, page 7, Thus it is evident that we must use the very greatest care in the correlation of the chronogeny and the phylogeny of the echinoderms, and we must be continually on the watch for sudden and aberrant deviations and specializations in the older as well as in the most recent types.",False,False,False,False
29813,chrononaut,Noun,A time-traveller," science fiction, dated","1972, Amazing Science Fiction Stories, Volume 46, page 119, The honour of the final great mistake will go to David Powers, Scientist Chrononaut. 1999, John Guy Porter, Patrick Moore, Yearbook of Astronomy, page 146, The conventional view of time travel, however, has the chrononauts travelling backwards and forwards in time. But in a more restricted sense we are all chrononauts, on a one-way fixed-speed journey into the future. 2002, Jos Luis Sanz, Starring T. Rex!: Dinosaur Mythology and Popular Culture[1], page 62:This tiny accident, because of the multiplicative effect of unforeseeable circumstances, results in an important alteration in the present time when the chrononauts return the language is spoken differently and a different President of the United States has been elected.",False,False,False,False
30130,chuck up,Verb,To chuck up the sponge; to give up; to admit defeat; to break a contract; to abandon or quit (something)," dated, transitive and intransitive","Synonyms: jig up, throw up, jack up 1891, Gems from Our Village, page 62:But when you've tried it once or twice, And do not find it over nice, If it's dear at any price, Chuck it up. If it's not a paying game, Not worth the candle all the same, Chuck it up. 1919, John Buchan, Mr. Standfast:What worried me was the sense of being up against something inhumanly formidable and wise and strong. I believed I was willing to own defeat and chuck up the game. 2013, Pede Hollist, Foreign Aid, in A Memory This Size and Other Stories: The Caine Prize for African Writing, ISBN, page 40:With a renewed sense of purpose, Logan was ready to chuck up the day as a waste until he stepped into the parlour of their home and almost bumped into a slinky, dark-skinned girl in a cotton docket and lappa, with a mid-leg slit on one side. 2014, E. W. Hornung, Raffles: The Amateur Cracksman, ISBN:I've never brought off a really big coup yet; when I do I shall chuck it up. 2014, Robert Purvis, Three Men Called Josiah, ISBN, page 70:He sounded quite excited, as if he were deriving some vicarious pleasure from the anticipated outcome of my efforts, and I hadn't the heart to tell him how, at that precise moment, I was feeling quite ready to chuck up the whole thing.",False,False,False,False
30131,chuck up the sponge,Verb,To quit; to give up; to admit defeat, dated,"1916, Pamphlets on the European War - Volume 26, page 10:The fighting spirit of the German army is supplied by the officer and N. C. O. It has been proved that when a German soldier sees his bayonet his fighting value is finished he ""chucks up the sponge."" 1918, Dixhuit, Safety in Trench Warfare for Yourself Your Men:A bombing attack along a trench can only be met by a bomb defence. The bayonet is practically neglected by the Bosche, except when our men compel him to use it. He is not much good with it, and if his bomb defence fails him, usually chucks up the sponge. 1919, Crosbie Garstin, The Mud Larks, page 136:The moment Hindenburg chucks up the sponge off goes William to Chelsea Hospital, there to spend the autumn of his days pitching the yarn and displaying his honourable scars gained in many a bloody battle in the mule lines. 1962, Robert Tressell, The Ragged Trousered Philanthropists, ISBN, page 322:For my part, I think the best thing to do is to chuck up the sponge at once; the company is practically bankrupt now, and the longer we waits the worser it will be. 1974, Jennifer Sherwood Nikolaus Pevsner, Oxfordshire, page 72:July 1960: Oxford City Council reverses all reversals, chucks up the sponge, and asks Minister for ""inquiry at large"".",False,False,False,False
30214,chucky,Noun,"chicken 1847, The Legal Observer, Digest, and Journal of Jurisprudence, page 586 Mr", dated or dialectal,"(afterwards) Lord Kenyon, lived in Bell Yard, Temple Bar. Mr. Kenyon's early habits were those of strict economy: he had his shoulder of mutton roasted first for one day, the next day he had it cold, and for the third or fourth day he had it hashed, resembling the old Scotch trader, who told his son he lived at first very sparingly, so that in his old age he could afford himself a chucky on a Sunday; but he said, the young men in the present day when they began life wanted a chucky every day! 1855, Sarah Elizabeth B. Patterson, Dunellan manse; or Times and trials of the Disruption, page 64 "" The chuckies are sent to Lady Grace's, and you will feed them there. I'll take pussy to the new house,"" replied Henderson. 1895, The Practical Elocutionist She ran to the barn to help to gather the eggs, and got five, three being nest-eggs, and a cheena one, that was put there to deceive the chuckies. 2014, Angela Gascoigne, Soup, Andrews UK Limited ISBN I'm not sure taking Katie to the cottage to see the chuckies in the snow was such a good idea, she complained, her face wracked in pain as she brushed snowflakes off her hair.",False,False,False,False
30326,chum,Noun,"A roommate, especially in a college or university", dated,"1856 in The Knickerbocker: Or, New-York Monthly Magazine [1] Field had a 'chum,' or room-mate, whose visage was suggestive to the 'Sophs;' it invited experiment; it held out opportunity for their peculiar deviltry.",False,False,False,False
30522,chur,Noun,An island or shoal in a river," India, dated","1869 July 30, Justice A. J. Macpherson, Rashmonee Dassee and others (Defendants) Appellants, versus Bhubonath Bhuttacharjee (Plaintiff) Respondent, in D[avid] Sutherland, editor, The Weekly Reporter, Appellate High Court. [...], volume XII, Calcutta: Published by Messrs. Thacker, Spink Co., and printed by the Bengal Printing Company Limited, published 1870, OCLC 82400320, page 253, column 1:The plaintiff sues to get possession of a piece of chur land. In the plaint, the case which seems to be made is, that the land is a re-formation upon the site of a former chur which at one time belonged to those through whom the plaintiff claims, but which was subsequently washed away. [] The first issue fixed by the Moonsiff, as stated in his judgment, is, ""whether the chur in dispute is the contiguous accretion to the re-formed lands of Chur Bandaparah and was held in possession by the plaintiff, and his co-sharers."" 1870 November 19, Justice Markby, Nabin Kishor Roy (defendant) v. Jages Prasad Gangopadhya and others (plaintiffs)., in The Madras Revenue Register, volume V, number 6, Madras: [s.n.], published 15 June 1871, OCLC 234351030, page 211, column 1:This was a suit brought to recover possession of 12,000 beegahs of land. The land in question is a chur in the river Megna, a large navigable and tidal river. The particular portion of the river where the chur is situate is called the Gogra. [] They [the defendants] do not now attempt to make out a title to the chur; but they assert that it has been ever since its formation in their possession. 1872 May 25, Sir James W. Colville; Sir Robert Phillimore; Sir Montague E. Smith, Nogender Chunder Ghose and another, versus Mahomed Esoff, the Collector of Chittagong, and others, in D[avid] Sutherland, editor, The Weekly Reporter, Appellate High Court. [...], volume XVIII, Calcutta: Published by Thacker, Spink, and Co., published 1873, OCLC 82400320, page 114, column 1:Some time before 1847 the river threw up in its main and navigable channel certain islands or churs, of which it is only necessary to specify two, viz., Chur Durmeean and Chur Dukhin. [] [F]or the purposes of this litigation, it must be assumed that the churs in question were the property of the Government, and were duly granted to and settled with the respondents. [] Before the end of 1852 the river had swept away the whole of Chur Durmeean, but had formed another low chur in the vicinity of its site.",False,False,False,False
31213,cigarettist,Noun,One who smokes cigarettes, dated,"1905, Francis Lynde, A Fool for Love, The Bobbs-Merrill Company, Indianapolis, page 1 ""More delay,"" said the cigarettist, glancing at his watch.",False,False,False,False
31315,cilly,Noun,"Any predictable facet of the Enigma Machine cipher due to operator error or laziness, whose existence helped the Allies to break the code"," cryptography, dated","2000, Simon Singh, The Code Book Another type of cilly was the repeated use of the same message key, perhaps the initials of the operator's girlfriend [] 2002, Ronald L Krutz, Russell Dean Vines, The CISSP Prep Guide: Gold Edition Answer c is a reference to a cilly, which was a three-character message key used in the German Enigma machine. 2005, Brian J Winkel, Cipher A Deavours, David Kahn, Louis Kruh, The German Enigma cipher machine Taunt describes the work involved in breaking Enigma messages, cribs, cillies, the Herivel tip, help from Bombes and more. 2006, Rebecca Ann Ratcliff, Delusions of intelligence: Enigma, Ultra and the end of secure ciphers By 1944, cillies had already become rare; hence, Bletchley Park had already found other breaks into the Enigma nets. 2007, Friedrich Ludwig Bauer, Decrypted secrets: methods and maxims of cryptology Cillies resulted from a combination of two different mistakes in a multi-part message by some Enigma operators.",False,False,False,False
31468,cinder,Noun,"Any strong stimulant added to tea, soda water, etc."," dated, colloquial",,False,False,False,False
31543,cinemaddict,Noun,A film enthusiast; movieholic, dated,"1986, Quarterly Quiz: I Heard It At The Movies, in The opera quarterly, volume 4, number 1-2:Even a cinemaphobe operaphile ought to score twenty or more. A true cinemaddict can extend his/her score to a possible one hundred points by naming in addition the fifty actors who played the characters capitalized in the scene descriptions. 1986, Eugene P. Walz, Flashback: People and Institutions in Canadian Film History, page 65:These works have their roots in Lowry's vast, lifelong experience as ""cinemaddict,"" roots that were set when as a child he saw the early epics of D.W. Griffith, roots that were nourished in the 1920s by the important contemporary films of European and Russian directors and, later, by films such as Orson Welles' Citizen Kane. 2005, Samantha Barbas, The First Lady of Hollywood: A Biography of Louella Parsons, ISBN, page 26:By the time she left Iowa, she was a movie fanor as Harper's magazine described it in 1907, a cinemaddict."" 2017, Kathryn H. Fuller-Seeley, Jack Benny and the Golden Age of American Radio Comedy, ISBN, page 246:""While 11,500,000 cinemaddicts sit in their favorite cinemansions of an average Sunday, 34,000,000 radio fans listen to Jack Benny on the air. On an average Monday 5,428,000 go to the movies; 26,000,000 stay at home to hear the Lux Radio Teatre program,"" Gallup noted.",False,False,False,False
31554,cinemansion,Noun,A large movie theater, dated,"1934, Northern Michigan College of Education, Peninsulan, page 9:We are more the suburban type, content with an occasional movie at the local cinemansion where we can nod to our friends across the loge section during the brief intermission between performances. 1938, China Monthly Review - Volume 85, page 434:Less than 10 per cent of the student body dance, but they do not dance at the ""White Palace"" because the cabaret is owned and operated by the Japanese; about 10 per cent of them go to the shows, but they do not go to Capitol Theatre (no matter Greta Garbo or Robert Taylor) because the cinemansion is Japanese-owned now. 1949, Time - Volume 54, page 102: (Can we date this quote?), Briton Hadden, Henry Robinson Luce, (Please provide the book title or journal name):The usual sureseater formula is simple: give moviegoers what they rarely get in standard cinemansions a single feature, no popcorn, well-behaved next-seat neighbors, super-comfortable seats and, most important, high-quality pictures from Britain, Fance, Italy, and sometimes even Hollywood. 2017, Kathryn H. Fuller-Seeley, Jack Benny and the Golden Age of American Radio Comedy, ISBN, page 246:""While 11,500,000 cinemaddicts sit in their favorite cinemansions of an average Sunday, 34,000,000 radio fans listen to Jack Benny on the air. On an average Monday 5,428,000 go to the movies; 26,000,000 stay at home to hear the Lux Radio Teatre program,"" Gallup noted.",False,False,False,False
31569,cinematic,Adjective,Relating to kinematics; kinematic., dated,,False,False,False,False
31593,cinematographer,Noun,One who exhibits motion pictures; a projectionist, dated,"1916, The American School Board Journal (volume 53, page 41) It is what the spectator sees, not reads, that leaves the lasting impression. The best plan is to have the cinematographer call in order to determine the details to be covered.",False,False,False,False
31737,cinnamene,Noun,styrene," organic chemistry, dated",,False,False,False,False
31852,cipher,Noun,Zero., dated,,False,False,False,False
31853,cipher,Verb,To calculate," intransitive, regional, dated","I never learned much more than how to read and cipher. 1843, Thomas Carlyle, Past and Present, book 2, ch. IX, Abbot Samson For the mischief that one blockhead, that every blockhead does, in a world so feracious, teeming with endless results as ours, no ciphering will sum up. pub. 1890,Emily Dickinson So I must baffle at the hint/ And cipher at the sign,/ And make much blunder, if at last/I take the clew divine. 1979, Octavia Butler, Kindred: Can you cipher tooalong with your reading and writing?",False,False,False,False
32138,circular,Noun,A sleeveless cloak cut from a circular pattern., dated,,False,False,False,False
32773,cirque,Noun,"Something in the shape of a circle or ring, such as a Roman circus", dated or literary,"1722, Laurence Echard, From the Beginning of the First General Persecution of the Church, to the Destruction of Jerusalem, and the Dissolution of the Jewish Oeconomy, in A General Ecclesiastical History from the Nativity of Our Blessed Saviour to the First Establishment of Christianity by Human Laws, under the Emperor Constantine the Great.[], volume I, 6th edition, London: Printed for Jacob Tonson,[], OCLC 507904658, book II (From the Ascension of Our Blessed Saviour, to the Death of St. John, the Last Surviving Apostle), page 347:Nero exhibited thee Spectacles in his own Gardens, impiouly joining to them the Diverions of the Cirque, and appearing himelf publicly in the Habit of a Charioteer, itting in his Chariot; which yet the People entertain'd more with Pity than Pleaure, knowing that they were not done for the publick Benefit, but meerly to gratifie his own private Rage and Malice. Thus barbarouly were the Chritians treated at Rome; [] 1846, E[dward] Duke, Stonehenge the Conjoint Temple of Saturn and the Sun, in The Druidical Temples of the County of Wilts, London: John Russell Smith, 4, Old Compton Street, Soho Square; Salisbury, Wiltshire: W. B. Brodie and Co., OCLC 457310214, pages 153154:Saturn has supplied to the Greeks and Romans the source of a beautiful personification; they have represented him as Time, [] thus with his scythe is he considered to cut down in endless succession every ripened race of man; and as the serpent is annually renewed by the cast of its skin, so is every falling race of man held to be renewed by a young and succeeding progeny; from hence arose the fiction, that Saturn devoured his own children, and hence also is the continuous cirque of imposts at Stonehenge an apt representation of this well imagined emblem. 1899, O[badiah] C[yrus] Auringer; J[eanie] Oliver Smith, The Temptation, in The Christ: A Poetical Study of His Life from Advent to Ascension, New York, N.Y.; London: G. P. Putnam's Sons, the Knickerbocker Press, OCLC 13465562, page 36:[T]here our camp / Lay pitched that day beneath the sun's wide glare, / Amid the omnipresent desert wastes, / And few men stirred abroad. [] [T]he tents / Sagged lifeless all around their dusky cirque, / Whose every rope shone burnished in the glare, / And every tent-pin.",False,False,False,False
33220,citrometer,Noun,A form of hydrometer once used during the preparation of citric acid from lemon juice., dated,,False,False,False,False
33227,citronade,Noun,lemonade, dated,,False,False,False,False
34497,classbook,Noun,A textbook for use in class., dated,,False,False,False,False
34509,classfellow,Noun,classmate, dated or India,,False,False,False,False
34525,classic,Noun,One learned in the literature of Ancient Greece and Ancient Rome; a student of classical literature., dated,,False,False,False,False
34975,claw,Verb,To flatter; to fawn on (a person).," figuratively, transitive, dated",,False,False,False,False
35149,clean-limbed,Adjective,"Having a slender, athletic physical frame", dated,"1898, Gertrude Atherton, The Valiant Runaways He was big and clean-limbed and sinewy, with small cunning eyes, a resolute mouth and chin, and an air of perfect fearlessness. Roldan warmed to him, and looked with admiration and envy at the muscles on his splendid limbs. 1921, Munsey's magazine: Volume 71 He was one of those clean-cut and clean-limbed men that young girls like to dream about frank, honest, and with a keen sense of humor for a man.",False,False,False,False
35173,clean coal,Noun,"anthracite (a cleaner burning variety of coal, which is usually hard and bluish, with fewer impurities; making it acceptable for uses needing cleaner coal)", dated,,False,False,False,False
35174,clean coal,Noun,"coke (a coked version of coal, that has been cleaned of many of its impurities, making it acceptable for use in steel-making and other uses needing cleaner coal)", dated,,False,False,False,False
35611,cleek,Noun,"A metal-headed golf club with little loft, equivalent to a one or two iron in a modern set of clubs"," golf, dated","1924, Ford Madox Ford, Some Do Not..., Penguin 2012 (Parade's End), p. 58: He had begun at four, playing with a miniature cleek and a found shilling ball over the municipal links.",False,False,False,False
35780,clergyable,Adjective,"Entitled to, or admitting, the benefit of clergy", dated,a clergyable felony (Can we find and add a quotation of Blackstone to this entry?),False,False,False,False
35840,clerkess,Noun,A female clerk., dated,,False,False,False,False
35905,clever,Adjective,Good-natured; obliging.," US, dated",,False,False,False,False
36005,click,Verb,To tick," dated, intransitive",Goldsmith the varnished clock that clicked behind the door,False,False,False,False
36090,clicko,Adjective,Extremely good or successful.," dated, entertainment",,False,False,False,False
36091,clicko,Noun,An extremely successful production; a hit.," dated, entertainment",,False,False,False,False
36146,clientelage,Noun,clientele; customers or patrons, dated,,False,False,False,False
36585,clink,Verb,To rhyme.," humorous, dated",,False,False,False,False
37117,clocker,Noun,A clucking hen.," Scotland, dated",,False,False,False,False
37523,close,Adjective,Difficult to obtain, dated,Money is close. (Can we find and add a quotation of Bartlett to this entry?),False,False,False,False
37524,close,Adjective,Parsimonious; stingy, dated,"1820, John Keats, Isabella; or, The Pot of Basil. A Story from Boccaccio., in Lamia, Isabella, the Eve of St. Agnes, and Other Poems, London: Printed [by Thomas Davison] for Taylor and Hessey,[], OCLC 927360557, stanza XVII, page 57:Yet were these Florentines as self-retired / In hungry pride and gainful cowardice, / As two close Hebrews in that land inspired, / Paled in and vineyarded from beggar-spies; [...] 1837, Nathaniel Hawthorne, Twice-Told Tales, Volume I: ""Mr. Higginbotham's Catastrophe"": [...] he was a crusty old fellow, as close as a vice. 1852-1853, Charles Dickens, Bleak House Though a hard-grained man, close, dry, and silent, he can enjoy old wine with the best. He has a priceless bin of port in some artful cellar under the Fields, which is one of his many secrets.",False,False,False,False
37877,cloth-eared,Adjective,"Not hearing clearly, or failing to pay attention."," Britain, dated, informal, derogatory",,False,False,False,False
37878,cloth-ears,Noun,A person who cannot hear clearly or who fails to pay attention to what is said.," Britain, dated, informal, derogatory",,False,False,False,False
38253,clout,Noun,A swaddling cloth," regional, dated","1851, Herman Melville, Moby Dick, Chapter 12:When a new-hatched savage running wild about his native woodlands in a grass clout, followed by the nibbling goats, as if he were a green sapling; even then, in Queequegs ambitious soul, lurked a strong desire to see something more of Christendom than a specimen whaler or two.",False,False,False,False
38568,clubman,Noun,A man who attends a social club, dated,"1903, H G Wells, The Truth about Pyecraft The fattest clubman in London. He sits at one of the little club tables in the huge bay by the fire, stuffing.",False,False,False,False
38571,clubmaster,Noun,The proprietor of a social club., dated,,False,False,False,False
38596,clubwoman,Noun,A woman who is a member of a club., dated,,False,False,False,False
38750,clunk,Noun,"The sound of liquid coming out of a bottle, etc.; a glucking sound.", dated,,False,False,False,False
39153,co-ed,Noun,A young woman who attends college," US, dated, informal","1980, Dan Millman, Way of the Peaceful Warrior:I gazed wistfully at the pretty coeds. 1968, Evan Esar, 20,000 Quips and Quotes:To many a student the most appealing subject in college is a coed. A coed is usually less interested in what she gets out of college than whom.",False,False,False,False
39154,co-ed,Noun,"A (generally young) woman, especially on the campus of a college or other educational institute"," US, dated, informal","1959, The Michigan Technic, ""The Coed"":1959: A coed is exotic with mascara on her eye lashes, demureness in a sweater, and 'the future homemaker' with a can opener.",False,False,False,False
39540,coachy,Adjective,Of a horse: more suited to drawing a coach than to racing, dated,"1868, The New Sporting Magazine (volume 56, page 236) As a yearling, when Mr. Rowlands bid 900 guineas for Viscount, we thought him rather coachy; but he has framed with age into a nice, useful colt, and looks stones lighter than he did at the Derby.",False,False,False,False
39733,coaita,Noun,"Any of certain South American monkeys of the genus Ateles, especially Ateles paniscus", dated,"1830, Unnamed translator, Georges Louis Leclerc, The Natural History of Quadrupeds, [17491804, Histoire Naturelle, gnrale et particulire, avec la description du Cabinet du Roi], Volume 3, page 338, All these facts, even the worms in the intestines, correspond with our coaitas. [] It is obvious, therefore, that the exquima of Marcgrave is a sapajou of the same species, or, at least, of a species very nearly allied to that of the coaita. 1866, The Boys' Journal, Volume 6, page 36, Even the coaita, screened by the intervention of the bodies, had, for the time, ceased to utter its cries of alarm. 1896, Henry Ogg Forbes, A Hand-book to the Primates[1], volume 1, page 230:The flesh of the Coaitas is much esteemed by the natives in this part of the country [] .",False,False,False,False
39761,coal-whipper,Noun,One who raises coal out of the hold of a ship," Britain, dated","Charles Dickens, Great Expectations [W]e were in among the tiers of shipping [] [H]ere, were colliers by the score and score, with the coal-whippers plunging off stages on deck, as counterweights to measures of coal swinging up, which were then rattled over the side into barges []",False,False,False,False
40161,coastguardman,Noun,A coastguard., dated,,False,False,False,False
40859,cock,Noun,A chief man; a leader or master," dated, humorous","Addison Sir Andrew is the cock of the club, since he left us.",False,False,False,False
40869,cock,Verb,"To turn (the eye) obliquely and partially close its lid, as an expression of derision or insinuation."," intransitive, dated",,False,False,False,False
40870,cock,Verb,"To strut; to swagger; to look big, pert, or menacing"," intransitive, dated",(Can we find and add a quotation of Addison to this entry?),False,False,False,False
40964,cockabondy,Noun,An angler's artificial fly.," fishing, dated",,False,False,False,False
40986,cockamamie,Noun,"A decal, a design that can be transferred to a surface"," US, chiefly dated","1934, Henry Roth, Call It Sleep, 1976, page 367, ""If it wuz a nickel,"" said one broody voice between the gratings, ""I could buy fuh two cends cockamamies an' pud em on mine hull arm. An' den fuh t'ree cends I'll go to duh movies."" ""Yuh c'n buy fuh t'ree cends cockamamies."" Izzy crisply revised the dream. 1987, Verbatim, Volumes 14-15, page 24, As a youngster in The Bronx in the early 1930s, I would occasionally take my windfall of a few pennies to the local candy store and buy a strip of cockamamies, 'comic-style cartoons in brilliant colors, each about an inch by an inch and a half, transferable to forearm or forehead by wetting', preferably with saliva to make things agreeably messy. 2000, Lillian Bressman, Tales of Mama and Other Reminiscences[1], page 201:Lo and behold, in full color there was a photograph of an old glass-paned hanging cupboard with clusters of strawberry, cherry, green grape and apple cockamamies pasted in the center of each pane. 2011, Prospero Shimon, Autobiography of a Repaired Physician, unnumbered page, She bought Japanese furniture in 1943 when everyone hated the Japanese. Goldfarb's furniture store on Pitkin Avenue could hardly give the stuff away. Evelyn had cockamamiesdecorative plastic adhesives all over the walls.",False,False,False,False
41055,cocker,Noun,One who hunts woodcocks, dated,"(colloquial) A cocker spaniel, either of two breeds of dogs originally bred for hunting woodcocks.",False,False,False,False
41076,cocket writer,Noun,an official in the bond office whose duties included collecting duty on imported goods and issuing the relevant documentation.," Britain, dated",,False,False,False,False
42169,coelenterate,Noun,"Any simple aquatic animal formerly considered to belong to the phylum Coelenterata, now divided into the cnidarians and ctenophores."," zoology, dated",,False,False,False,False
42630,coffee room,Noun,A room in a hotel where refreshments are served., dated,,False,False,False,False
42667,coffeeman,Noun,A man who keeps a coffeehouse, dated,"1615, George Sandys, A Relation of a Iourney begun An: Dom: 1610, I66 ...many of the Coffamen keeping beaytifull boyes, who erue as tales to procure them cutomers.",False,False,False,False
42911,cognate,Noun,One who is related to another on the female side.," law, dated",,False,False,False,False
42912,cognate,Noun,"One who is related to another, both having descended from a common ancestor through legal marriages."," law, dated",,False,False,False,False
43229,cohobation,Noun,The boiling of a material in a liquid with the repeated return of the distillate; the concentrated distilate so formed," dated, chemistry",,False,False,False,False
