Unnamed: 0,term,pos,definition,domain,supplementary_info,obsolete,slang,dated,rare,vulgar,offensive,slur,astrology,mythology,jargon,euphemistic,informal,humorous,literary,literature,childish,folklore,colloquial,nonstandard,theology,abbreviation,abbreviation_for_term,plural,plural_for_term,misspelling,misspelling_for_term,acronym,acronym_for_term,synonym,synonym_for_term,antonym,antonym_for_term,attribute,property,process,matter,role,measure,units,body
26056,hoplology,Noun,"The study of the methods, behaviour, and technology involved in human combat, particularly weapons and armour",True,"1891, Anonymous, ""Wandsworth: The Sword House"", Notes and Queries, 7 March 1891: Some students of hoplology, the science of l'arme blanche (the sword), in the neighbourhood of my residence have entreated me to invoke the invaluable aid of 'N. Q.' in matters of archology to endeavour to trace the missing weapons. 1987, Paul Nurse, ""Pankration: The Bloody, Brutal Art of Ancient Greece"", Black Belt, September 1987: It has often been a public misconception that the words ""martial arts"" refer to something exclusively Asian in nature. But history and hoplology (the science of weaponry and related combative systems) tell us that no race on the face of the earth has ever lacked for fighting techniques, [] 2008, T. J. Desch Obi, Fighting for Honor: The History of African Martial Arts in the Atlantic World, University of South Carolina Press (2008), ISBN, page 61: In his seminal work that made him the doyen of modern hoplology, Sir Richard Burton traces the spread of various arms and armaments of the world to ancient Egypt.",False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,,False,,False,,False,,False,,False,False,False,False,False,False,False,False
26633,horology,Noun,"The study of time, and the art, science and technology of timekeeping and timekeepers (such as clocks, watches and sundials).",True,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,,False,,False,,False,,False,,False,False,False,False,False,False,False,False
29839,human-computer interaction,Noun,The study of interaction between people and computers.,True,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,,False,,False,,False,,False,,False,False,False,False,False,False,False,False
29876,human geography,Noun,The branch of geography that studies the relationships between the physical environment and the activities of humans.,True,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,,False,,False,,False,,False,,False,False,False,False,False,False,False,False
29964,humanism,Noun,The study of the humanities or the liberal arts; literary (especially classical) scholarship,True,[from 19th c.],False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,,False,,False,,False,,False,,False,False,False,False,False,False,False,False
32033,hydrobiology,Noun,The study of the biology of the organisms that inhabit bodies of water.,True,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,,False,,False,,False,,False,,False,False,False,False,False,False,False,False
32163,hydroclimatology,Noun,The study of hydroclimate.,True,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,,False,,False,,False,,False,,False,False,False,False,False,False,False,False
32286,hydroecology,Noun,The study of support systems in wetlands such as the interactions between water and wildlife habitats,True,"1954, M. Zohary and G. Orshan, Ecological Studies in the Vegetation of the Near Eastern Deserts V. The Zygophylletum dumosi and Its Hydroecology in the Negev of Israel, in Vegetatio, volume 5/6, number 1, title, page 340:Ecological Studies in the Vegetation of the Near Eastern Deserts V. The Zygophylletum dumosi and Its Hydroecology in the Negev of Israel 1984, Gy. Bodrogkzy, Hydroecology of the grass-associations found at the dams along the Upper-Tisza, in Tiscia, volume XIX, title, page 89:Hydroecology of the grass-associations found at the dams along the Upper-Tisza 1991 December 1, Franois Guerrin, Qualitative reasoning about an ecological process: interpretation in hydroecology, in Ecological Modelling, volume 59, number 3-4, page 165:These capabilities are illustrated by examples from an application enabling the interpretation of data in hydroecology.",False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,,False,,False,,False,,False,,False,False,False,False,False,False,False,False
32533,hydrogeomorphology,Noun,The study of landforms created or modified by water,True,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,,False,,False,,False,,False,,False,False,False,False,False,False,False,False
32581,hydroinformatics,Noun,The branch of computer science dealing with water management,True,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,,False,,False,,False,,False,,False,False,False,False,False,False,False,False
32598,hydrokinetics,Noun,The branch of physics concerned with the movement of fluids,True,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,,False,,False,,False,,False,,False,False,False,False,False,False,False,False
32636,hydrology,Noun,"The science of the properties, distribution, and effects of water on a planet's surface, in the soil and underlying rocks, and in the atmosphere",True,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,,False,,False,,False,,False,,False,False,False,False,False,False,False,False
32723,hydrometeorology,Noun,"The branch of meteorology that studies the occurrence, movement and changes of state of water in the atmosphere.",True,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,,False,,False,,False,,False,,False,False,False,False,False,False,False,False
32741,hydrometry,Noun,"The branch of hydrostatics dealing with the measurement of specific gravity using hydrometers 2007, Benaiah Yongo-Bure, Economic Development of Southern Sudan, page 90:A thorough understanding of the hydrometry and meteorology of the South is a long-term goal, and immediate steps must be taken to achieve it.",True,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,,False,,False,,False,,False,,False,False,False,False,False,False,False,False
32774,hydronautics,Noun,"The science of the design and construction of ships, their engines, and their instrumentation",True,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,,False,,False,,False,,False,,False,False,False,False,False,False,False,False
32816,hydropedology,Noun,The study of the connections between the hydrosphere and the pedosphere.,True,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,,False,,False,,False,,False,,False,False,False,False,False,False,False,False
32921,hydrophytology,Noun,The branch of botany that deals with water plants.,True,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,,False,,False,,False,,False,,False,False,False,False,False,False,False,False
33622,hygiene,Noun,"The science of health, its promotion and preservation.",True,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,,False,,False,,False,,False,,False,False,False,False,False,False,False,False
33632,hygienics,Noun,The science of hygiene,True,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,,False,,False,,False,,False,,False,False,False,False,False,False,False,False
33636,hygiology,Noun,The science of the preservation of health.,True,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,,False,,False,,False,,False,,False,False,False,False,False,False,False,False
33728,hyletics,Noun,The study of matter or raw impressions of an intentional act; the abstraction from the form.,True,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,,False,,False,,False,,False,,False,False,False,False,False,False,False,False
33906,hymnology,Noun,The study of hymns; hymnody.,True,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,,False,,False,,False,,False,,False,False,False,False,False,False,False,False
625,Japanology,Noun,"The study of Japan, its language, culture and history",True,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,,False,,False,,False,,False,,False,False,False,False,False,False,False,False
1846,Hispanism,Noun,The study of the Spanish language or culture.,True,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,,False,,False,,False,,False,,False,False,False,False,False,False,False,False
1855,Hispanomedievalism,Noun,The study of medieval Spain.,True,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,,False,,False,,False,,False,,False,False,False,False,False,False,False,False
1896,Hittitology,Noun,The study of Hittites and their language and culture.,True,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,,False,,False,,False,,False,,False,False,False,False,False,False,False,False
1154,earthquake engineering,Noun,The study of the behavior of buildings and structures subject to seismic loading,True,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,,False,,False,,False,,False,,False,False,False,False,False,False,False,False
1978,ecclesiology,Noun,"The branch of theology concerned with the doctrines, role etc",True,of a church.,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,,False,,False,,False,,False,,False,False,False,False,False,False,False,False
1979,ecclesiology,Noun,The science of building and decorating churches.,True,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,,False,,False,,False,,False,,False,False,False,False,False,False,False,False
2614,ecoepidemiology,Noun,The study of ecological effects on health,True,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,,False,,False,,False,,False,,False,False,False,False,False,False,False,False
2640,ecogenetics,Noun,The branch of genetics that studies the influence of hereditary factors on the response of organisms to their environment,True,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,,False,,False,,False,,False,,False,False,False,False,False,False,False,False
2648,ecogeography,Noun,"The study of environmental effects on the distribution of living things 2002, V.K",True,"Prabhakar, Encyclopaedia of Environmental Pollution and Awareness in the 21st Century[1], ISBN, page 50:Another aspect of ecogeography is seen in the dispersal or spacing of fauna as a result of multiple interactions between the individual and the environment.",False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,,False,,False,,False,,False,,False,False,False,False,False,False,False,False
2650,ecogeomorphology,Noun,The study of the relationships between ecology and geomorphology,True,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,,False,,False,,False,,False,,False,False,False,False,False,False,False,False
2673,ecohydrology,Noun,The study of the ecological processes associated with hydrology,True,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,,False,,False,,False,,False,,False,False,False,False,False,False,False,False
2710,ecology,Noun,The branch of biology dealing with the relationships of organisms with their environment and with each other,True,"1949 - Bruce Kiskaddon, George R. Stewart Earth Abides As a graduate student, he was working on a thesis: The Ecology of the Black Creek Area. He had to investigate the relationships, past and present, of men and plants and animals in this region. 2012 January 1, Robert M. Pringle, How to Be Manipulative, in American Scientist[1], volume 100, number 1, page 31:As in much of biology, the most satisfying truths in ecology derive from manipulative experimentation. Tinker with nature and quantify how it responds.",False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,,False,,False,,False,,False,,False,False,False,False,False,False,False,False
2719,ecometabolomics,Noun,"The branch of metabolomics that studies the ecological effects on the metabolites of an organism 2015 May 29, Hyo Jeong Kim et al., Ecotoxicogenomic Approaches for Understanding Molecular Mechanisms of Environmental Chemical Toxicity Using Aquatic Invertebrate, Daphnia Model Organism, in International Journal of Molecular Sciences[1], volume 16, DOI:10.3390/ijms160612261:Similar to proteomics, the majority of ecometabolomics studies have focused on demonstrating that distinct metabolic profiles are observed for organisms exposed to different types of chemical stressors either in the laboratory or in the field [ 40 ].",True,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,,False,,False,,False,,False,,False,False,False,False,False,False,False,False
2739,ecomorphology,Noun,The study of the effect of environment on the morphology of organisms; the morphology of an organism that has been affected by its environment,True,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,,False,,False,,False,,False,,False,False,False,False,False,False,False,False
2750,ecomusicology,Noun,"The study of music, culture, and nature, related to ecology and the natural environment",True,A mixture of the fields of ecocriticism and musicology.,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,,False,,False,,False,,False,,False,False,False,False,False,False,False,False
2772,econometrics,Noun,The branch of economics that applies statistical methods to the empirical study of economic theories and relationships,True,"For quotations of use of this term, see Citations:econometrics.",False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,,False,,False,,False,,False,,False,False,False,False,False,False,False,False
2823,economicology,Noun,The study of the interrelationship between economics and ecology,True,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,,False,,False,,False,,False,,False,False,False,False,False,False,False,False
2824,economics,Noun,"The study of resource allocation, distribution and consumption; of capital and investment; and of management of the factors of production",True,"2013 August 3, Boundary problems, in The Economist, volume 408, number 8847:Economics is a messy discipline: too fluid to be a science, too rigorous to be an art. Perhaps it is fitting that economists most-used metric, gross domestic product (GDP), is a tangle too.",False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,,False,,False,,False,,False,,False,False,False,False,False,False,False,False
2855,economy,Noun,"The study of money, currency and trade, and the efficient use of resources.",True,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,,False,,False,,False,,False,,False,False,False,False,False,False,False,False
2877,econophysics,Noun,"The study of economics using the techniques of physics 2009 September 13, Steve Lohr, Wall Streets Math Wizards Forgot a Few Variables, in New York Times[1]:Instead, Mr",True,"Farmer, a professor at the interdisciplinary Sante Fe Institute, is doing research on models of markets, institutions and their complex interactions, applying a hybrid discipline called econophysics.",False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,,False,,False,,False,,False,,False,False,False,False,False,False,False,False
2916,ecophysiology,Noun,"The study of the relationships between, and adaptation of, the physiology of an organism and its environment",True,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,,False,,False,,False,,False,,False,False,False,False,False,False,False,False
3058,ecotoxicogenomics,Noun,"The study of the effects of ecology together with toxins on the genetic material of organisms 2015 May 29, Hyo Jeong Kim et al., Ecotoxicogenomic Approaches for Understanding Molecular Mechanisms of Environmental Chemical Toxicity Using Aquatic Invertebrate, Daphnia Model Organism, in International Journal of Molecular Sciences[1], volume 16, DOI:10.3390/ijms160612261:To date, Daphnia and fish, particularly zebrafish and fathead minnow, appear to be the most common model organisms for ecotoxicogenomics studies employing DNA microarrays.",True,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,,False,,False,,False,,False,,False,False,False,False,False,False,False,False
4309,effectoromics,Noun,The study of effectoromes,True,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,,False,,False,,False,,False,,False,False,False,False,False,False,False,False
5299,eidetics,Noun,The study of eidetic reduction.,True,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,,False,,False,,False,,False,,False,False,False,False,False,False,False,False
5308,eidology,Noun,The study of mental imagery,True,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,,False,,False,,False,,False,,False,False,False,False,False,False,False,False
6135,elastodynamics,Noun,The study of waves in an elastic material.,True,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,,False,,False,,False,,False,,False,False,False,False,False,False,False,False
6139,elastofluidics,Noun,The branch of engineering and technology that is concerned with the construction of devices that use the ability of elastic fluids to flow and deform under pressure,True,"2014 April 15, Sridhar Kota, Shape-Shifting Things to Come, in Scientific American, volume 310:Our research on elastofluidics is still in its infancy.",False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,,False,,False,,False,,False,,False,False,False,False,False,False,False,False
6613,electrical engineering,Noun,"the branch of engineering that deals with the technology of electricity, especially the design and application of circuitry and equipment for power generation and distribution, machine control, and communications Synonym: electroengineering (rare)",True,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,,False,,False,,False,,False,,False,False,False,False,False,False,False,False
6640,electricity,Noun,The study of electrical phenomena; the branch of science dealing with such phenomena,True,[from 18th c.],False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,,False,,False,,False,,False,,False,False,False,False,False,False,False,False
6717,electroacoustics,Noun,the science of the interaction and interconversion of electric and acoustic phenomena,True,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,,False,,False,,False,,False,,False,False,False,False,False,False,False,False
6764,electrobiology,Noun,The study of the production and use of electricity by biological organisms.,True,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,,False,,False,,False,,False,,False,False,False,False,False,False,False,False
6789,electrocardiography,Noun,the science of the preparation and diagnostic interpretation of electrocardiograms,True,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,,False,,False,,False,,False,,False,False,False,False,False,False,False,False
6791,electrocardiology,Noun,The study of the electrical activity of the heart,True,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,,False,,False,,False,,False,,False,False,False,False,False,False,False,False
6842,electrochemistry,Noun,"The science of the chemistry associated with the flow of electricity, especially at the surface of an electrode.",True,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,,False,,False,,False,,False,,False,False,False,False,False,False,False,False
7157,electrohydrodynamics,Noun,the study of the dynamics of electrically conducting fluid,True,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,,False,,False,,False,,False,,False,False,False,False,False,False,False,False
7276,electromagnetohydrodynamics,Noun,The study of the interaction of electric and magnetic fields with electrically conducting or magnetic fluids.,True,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,,False,,False,,False,,False,,False,False,False,False,False,False,False,False
7315,electromicrobiology,Noun,The study of extracellular electric currents in microbes,True,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,,False,,False,,False,,False,,False,False,False,False,False,False,False,False
7536,electrooptics,Noun,The study of the effects of an electric field on the optical properties of a material,True,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,,False,,False,,False,,False,,False,False,False,False,False,False,False,False
7631,electrophysiology,Noun,the branch of physiology that studies the electrical activity of organisms,True,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,,False,,False,,False,,False,,False,False,False,False,False,False,False,False
7740,electrorheology,Noun,The study of the effects of electric fields on the rheological properties of materials,True,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,,False,,False,,False,,False,,False,False,False,False,False,False,False,False
7815,electrostatics,Noun,"the branch of physics that deals with static electricity; that is, with the force exerted by an unchanging electric field upon a charged object",True,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,,False,,False,,False,,False,,False,False,False,False,False,False,False,False
10196,emergency medicine,Noun,"The branch of medicine that deals with the diagnosis and treatment of trauma, injuries and other sudden illnesses",True,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,,False,,False,,False,,False,,False,False,False,False,False,False,False,False
10307,emetology,Noun,"The study of the causes of emesis, i.e., vomiting, usually sub-specialities of gastroenterology or neurology.",True,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,,False,,False,,False,,False,,False,False,False,False,False,False,False,False
13186,endocrinology,Noun,"The study of the endocrine glands of the human body, the hormones produced by them, and their related disorders",True,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,,False,,False,,False,,False,,False,False,False,False,False,False,False,False
13254,endodontics,Noun,The branch of dentistry dealing with the dental pulp and root,True,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,,False,,False,,False,,False,,False,False,False,False,False,False,False,False
13263,endodontology,Noun,The study of endodontics.,True,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,,False,,False,,False,,False,,False,False,False,False,False,False,False,False
14302,energetics,Noun,The branch of physics that studies the flow and transformation of energy,True,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,,False,,False,,False,,False,,False,False,False,False,False,False,False,False
15172,enigmatology,Noun,the study of puzzles,True,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,,False,,False,,False,,False,,False,False,False,False,False,False,False,False
16605,enterology,Noun,The study of the intestines.,True,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,,False,,False,,False,,False,,False,False,False,False,False,False,False,False
17173,entomotomy,Noun,The science of dissecting insects.,True,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,,False,,False,,False,,False,,False,False,False,False,False,False,False,False
17443,entropology,Noun,The study of human actions that lead to the disintegration and increasing disorder of highly evolved social systems,True,"1974, Ino Rossi -, The unconscious in culture:Surely under such inclusive circumstances, the erstwhile frightening prospect of a grimly reductive ""entropology"" (Levi-Strauss, 1955:397) seems far less ominous. 2003, Wes Sharrock, John A Hughes, Peter J. Martin, Understanding Modern Sociology, ISBN:Thus, anthropology is 'entropology', the science of the running down of things. 2009, Terry S. Turner, The crisis of late structuralism. Perspectivism and animism: rethinking culture, nature, spirit, and bodiliness, in Tipit: Journal of the Society for the Anthropology of Lowland South America, volume 7, number 1, page 10:Both of these approaches began by challenging Lvi-Strauss's central conception of the relation of nature and culture, and of its role as the frame of his vision of anthropology as entropology, the reduction of culture to the status of an epiphenomenon of nature.",False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,,False,,False,,False,,False,,False,False,False,False,False,False,False,False
17759,environmental ethics,Noun,"The branch of ethics that examines questions of moral right and wrong relating to the management, protection, or endangerment of the natural environment.",True,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,,False,,False,,False,,False,,False,False,False,False,False,False,False,False
17967,enzymology,Noun,The branch of science that studies enzymes.,True,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,,False,,False,,False,,False,,False,False,False,False,False,False,False,False
18241,ephebiatrics,Noun,The branch of medicine that deals with the treatment of adolescents,True,Synonym: hebiatrics,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,,False,,False,,False,,False,,False,False,False,False,False,False,False,False
18666,epidemiology,Noun,"The branch of a science dealing with the spread and control of diseases, viruses, concepts etc",True,throughout populations or systems.,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,,False,,False,,False,,False,,False,False,False,False,False,False,False,False
18818,epigenetics,Noun,"The study of the processes involved in the genetic development of an organism, especially the activation and deactivation of genes",True,"2010 November 6, Sins of the Fathers, in New Scientist:Epigenetics deals with the regulation of genetic activity within a cell - which genes are switched on or off, and when it happens.",False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,,False,,False,,False,,False,,False,False,False,False,False,False,False,False
18819,epigenetics,Noun,The study of heritable changes caused by the activation and deactivation of genes without any change in DNA sequence.,True,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,,False,,False,,False,,False,,False,False,False,False,False,False,False,False
18830,epigenomics,Noun,The study of the effects of chromatin structure on the function of the included genes,True,"2008 March, V. S. Gomase; S. Tagore, Epigenomics, in Current Drug Metabolism[1]:'Epigenomics' can be termed as the study of the effects of chromatin structure, including the higher order of chromatin folding and attachment to the nuclear matrix, packaging of DNA around nucleosomes, covalent modifications of histone tails and DNA methylation.",False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,,False,,False,,False,,False,,False,False,False,False,False,False,False,False
18985,epileptology,Noun,The branch of neurology concerned with epilepsy,True,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,,False,,False,,False,,False,,False,False,False,False,False,False,False,False
19513,epistemology,Noun,"The branch of philosophy dealing with the study of knowledge; theory of knowledge, asking such questions as ""What is knowledge?"", ""How is knowledge acquired?"", ""What do people know?"", ""How do we know what we know?""",True,"Some thinkers take the view that, beginning with the work of Descartes, epistemology began to replace metaphysics as the most important area of philosophy. 2014 April 12, Michael Inwood, Martin Heidegger: the philosopher who fell for Hitler [print version: Hitler's philosopher], in The Daily Telegraph (Review)[1], London, page R10:[P]hilosophers of the time [early 20th century] were primarily concerned with epistemology and the foundations of the sciences; they often spoke as if we were separated from the real world by a screen of ""representations"" or ""sense-data""; they tended to regard our approach to the world as one of disinterested observation.",False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,,False,,False,,False,,False,,False,False,False,False,False,False,False,False
19859,epizootiology,Noun,The study of the dynamics and epidemiology of animal diseases,True,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,,False,,False,,False,,False,,False,False,False,False,False,False,False,False
20063,epsilonics,Noun,The study of error in mathematical approximations.,True,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,,False,,False,,False,,False,,False,False,False,False,False,False,False,False
21107,ergodic theory,Noun,The study of the properties of dynamic systems over large timescales.,True,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,,False,,False,,False,,False,,False,False,False,False,False,False,False,False
21125,ergology,Noun,"The study of the psychological effects of work, or of work patterns; especially the causes of work-related stress (job stress).",True,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,,False,,False,,False,,False,,False,False,False,False,False,False,False,False
21146,ergonomics,Noun,"The science of the design of equipment, especially so as to reduce operator fatigue, discomfort and injury",True,"[from c. 1950.] Ergonomics is increasingly important in office-product design. 1990, Ergonomic Aspects of Computer Use, in Allen Kent and James G. Williams, editors, Encyclopedia of Microcomputers, volume 6 (Electronic Dictionaries in Machine Translation to Evaluation of Software: Microsoft Word Version 4.0), New York, N.Y.: Marcel Dekker, ISBN, page 325:Ergonomics, deriving from the Greek word ""ergon"" work is now mainly considered to mean ""the science of designing machines and environments that are most suited to the efficiency, comfort, safety and peace of mind of those working with them"" (see Armbruster, 1983). [] Ergonomics goes beyond the prevention of health hazards, it aims to optimize the coexistence between people and technology within the working environment. [] In the broad sense of the word, ergonomics includes all the physical, social, and psychological aspects of work and workplace design. 1993, Carlos C. Lorenzana, The Quality of Work Life, in Management Theory and Practice, Manila, Philippines: Rex Book Store, published May 1998, ISBN, pages 117118:Experts now contend that problems at work low productivity, health hazards, accidents, high turn over may well have their genesis in the work environment the result of ignorance of ergonomics. The essence of ergonomics is to design or redesign the work and the work environment to fit people. It aims to ensure that work procedures, tools, equipment and environment are safe, efficient and comfortable by applying engineering, physiological, psychological and anatomical knowledge. 2012, Vivek D[attaray] Bhise, Introduction to Automotive Ergonomics, in Ergonomics in the Automotive Design Process, Boca Raton, Fla.: CRC Press, ISBN, page 4:After the fuel economy crisis of the 1970s, the U.S. automotive industry began placing more emphasis on both the aerodynamics and ergonomics fields to satisfy customers' energy-saving and comfort/convenience needs. [] Ergonomics involves ""fitting the equipment to the people (or users)."" This means the equipment should be designed such that people (population of users) can fit comfortably (naturally) within the equipment and they can use the equipment without any awkward body postures, movements, or errors.",False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,,False,,False,,False,,False,,False,False,False,False,False,False,False,False
21482,erotology,Noun,The study of sexual stimuli and behaviour.,True,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,,False,,False,,False,,False,,False,False,False,False,False,False,False,False
22263,eschatology,Noun,"The study of the end times the end of the world, notably in Christian and Islamic theology, the second coming of Christ, the Apocalypse or the Last Judgment.",True,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,,False,,False,,False,,False,,False,False,False,False,False,False,False,False
