Unnamed: 0,term,pos,definition,domain,supplementary_info,obsolete,slang,dated,rare,vulgar,offensive,slur,astrology,mythology,jargon,euphemistic,informal,humorous,literary,literature,childish,folklore,colloquial,nonstandard,theology,abbreviation,abbreviation_for_term,plural,plural_for_term,misspelling,misspelling_for_term,acronym,acronym_for_term,synonym,synonym_for_term,antonym,antonym_for_term,attribute,property,process,matter,role,measure,units,body,domain2,attributive_form,attributive_form_for_term,main_noun_nltk,main_noun_maria,0,1,2,3,4,5,6,7,8,9,0.1,1.1,2.1,3.1,4.1,5.1,6.1,7.1,8.1,9.1,0,1,2,3,4,5,6,7,8,9,10,11,12,13,10.1,11.1,12.1,13.1,10,11,12,13,14,15,16,17
44141,drama,Noun,"A situation in real life that has the characteristics of such a theatrical play 2018 July 8, Euan McKirdy Hilary Whiteman, Thai cave rescue: Divers enter cave to free boys, in edition.cnn.com[1], CNN, retrieved 2018-07-08:Thais have been gripped by the two-week drama unfolding at the Tham Luang cave system, and took to social media Sunday as rescue efforts unfolded.",,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,,False,,False,,False,,False,,True,False,False,False,False,False,False,False,False,False,,situation,,situation,,,,,,,,,,situation,,,,,,,,,,situation,,,,,,,,,,,,,,,,,,,,,,,,,
44427,draw,Noun,A situation in which one or more players has four cards of the same suit or four out of five necessary cards for a straight and requires a further card to make their flush or straight, poker,"(Can we date this quote?), Ryan Wiseman, Earn $30,000 Per Month Playing Online Poker: A Step-By-Step Guide to Single, page 82:The player to your left immediately raises you the minimum by clicking the raise button. This action immediately suggests that he's on a draw",False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,,False,,False,,False,,False,,True,False,False,False,False,False,False,False,False,False,,situation,,situation,,,,,,,,,,situation,,,,,,,,,,situation,,,,,,,,,,,,,,,,,,,,,,,,,
46314,droop,Noun,a condition or posture of drooping He walked with a discouraged droop.,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,,False,,False,,False,,False,,True,False,False,False,False,False,False,False,False,False,,condition or posture,,condition,or,posture,,,,,,,,condition,or,posture,,,,,,,,condition,or,posture,,,,,,,,,,,,,,,,,,,,,,,
46315,droopage,Noun,A condition caused by drooping,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,,False,,False,,False,,False,,True,False,False,False,False,False,False,False,False,False,,condition,,condition,,,,,,,,,,condition,,,,,,,,,,condition,,,,,,,,,,,,,,,,,,,,,,,,,
47271,drunk,Noun,A drunken state,,"2006, Patrick McCabe, Winterwood, Bloomsbury 2007, p. 10: Here help yourself to another drop there, Redmond! By the time we've got a good drunk on us there'll be more crack in this valley than the night I pissed on the electric fence!",False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,,False,,False,,False,,False,,True,False,False,False,False,False,False,False,False,False,,state,,state,,,,,,,,,,state,,,,,,,,,,state,,,,,,,,,,,,,,,,,,,,,,,,,
47497,dry eye syndrome,Noun,"The condition of having dry eyes, to which other associated symptoms may include irritation, redness, discharge, and easily fatigued eyes.", pathology,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,,False,,False,,False,,False,,True,False,False,False,False,False,False,False,False,False,,condition,,condition,,,,,,,,,,condition,,,,,,,,,,condition,,,,,,,,,,,,,,,,,,,,,,,,,
47835,dual mandate,Noun,"The situation where a person has been elected to two different bodies with different competencies, for example being a member of both a national legislature, and of a local authority.",,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,,False,,False,,False,,False,,True,False,False,False,False,False,False,False,False,False,,situation,,situation,,,,,,,,,,situation,,,,,,,,,,situation,,,,,,,,,,,,,,,,,,,,,,,,,
48779,dullsville,Noun,A state or condition of boredom or disinterest,,"With his monotonous routine, he lives in dullsville.",False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,,False,,False,,False,,False,,True,False,False,False,False,False,False,False,False,False,,state or condition,,state,or,condition,,,,,,,,state,or,condition,,,,,,,,state,or,condition,,,,,,,,,,,,,,,,,,,,,,,
49109,dump,Noun,"A sad, gloomy state of the mind; sadness; melancholy; despondency c", usually in the plural,"1594, William Shakespeare, Romeo and Juliet, Act IV, Scene 5,[2] [] doleful dumps the mind oppress [] 1679, John Bunyan, The Pilgrims Progress, London: J. Clarke, 1743, p.26,[3] [] I was musing in the midst of my dumps [] 1684, Samuel Butler, Hudibras, London, Part 2, Canto I, p.228,[4] March slowly on in solemn dump []",False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,,False,,False,,False,,False,,True,False,False,False,False,False,False,False,False,False,,state,,state,,,,,,,,,,state,,,,,,,,,,state,,,,,,,,,,,,,,,,,,,,,,,,,
49181,dumping syndrome,Noun,"The situation where food, especially sugar, moves too fast from the stomach to the duodenum, typically arising after gastric or esophageal surgery.",,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,,False,,False,,False,,False,,True,False,False,False,False,False,False,False,False,False,,situation,,situation,,,,,,,,,,situation,,,,,,,,,,situation,,,,,,,,,,,,,,,,,,,,,,,,,
49675,duopoly,Noun,A market situation in which two companies exclusively provide a particular product or service., economics,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,,False,,False,,False,,False,,True,False,False,False,False,False,False,False,False,False,,market situation,,market,situation,,,,,,,,,market,situation,,,,,,,,,market,situation,,,,,,,,,,,,,,,,,,,,,,,,
49677,duopoly,Noun,Situation in which two or more TV or radio-stations in the same city or community share common ownership.," broadcasting, by extension",,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,,False,,False,,False,,False,,True,False,False,False,False,False,False,False,False,False,,Situation,,situation,,,,,,,,,,situation,,,,,,,,,,situation,,,,,,,,,,,,,,,,,,,,,,,,,
49681,duopsony,Noun,An economic condition in which two buyers exert control over the market price of a commodity.,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,,False,,False,,False,,False,,True,False,False,False,False,False,False,False,False,False,,condition,,condition,,,,,,,,,,condition,,,,,,,,,,condition,,,,,,,,,,,,,,,,,,,,,,,,,
50102,dust,Noun,A low or mean condition, figuratively,"Bible, 1 Sam. ii. 8 [God] raiseth up the poor out of the dust.",False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,,False,,False,,False,,False,,True,False,False,False,False,False,False,False,False,False,,condition,,condition,,,,,,,,,,condition,,,,,,,,,,condition,,,,,,,,,,,,,,,,,,,,,,,,,
50716,dyingness,Noun,The state of dying or the stimulation of such a state; extreme languor,,"Tenderness becomes me best, a sort of dyingness; you see that picture, Foible, a swimmingness in the eyes; yes, I'll look so. Congreve.",False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,,False,,False,,False,,False,,True,False,False,False,False,False,False,False,False,False,,state,,state,,,,,,,,,,state,,,,,,,,,,state,,,,,,,,,,,,,,,,,,,,,,,,,
50978,dysaemia,Noun,Unhealthy condition of blood.,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,,False,,False,,False,,False,,True,False,False,False,False,False,False,False,False,False,,condition,,condition,,,,,,,,,,condition,,,,,,,,,,condition,,,,,,,,,,,,,,,,,,,,,,,,,
51003,dysbarism,Noun,"Any medical condition resulting from changes in ambient pressure, as for example when scuba diving", pathology,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,,False,,False,,False,,False,,True,False,False,False,False,False,False,False,False,False,,condition,,condition,,,,,,,,,,condition,,,,,,,,,,condition,,,,,,,,,,,,,,,,,,,,,,,,,
51012,dysbiosis,Noun,A medical condition caused by microbial imbalances within the body, pathology,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,,False,,False,,False,,False,,True,False,False,False,False,False,False,False,False,False,,condition,,condition,,,,,,,,,,condition,,,,,,,,,,condition,,,,,,,,,,,,,,,,,,,,,,,,,
51028,dyschloremia,Noun,The presence of an inappropriate level of chloride in the blood, pathology,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,,False,,False,,False,,False,,True,False,False,False,False,False,False,False,False,False,,presence,,presence,,,,,,,,,,presence,,,,,,,,,,presence,,,,,,,,,,,,,,,,,,,,,,,,,
51075,dyselectrolytemia,Noun,The presence of an incorrect amount of an electrolyte in the blood, pathology,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,,False,,False,,False,,False,,True,False,False,False,False,False,False,False,False,False,,presence,,presence,,,,,,,,,,presence,,,,,,,,,,presence,,,,,,,,,,,,,,,,,,,,,,,,,
51099,dysesthesia,Noun,"A condition caused by lesions of the nervous system that causes abnormal sensations such as burning, wetness, or itching.", medicine,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,,False,,False,,False,,False,,True,False,False,False,False,False,False,False,False,False,,condition,,condition,,,,,,,,,,condition,,,,,,,,,,condition,,,,,,,,,,,,,,,,,,,,,,,,,
51164,dysgranulopoiesis,Noun,The abnormal condition in which granulopoiesis does not take place properly, medicine,"2015 July 8, Aleksandra Butrym et al., Polish experience of lenalidomide in the treatment of lower risk myelodysplastic syndrome with isolated del(5q), in BMC Cancer[1], volume 15, DOI:10.1186/s12885-015-1444-1:In the paper by Patnaik et al., it was revealed that age, transfusion needs at diagnosis and dysgranulopoiesis were independent factors affecting survival reduction in patients with chromosome 5 long arm deletion syndrome.",False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,,False,,False,,False,,False,,True,False,False,False,False,False,False,False,False,False,,condition,,condition,,,,,,,,,,condition,,,,,,,,,,condition,,,,,,,,,,,,,,,,,,,,,,,,,
51178,dyshidrosis,Noun,A skin condition characterized by small blisters on the hands or feet.," dermatology, pathology",,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,,False,,False,,False,,False,,True,False,False,False,False,False,False,False,False,False,,condition,,condition,,,,,,,,,,condition,,,,,,,,,,condition,,,,,,,,,,,,,,,,,,,,,,,,,
51234,dyslipoproteinemia,Noun,Any condition caused by inappropriate amounts or types of lipoprotein in the blood, pathology,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,,False,,False,,False,,False,,True,False,False,False,False,False,False,False,False,False,,condition,,condition,,,,,,,,,,condition,,,,,,,,,,condition,,,,,,,,,,,,,,,,,,,,,,,,,
51303,dysmyelination,Noun,A condition in which there is a much reduced amount of myelin in nervous tissue,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,,False,,False,,False,,False,,True,False,False,False,False,False,False,False,False,False,,condition,,condition,,,,,,,,,,condition,,,,,,,,,,condition,,,,,,,,,,,,,,,,,,,,,,,,,
51307,dysnatremia,Noun,The presence of an unusual (high or low) amount of sodium in the blood, pathology,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,,False,,False,,False,,False,,True,False,False,False,False,False,False,False,False,False,,presence,,presence,,,,,,,,,,presence,,,,,,,,,,presence,,,,,,,,,,,,,,,,,,,,,,,,,
51384,dysphoria,Noun,"A state of feeling unwell or unhappy; a feeling of emotional and mental discomfort and suffering from restlessness, malaise, depression or anxiety",,"1990, Martin B. Keller, Frances M. Sessa, Lauren P. Jones, Chapter 7: Chronic Depressive Disorders, Barry A. Edelstein, Michel Hersen, M.E. Thase (editors), Handbook of Outpatient Treatment of Adults: Nonpsychotic Mental Disorders, page 145, Chronic dysphoria can be secondary to a debilitating medical illness, a psychiatric disorder, or both (Akiskal, 1983). 1994, Judith H. Gold, Premenstrual Dysphorias: Myths and Realities, page 249, As a result of the critical review of the literature by the Work Group on Late Luteal Phase Dysphoric Disorder (LLPDD), it was agreed that the studies reviewed support the view that the predominant feature of LLPDD is the dysphoria that occurs during the premenstrual period. 2013, Michael W. Ross, 2: Psychovenereology: Psychological Aspects of AIDS and other Sexually Transmissible Diseases, David G. Ostrow (editor), Behavioral Aspects of AIDS, page 30, While the reason for the individual's dysphoria on realizing that he has an STD is a result of lack of acceptance of his sexual orientation, the basis is not religious, and the dysphoria not so pronounced.",False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,,False,,False,,False,,False,,True,False,False,False,False,False,False,False,False,False,,state,,state,,,,,,,,,,state,,,,,,,,,,state,,,,,,,,,,,,,,,,,,,,,,,,,
51392,dysphotopsia,Noun,"The presence of halos or glare (if positive) or shadows (if negative) in the field of view, typically experienced after cataract surgery 2015 July 21, Aditya Kelkar et al., Sutureless, Glueless, Scleral Fixation of Single-Piece and Toric Intraocular Lens: A Novel Technique, in Case Reports in Ophthalmology[1], volume 6, DOI:10.1159/000437349:Sulcus fixation of single-piece IOLs is not popular owing to postoperative complications like pigment dispersion, iris transillumination defects, dysphotopsia, elevated IOP, intraocular hemorrhage and cystoid macular edema [ 3 ].", pathology,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,,False,,False,,False,,False,,True,False,False,False,False,False,False,False,False,False,,presence,,presence,,,,,,,,,,presence,,,,,,,,,,presence,,,,,,,,,,,,,,,,,,,,,,,,,
51397,dyspituitarism,Noun,Any condition due to incorrect secretion of the pituitary gland, pathology,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,,False,,False,,False,,False,,True,False,False,False,False,False,False,False,False,False,,condition,,condition,,,,,,,,,,condition,,,,,,,,,,condition,,,,,,,,,,,,,,,,,,,,,,,,,
51434,dysproteinemia,Noun,The presence of abnormal types or amount of protein in the blood, pathology,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,,False,,False,,False,,False,,True,False,False,False,False,False,False,False,False,False,,presence,,presence,,,,,,,,,,presence,,,,,,,,,,presence,,,,,,,,,,,,,,,,,,,,,,,,,
51458,dyssebacia,Noun,A condition due to incorrect function of the sebaceous gland, pathology,"1946, The Medical Woman's Journal, volume 53, page 49:Elevated follicular plugs (folliculosis) across the nose and cheeks were seen in 7.5% and the more advanced stage, dyssebacia, in 5% of all persons examined.",False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,,False,,False,,False,,False,,True,False,False,False,False,False,False,False,False,False,,condition,,condition,,,,,,,,,,condition,,,,,,,,,,condition,,,,,,,,,,,,,,,,,,,,,,,,,
51526,dystopia,Noun,"A miserable, dysfunctional state or society that has a very poor standard of living.",,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,,False,,False,,False,,False,,True,False,False,False,False,False,False,False,False,False,,state or society,,state,or,society,,,,,,,,state,or,society,,,,,,,,state,or,society,,,,,,,,,,,,,,,,,,,,,,,
51566,dysuria,Noun,"The experience or condition of experiencing pain while discharging urine, or (rarely) of having difficulty doing so", pathology,"1929, The American Journal of Syphilis, Volume 13, page 390, A cystometrogram differentiates ""active"" and ""passive"" types of normal bladders, accounting for some instances of enuresis and mild forms of dysurias and, as prolonged bladder distention can be maintained at any point for any period, it is possible occasionally to use the cystometric procedure as a therapeutic agent to relieve dysurias due to a spastic bladder musculature. 2009, Scott Kahan, Redonda Miller, Ellen G. Smith, Signs and Symptoms, 2nd Edition, Wolters Kluwer (Lippincott Williams Wilkins), page 98, Dysuria is a painful or burning sensation during or immediately after urination caused by irritation of the urothelium and its innervation. This is a common symptom in primary care: Nearly 20% of women aged 2055 will have at least one episode of dysuria per year, resulting in more than 8 million physician office visits annually. Women have episodes of acute dysuria much more frequently than men. 2012, Richard B. Ford, Elisa Mazzaferro, Kirk Bistner's Handbook of Veterinary Procedures and Emergency Treatment, Elsevier, page 426, Neurologic dysurias are among the most difficult to characterize and to treat.",False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,,False,,False,,False,,False,,True,False,False,False,False,False,False,False,False,False,,experience or condition,,experience,or,condition,,,,,,,,experience,or,condition,,,,,,,,experience,or,condition,,,,,,,,,,,,,,,,,,,,,,,
504,quadrature,Noun,A situation in which the directions of two celestial bodies (or a celestial body and the Sun) form a right-angle from the perspective of the observer, astronomy,"When the Moon is in quadrature, it appears in the sky as a half-moon.",False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,,False,,False,,False,,False,,True,False,False,False,False,False,False,False,False,False,,situation,,situation,,,,,,,,,,situation,,,,,,,,,,situation,,,,,,,,,,,,,,,,,,,,,,,,,
505,quadrature,Noun,The condition in which the phase angle between two alternating quantities is 90, physics,"2008, Luis B. Oliveira, Jorge R. Fernandes, Igor M. Filanovsky, Chris J. M. Verhoeven, Manuel M. Silva, Analysis and Design of Quadrature Oscillators, Springer, page 33, If IN has 50% duty-cycle, then the outputs are in quadrature. 2011, M. V. Deshpande, Electrical Machines, PHI Learning, page 315, The total mmf in a synchronous machine may be split up into two componentsone along the pole axis or direct axis and the other at right angles to this or the quadrature axis. [] In the case of salient pole construction, however, the reluctances of the magnetic circuits on which the mmfs act are different along the direct axis and the quadrature axis. 2015, Mohammad Elbadry, Ramesh Harjani, Quadrature Frequency Generation for Wideband Wireless Applications, Springer, page 7, Quadrature LO generation is critical to the operation of direct-downconversion receivers [7]. Two common techniques for quadrature generation are divide-by-two frequency dividers, and polyphase filters.",False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,,False,,False,,False,,False,,True,False,False,False,False,False,False,False,False,False,,condition,,condition,,,,,,,,,,condition,,,,,,,,,,condition,,,,,,,,,,,,,,,,,,,,,,,,,
605,quadrigamy,Noun,The state of having four spouses simultaneously.,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,,False,,False,,False,,False,,True,False,False,False,False,False,False,False,False,False,,state,,state,,,,,,,,,,state,,,,,,,,,,state,,,,,,,,,,,,,,,,,,,,,,,,,
808,quadropoly,Noun,A market situation in which four companies exclusively provide a particular product or service., economics,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,,False,,False,,False,,False,,True,False,False,False,False,False,False,False,False,False,,market situation,,market,situation,,,,,,,,,market,situation,,,,,,,,,market,situation,,,,,,,,,,,,,,,,,,,,,,,,
983,quagmire,Noun,"A perilous, mixed up and troubled situation; a hopeless tangle; a predicament", figuratively,"The paperwork got lost in a quagmire of bureaucracy. Those election results are a quagmire for any coalition except one of national union 2019 May 5, Danette Chavez, Campaigns are waged on and off the Game Of Thrones battlefield (newbies), in The A.V. Club[1]:Ive had my doubts about Daenerys ability to rule, inspired in part by the quagmire in Meereen. Still, this feels like a precipitous decline. The queen of sobriquets has always been power hungry.",False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,,False,,False,,False,,False,,True,False,False,False,False,False,False,False,False,False,,situation,,situation,,,,,,,,,,situation,,,,,,,,,,situation,,,,,,,,,,,,,,,,,,,,,,,,,
1060,quaintness,Noun,The state or fact of being quaint; having old-fashioned charm.,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,,False,,False,,False,,False,,True,False,False,False,False,False,False,False,False,False,,state or fact,,state,or,fact,,,,,,,,state,or,fact,,,,,,,,state,or,fact,,,,,,,,,,,,,,,,,,,,,,,
1132,qualification,Noun,"A clause or condition which qualifies something; a modification, a limitation",,"[from 16th c.] I accept your offer, but with the following qualification.",False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,,False,,False,,False,,False,,True,False,False,False,False,False,False,False,False,False,,clause or condition,,clause,or,condition,,,,,,,,clause,or,condition,,,,,,,,clause,or,condition,,,,,,,,,,,,,,,,,,,,,,,
1262,quandary,Noun,"A state of not knowing what to decide; a state of difficulty or perplexity; a state of uncertainty, hesitation or puzzlement",,"Synonyms: perplexity, pickle, predicament, uncertainty 2013 July 6, The rise of smart beta, in The Economist, volume 408, number 8843, page 68:Investors face a quandary. Cash offers a return of virtually zero in many developed countries; government-bond yields may have risen in recent weeks but they are still unattractive. Equities have suffered two big bear markets since 2000 and are wobbling again. It is hardly surprising that pension funds, insurers and endowments are searching for new sources of return.",False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,,False,,False,,False,,False,,True,False,False,False,False,False,False,False,False,False,,state,,state,,,,,,,,,,state,,,,,,,,,,state,,,,,,,,,,,,,,,,,,,,,,,,,
1583,quark-gluon plasma,Noun,"a predicted state of matter, containing deconfined quarks and gluons, present in the very early universe (first millionth of a second), and recreated at extremely high energy densities, such as those in the collision of heavy atomic nuclei as speeds very close to the speed of light.", physics,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,,False,,False,,False,,False,,True,False,False,False,False,False,False,False,False,False,,state,,state,,,,,,,,,,state,,,,,,,,,,state,,,,,,,,,,,,,,,,,,,,,,,,,
1716,quarter-life crisis,Noun,"A situation resembling the mid-life crisis but taking place earlier, when roughly a quarter of one's life has passed, typically in one's twenties or thirties.", psychology,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,,False,,False,,False,,False,,True,False,False,False,False,False,False,False,False,False,,situation,,situation,,,,,,,,,,situation,,,,,,,,,,situation,,,,,,,,,,,,,,,,,,,,,,,,,
2026,quasi-divinity,Noun,"The condition, as of a king etc., of being considered to have some attributes of a god.",,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,,False,,False,,False,,False,,True,False,False,False,False,False,False,False,False,False,,condition,,condition,,,,,,,,,,condition,,,,,,,,,,condition,,,,,,,,,,,,,,,,,,,,,,,,,
2122,quasidistribution,Noun,A quantum state described in terms of phase-space quasiprobability densities., mathematics,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,,False,,False,,False,,False,,True,False,False,False,False,False,False,False,False,False,,quantum state,,quantum,state,,,,,,,,,quantum,state,,,,,,,,,quantum,state,,,,,,,,,,,,,,,,,,,,,,,,
2362,quasivacuum,Noun,"Any state that approximates to a vacuum, especially one free of baryons", physics,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,,False,,False,,False,,False,,True,False,False,False,False,False,False,False,False,False,,state,,state,,,,,,,,,,state,,,,,,,,,,state,,,,,,,,,,,,,,,,,,,,,,,,,
2681,queendom,Noun,"The condition or character of a queen; queenly rule, power, or authority.",,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,,False,,False,,False,,False,,True,False,False,False,False,False,False,False,False,False,,condition or character,,condition,or,character,,,,,,,,condition,or,character,,,,,,,,condition,or,character,,,,,,,,,,,,,,,,,,,,,,,
2695,queenhood,Noun,"The state, rank, or status of a queen.",,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,,False,,False,,False,,False,,True,False,False,False,False,False,False,False,False,False,,"state , rank , or status",,state,",",rank,",",or,status,,,,,state,",",rank,",",or,status,,,,,state,",",rank,",",or,status,,,,,,,,,,,,,,,,,,,,
3251,qui vive,Noun,"a state of heightened vigilance, especially prior to battle Oliver Wendell Holmes",,"[1] ""QUI vive!"" The sentry's musket rings, The channelled bayonet gleams; High o'er him, like a raven's wings The broad tri-colored banner flings ""QUI vive!"" The sentry's musket rings,. The channelled bayonet #:gleams; ... ""Qui vive!"" How oft the midnight air. That startling cry has borne! ... 1917 ""The Flags of France."" Grace Ellery Channing Qui vive? Who passes by up there? Who moves -- what stirs in the startled air? What whispers, thrills, exults up there? Qui vive? [2] Were a tall black man to do the same, there is not one of us who would not immediately be on the qui vive. My sadness about the American estrangement just mentioned doesn't make me act any differently at such a moment,",False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,,False,,False,,False,,False,,True,False,False,False,False,False,False,False,False,False,,state,,state,,,,,,,,,,state,,,,,,,,,,state,,,,,,,,,,,,,,,,,,,,,,,,,
3620,quietism,Noun,A state of passive quietness.,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,,False,,False,,False,,False,,True,False,False,False,False,False,False,False,False,False,,state,,state,,,,,,,,,,state,,,,,,,,,,state,,,,,,,,,,,,,,,,,,,,,,,,,
4284,quintopoly,Noun,A market situation in which five companies exclusively provide a particular product or service., economics,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,,False,,False,,False,,False,,True,False,False,False,False,False,False,False,False,False,,market situation,,market,situation,,,,,,,,,market,situation,,,,,,,,,market,situation,,,,,,,,,,,,,,,,,,,,,,,,
4639,qumix,Noun,A mixed state in a quantum computing system.,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,,False,,False,,False,,False,,True,False,False,False,False,False,False,False,False,False,,state,,state,,,,,,,,,,state,,,,,,,,,,state,,,,,,,,,,,,,,,,,,,,,,,,,
703,zenith,Noun,Highest point or state; peak, by extension,"Synonyms: acme, apogee, culmination, pinnacle Shakespeare I find my zenith doth depend upon / A most auspicious star. Macaulay It was during those civil troubles [] this aspiring family reached the zenith. 1900, William Beckford, The History of the Caliph Vathek[2], page 173:""There for a while I enjoyed myself in the zenith of glory and pleasure.""",False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,,False,,False,,False,,False,,True,False,False,False,False,False,False,False,False,False,,point or state,,point,or,state,,,,,,,,point,or,state,,,,,,,,point,or,state,,,,,,,,,,,,,,,,,,,,,,,
956,zero gravity,Noun,"The state of apparent weightlessness which occurs in a very low gravity field, or in free fall",,"1938 October, Binder, Jack, If Science Reached the Earth's Core, in Thrilling Wonder Stories, volume 12, number 2, page 99:Starting at the zero-gravity of earth's core, accumulative acceleration is easily built up in a four-thousand-mile tube.",False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,,False,,False,,False,,False,,True,False,False,False,False,False,False,False,False,False,,state,,state,,,,,,,,,,state,,,,,,,,,,state,,,,,,,,,,,,,,,,,,,,,,,,,
957,zero growth,Noun,"a condition where growth is stationary, e.g",,"in an economy, and does not occur",False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,,False,,False,,False,,False,,True,False,False,False,False,False,False,False,False,False,,condition,,condition,,,,,,,,,,condition,,,,,,,,,,condition,,,,,,,,,,,,,,,,,,,,,,,,,
966,zero lower bound,Noun,A situation where nominal interest rates are close or equal to zero., economics,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,,False,,False,,False,,False,,True,False,False,False,False,False,False,False,False,False,,situation,,situation,,,,,,,,,,situation,,,,,,,,,,situation,,,,,,,,,,,,,,,,,,,,,,,,,
1409,zincemia,Noun,The presence of zinc in the blood, pathology,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,,False,,False,,False,,False,,True,False,False,False,False,False,False,False,False,False,,presence,,presence,,,,,,,,,,presence,,,,,,,,,,presence,,,,,,,,,,,,,,,,,,,,,,,,,
