0,1,10,11,12,13,14,15,16,17,2,3,4,5,6,7,8,9,Unnamed: 0,abbreviation,abbreviation_for_term,acronym,acronym_for_term,antonym,antonym_for_term,astrology,attribute,attributive_form,attributive_form_for_term,body,childish,colloquial,dated,definition,disease,domain,domain2,euphemistic,field,folklore,humorous,informal,jargon,literary,literature,main_noun_maria,main_noun_nltk,matter,measure,misspelling,misspelling_for_term,mythology,nonstandard,obsolete,offensive,plural,plural_for_term,pos,process,property,rare,role,slang,slur,supplementary_info,synonym,synonym_for_term,term,theology,units,vulgar
disease,,,,,,,,,,,,,,,,,,54015,False,,False,,False,,False,False,False,,False,False,False,False,A fungal disease caused by Conidiobolus species.,True,,False,False,False,False,False,False,False,False,False,,disease,False,False,False,,False,False,False,False,False,,Noun,False,False,False,False,False,False,,False,,conidiobolomycosis,False,False,False
disease,,,,,,,,,,,,,,,,,,54057,False,,False,,False,,False,False,False,,False,False,False,False,Any disease caused by the inhalation of dust.,True, pathology,False,False,False,False,False,False,False,False,False,,disease,False,False,False,,False,False,False,False,False,,Noun,False,False,False,False,False,False,,False,,coniosis,False,False,False
disease,spread,,,,,,,,,,,,,,,,,56365,False,,False,,False,,False,False,False,,False,False,False,False,a disease spread by contact,True,,False,False,False,False,False,False,False,False,False,,disease spread,False,False,False,,False,False,False,False,False,,Noun,False,False,False,False,False,False,,False,,contagion,False,False,False
disease,,,,,,,,,,,,,,,,,,57266,False,,False,,False,,False,False,False,,False,False,False,False,Contracting a disease,True, medicine,False,False,False,False,False,False,False,False,False,,disease,False,False,False,,False,False,False,False,False,,Noun,False,False,False,False,False,False,The contraction of AIDS from toilet seats is extremely rare.,False,,contraction,False,False,False
heart,disease,,,,,,,,,,,,,,,,,61870,False,,False,,False,,False,False,False,,False,False,False,False,coronary heart disease,True, pathology,False,False,False,False,False,False,False,False,False,,heart disease,False,False,False,,False,False,False,False,False,,Noun,False,False,False,False,False,False,,False,,coronaropathy,False,False,False
disease,,,,,,,,,,,,,,,,,,61877,False,,False,,False,,False,False,False,,False,False,False,False,Any disease caused by the accumulation of fatty deposits in the coronary arteries that supply blood to the myocardium.,True," medicine, cardiology",False,False,False,False,False,False,False,False,False,,disease,False,False,False,,False,False,False,False,False,,Noun,False,False,False,False,False,False,,False,,coronary artery disease,False,False,False
disease,,,,,,,,,,,,,,,,,,61878,False,,False,,False,,False,False,False,,False,False,False,False,Any disease caused by the accumulation of fatty deposits in the coronary arteries that supply blood to the myocardium.,True," medicine, cardiology",False,False,False,False,False,False,False,False,False,,disease,False,False,False,,False,False,False,False,False,,Noun,False,False,False,False,False,False,,False,,coronary heart disease,False,False,False
disease,,,,,,,,,,,,,,,,,,64549,False,,False,,False,,False,False,False,,False,False,False,False,"A disease affecting grapes, manifested by the premature dropping of the fruit.",True,,False,False,False,False,False,False,False,False,False,,disease,False,False,False,,False,False,False,False,False,,Noun,False,False,False,False,False,False,,False,,coulure,False,False,False
disease,,,,,,,,,,,,,,,,,,67427,False,,False,,False,,False,False,False,,False,False,False,False,"A disease of equids, caused by Trypanosoma equiperdum and spread through sexual intercourse.",True,,False,False,False,False,False,False,False,False,False,,disease,False,False,False,,False,False,False,False,False,,Noun,False,False,False,False,False,False,,False,,covering sickness,False,False,False
disease,,,,,,,,,,,,,,,,,,68032,False,,False,,False,,False,False,False,,False,False,False,False,Any disease caused by infection with Coxiella bacteria,True, pathology,False,False,False,False,False,False,False,False,False,,disease,False,False,False,,False,False,False,False,False,,Noun,False,False,False,False,False,False,,False,,coxiellosis,False,False,False
disease,,,,,,,,,,,,,,,,,,68296,False,,False,,False,,False,False,False,,False,False,False,False,"A disease in the West Indies; a kind of ulcer on the soles of the feet, with very hard edges",True,,False,False,False,False,False,False,False,False,False,,disease,False,False,False,,False,False,False,False,False,,Noun,False,False,False,False,False,False,(Can we find and add a quotation of Dunglison to this entry?),False,,crab yaws,False,False,False
disease,,,,,,,,,,,,,,,,,,69164,False,,False,,False,,False,False,False,,False,False,False,False,cranial disease,True,,False,False,False,False,False,False,False,False,False,,disease,False,False,False,,False,False,False,False,False,,Noun,False,False,False,False,False,False,,False,,craniopathy,False,False,False
disease,,,,,,,,,,,,,,,,,,70670,False,,False,,False,,False,False,False,,False,False,False,False,A skin disease caused by the movement of certain species of ancylostomatids under the skin.,True, parasitology,False,False,False,False,False,False,False,False,False,,disease,False,False,False,,False,False,False,False,False,,Noun,False,False,False,False,False,False,,False,,creeping eruption,False,False,False
disease,,,,,,,,,,,,,,,,,,74014,False,,False,,False,,False,False,False,,False,False,False,False,"A disease occasioned or aggravated by overcrowding, especially due to lack of ventilation.",True, medicine,False,False,False,False,False,False,False,False,False,,disease,False,False,False,,False,False,False,False,False,,Noun,False,False,False,False,False,False,,False,,crowd-poisoning,False,False,False
disease,,,,,,,,,,,,,,,,,,74024,False,,False,,False,,False,False,False,,False,False,False,False,"A disease that is spread from person to person, with no animal reservoir",True,,False,False,False,False,False,False,False,False,False,,disease,False,False,False,,False,False,False,False,False,,Noun,False,False,False,False,False,False,"2011, Patricia J. Campbell, Aran MacKinnon, Christy R. Stevens, An Introduction to Global Studies, ISBN, page 190:Crowd diseases, which are among the oldest established infections that humans have endured, emerged in the Old World centers of Mesopotamian civilization (the region now occupied by modern Iraq, eastern Syria, and southeastern Turkey) and India, where settled agricultural and pastoral societies developed. 2013, Jared Diamond, The World Until Yesterday: What Can We Learn from Traditional Societies?, ISBN:The crowd diseases could not have existed before the origins of agriculture around 11,000 years ago. Only with the explosive population growth made possible by agriculture did human populations reach the high numbers required to sustain our crowd diseases. 2013, John S. Mackenzie, Martyn Jeggo, Peter Daszak, One Health, ISBN:While huntergatherers had lived in a relatively peaceful relationship with microorganisms, by keeping their own numbers at a level the local environment could sustain, the Neolithic farmers created conditions that would eventually let humans experience and maintain crowd diseases.",False,,crowd disease,False,False,False
disease,,,,,,,,,,,,,,,,,,74210,False,,False,,False,,False,False,False,,False,False,False,False,A disease of plants caused by infection of soil bacteria of the genus Agrobacterium,True, phytopathology,False,False,False,False,False,False,False,False,False,,disease,False,False,False,,False,False,False,False,False,,Noun,False,False,False,False,False,False,,False,,crown gall,False,False,False
disease,,,,,,,,,,,,,,,,,,75858,False,,False,,False,,False,False,False,,False,False,False,False,Any disease caused by the Cryptocaryon parasite,True,,False,False,False,False,False,False,False,False,False,,disease,False,False,False,,False,False,False,False,False,,Noun,False,False,False,False,False,False,,False,,cryptocaryonosis,False,False,False
disease,,,,,,,,,,,,,,,,,,75887,False,,False,,False,,False,False,False,,False,False,False,False,"A serious and potentially fatal fungal disease caused by members of the Cryptococcus neoformans species complex, believed to be acquired by inhalation of the infectious propagule from the environment.",True, medicine,False,False,False,False,False,False,False,False,False,,disease,False,False,False,,False,False,False,False,False,,Noun,False,False,False,False,False,False,,False,,cryptococcosis,False,False,False
disease,,,,,,,,,,,,,,,,,,76107,False,,False,,False,,False,False,False,,False,False,False,False,"A disease affecting the intestines of mammals that is caused by cryptosporidium, a protozoan parasite.",True,,False,False,False,False,False,False,False,False,False,,disease,False,False,False,,False,False,False,False,False,,Noun,False,False,False,False,False,False,,False,,cryptosporidiosis,False,False,False
disease,,,,,,,,,,,,,,,,,,78740,False,,False,,False,,False,False,False,,False,False,False,False,"A disease of beets, gourds, and other plants, caused by the virus Beet curly top virus, which results in stunted or misshapen growth and curled or puckered leaves",True, agriculture,False,False,False,False,False,False,False,False,False,,disease,False,False,False,,False,False,False,False,False,,Noun,False,False,False,False,False,False,"1997 June 18, Karen Freeman, ""Katherine Esau Is Dead at 99: A World Authority on Botany,"" New York Times (retrieved 19 May 2014): She soon joined the Spreckels Company near Salinas, Calif., where she worked on a sugar beet that would be resistant to the curly top virus. 2014 April 28, Patty Cafferata, ""History: Leafhoppers trounced sugar beet investors,"" Reno Gazette Journal (retrieved 19 May 2014): [T]he local pigweed hosted microscopic leafhoppers that jumped from the surrounding weeds to the beet fields. The insects spread a virus commonly referred to as ""curly top.""",False,,curly top,False,False,False
disease,,,,,,,,,,,,,,,,,,80477,False,,False,,False,,False,False,False,,False,False,False,False,"A disease in which the surface of the body turns blue, usually arising from a malformation of the heart, which causes an imperfect arterialization of the blood.",True, medicine,False,False,False,False,False,False,False,False,False,,disease,False,False,False,,False,False,False,False,False,,Noun,False,False,False,False,False,False,,False,,cyanopathy,False,False,False
disease,,,,,,,,,,,,,,,,,,82635,False,,False,,False,,False,False,False,,False,False,False,False,"Any disease of the tonsils, throat, or windpipe, attended with inflammation, swelling, and difficulty in breathing and swallowing.",True, medicine,False,False,False,False,False,False,False,False,False,,disease,False,False,False,,False,False,False,False,False,,Noun,False,False,False,False,False,False,,False,,cynanche,False,False,False
disease,,,,,,,,,,,,,,,,,,83029,False,,False,,False,,False,False,False,,False,False,False,False,Any disease of the urinary bladder,True, pathology,False,False,False,False,False,False,False,False,False,,disease,False,False,False,,False,False,False,False,False,,Noun,False,False,False,False,False,False,,False,,cystopathy,False,False,False
disease,or,,,,,,,,,deterioration,,,,,,,,83457,False,,False,,False,,False,False,False,,False,False,False,False,"The disease or deterioration of a cell, or of the structures contained within a cell.",True," microbiology, pathology",False,False,False,False,False,False,False,False,False,,disease or deterioration,False,False,False,,False,False,False,False,False,,Noun,False,False,False,False,False,False,,False,,cytopathy,False,False,False
disease,scurvy,,,,,,,,,,,,,,,,,1240,False,,False,,False,,False,False,False,,False,False,False,False,The disease scurvy in infants.,True, medicine,False,False,False,False,False,False,False,False,False,,disease scurvy,False,False,False,,False,False,False,False,False,,Noun,False,False,False,False,False,False,,False,,Barlow's disease,False,False,False
disease,,,,,,,,,,,,,,,,,,1484,False,,False,,False,,False,False,False,,False,False,False,False,"A disease of date palms, caused by the fungus Fusarium oxysporum.",True,,False,False,False,False,False,False,False,False,False,,disease,False,False,False,,False,False,False,False,False,,Noun,False,False,False,False,False,False,,False,,Bayoud disease,False,False,False
disease,,,,,,,,,,,,,,,,,,2436,False,,False,,False,,False,False,False,,False,False,False,False,"A rare genetic disease characterized by stunted growth, predisposition to the development of cancer, and genomic instability.",True,,False,False,False,False,False,False,False,False,False,,disease,False,False,False,,False,False,False,False,False,,Noun,False,False,False,False,False,False,,False,,Bloom's syndrome,False,False,False
disease,,,,,,,,,,,,,,,,,,2874,False,,False,,False,,False,False,False,,False,False,False,False,An infectious viral disease characterised by fever and chest pain,True, medicine,False,False,False,False,False,False,False,False,False,,disease,False,False,False,,False,False,False,False,False,,Noun,False,False,False,False,False,False,"2011, Norman Davies, Vanished Kingdoms, Penguin 2012, p. 88: In medical circles, the name of Bornholm is linked incongruously to a viral infection called epidemic pleurodynia, otherwise known as the Devil's Grip, the Grasp of the Phantom or, more prosaically, Bornholm disease.",False,,Bornholm disease,False,False,False
skin,disease,,,,,,,,,,,,,,,,,3040,False,,False,,False,,False,False,False,,False,False,False,False,"A neoplastic skin disease, an early stage or intraepidermal form of squamous cell carcinoma.",True,,False,False,False,False,False,False,False,False,False,,skin disease,False,False,False,,False,False,False,False,False,,Noun,False,False,False,False,False,False,,False,,Bowen's disease,False,False,False
disease,,,,,,,,,,,,,,,,,,1797,False,,False,,False,,False,False,False,,False,False,False,False,A disease for which this mite is the vector; tsutsugamushi,True,,False,False,False,False,False,False,False,False,False,,disease,False,False,False,,False,False,False,False,False,,Noun,False,False,False,False,False,False,"1901, Ludvig Hektoen David Riesman, An American Text-book of Pathology, page 243:The recent studies on the kedani disease of Japan are extremely interesting as examples of proteus infection through the wounds inflicted by an insect, a specific mite (kedani) closely allied to the harvest-mite (Leptus autumnalis). 1915, The Philippine Journal of Science - Volume 10, Part 2, page 345:These facts, together with the occurrence of a rash, show that the disease possesses many of the features which characterize kedani or tsutsugamushi fever of Japan. 1960, Pavel Feliksovich Zdrodovski Elena Mikhalovna Golinevich, The rickettsial diseases, page 354:Formerly this disease was called Japanese river fever, kedani disease, or scrub typhus fever. Tsutsugamushi fever is endemic over a wide area of South-East Asia and the south eastern part of the Pacific Ocean;",False,,kedani,False,False,False
disease,,,,,,,,,,,,,,,,,,2730,False,,False,,False,,False,False,False,,False,False,False,False,Any disease associated with keratocytes,True, pathology,False,False,False,False,False,False,False,False,False,,disease,False,False,False,,False,False,False,False,False,,Noun,False,False,False,False,False,False,,False,,keratocytosis,False,False,False
menkes,disease,,,,,,,,,,,,,,,,,6065,False,,False,,False,,False,False,False,,False,False,False,False,Menkes disease,True,,False,False,False,False,False,False,False,False,False,,Menkes disease,False,False,False,,False,False,False,False,False,,Noun,False,False,False,False,False,False,,False,,kinky hair disease,False,False,False
disease,,,,,,,,,,,,,,,,,,8764,False,,False,,False,,False,False,False,,False,False,False,False,"A disease of the koa tree caused by Fusarium oxysporum fungi, which clog the xylem and cause wilting.",True,,False,False,False,False,False,False,False,False,False,,disease,False,False,False,,False,False,False,False,False,,Noun,False,False,False,False,False,False,,False,,koa wilt,False,False,False
disease,,,,,,,,,,,,,,,,,,9173,False,,False,,False,,False,False,False,,False,False,False,False,"An epidemic paralytic disease associated with excessive consumption of cassava, which contains cyanide.",True,,False,False,False,False,False,False,False,False,False,,disease,False,False,False,,False,False,False,False,False,,Noun,False,False,False,False,False,False,,False,,konzo,False,False,False
disease,,,,,,,,,,,,,,,,,,148,False,,False,,False,,False,False,False,,False,False,False,False,"A rare inherited neurological disease, characterized by peripheral and central demyelination of nerves.",True, pathology,False,False,False,False,False,False,False,False,False,,disease,False,False,False,,False,False,False,False,False,,Noun,False,False,False,False,False,False,,False,,CAMFAK syndrome,False,False,False
lung,disease,,,,,,,,,,,,,,,,,1197,False,,False,,False,,False,False,False,,False,False,False,False,"Coal Workers Pneumoconiosis, colloquially known as black lung disease.",True,,False,False,False,False,False,False,False,False,False,,lung disease,False,False,False,,False,False,False,False,False,,Noun,False,False,False,False,False,False,,False,,CWP,False,False,False
disease,,,,,,,,,,,,,,,,,,1730,False,,False,,False,,False,False,False,,False,False,False,False,Canavan disease,True,,False,False,False,False,False,False,False,False,False,,disease,False,False,False,,False,False,False,False,False,,Noun,False,False,False,False,False,False,,False,,Canavan-Van Bogaert-Bertrand disease,False,False,False
disease,,,,,,,,,,,,,,,,,,2110,False,,False,,False,,False,False,False,,False,False,False,False,A disease resulting from Bartonella bacilliformis infection.,True, medicine,False,False,False,False,False,False,False,False,False,,disease,False,False,False,,False,False,False,False,False,,Noun,False,False,False,False,False,False,,False,,Carrion's disease,False,False,False
disease,scurvy,,,,,,,,,,,,,,,,,2859,False,,False,,False,,False,False,False,,False,False,False,False,"The disease scurvy, especially in infants.",True, medicine,False,False,False,False,False,False,False,False,False,,disease scurvy,False,False,False,,False,False,False,False,False,,Noun,False,False,False,False,False,False,,False,,Cheadle's disease,False,False,False
disease,scurvy,,,,,,,,,,,,,,,,,2860,False,,False,,False,,False,False,False,,False,False,False,False,The disease scurvy especially in infants.,True, medicine,False,False,False,False,False,False,False,False,False,,disease scurvy,False,False,False,,False,False,False,False,False,,Noun,False,False,False,False,False,False,,False,,Cheadle-Möller-Barlow syndrome,False,False,False
disease,,,,,,,,,,,,,,,,,,3131,False,,False,,False,,False,False,False,,False,False,False,False,"A rare disease, first characterized in the early 1990s, which resembles poliomyelitis but which has somewhat different characteristics and occurs in persons vaccinated for poliomyelitis",True, medicine,False,False,False,False,False,False,False,False,False,,disease,False,False,False,,False,False,False,False,False,,Noun,False,False,False,False,False,False,"2006, Pan American Health Organization, chapter I, in Poliomyelitis Eradication: Field Guide[2], ISBN, page 49:Unlike poliomyelitis, paralysis in China syndrome is symmetrical. In addition, cases are seasonal.",False,,China syndrome,False,False,False
disease,,,,,,,,,,,,,,,,,,4830,False,,False,,False,,False,False,False,,False,False,False,False,"A rare, progressive, fatal disease of the nervous system, characterized by dementia and loss of muscle control",True," medicine, neurology",False,False,False,False,False,False,False,False,False,,disease,False,False,False,,False,False,False,False,False,,Noun,False,False,False,False,False,False,"It is a prion disease, apparently transmissible from animals to humans by eating infected tissue, as well as from tissue interchanges among humans (e.g. corneal transplants, blood transfusions).",False,,Creutzfeldt-Jakob disease,False,False,False
disease,,,,,,,,,,,,,,,,,,4832,False,,False,,False,,False,False,False,,False,False,False,False,A rare hereditary disease characterized by a near complete inability of the liver to process bilirubin which leads to death by kernicterus if untreated.,True, pathology,False,False,False,False,False,False,False,False,False,,disease,False,False,False,,False,False,False,False,False,,Noun,False,False,False,False,False,False,,False,,Crigler-Najjar syndrome,False,False,False
thyroid,eye,,,,,,,,,disease,,,,,,,,278,False,,False,,False,,False,False,False,,False,False,False,False,thyroid eye disease,True,,False,False,False,False,False,False,False,False,False,,thyroid eye disease,False,False,False,,False,False,False,False,False,,Noun,False,False,False,False,False,False,,False,,TED,False,False,False
disease,,,,,,,,,,,,,,,,,,831,False,,False,,False,,False,False,False,,False,False,False,False,"An inflammatory disease of unknown cause, affecting the aorta and most common in young Asian women.",True, medicine,False,False,False,False,False,False,False,False,False,,disease,False,False,False,,False,False,False,False,False,,Noun,False,False,False,False,False,False,,False,,Takayasu's arteritis,False,False,False
disease,,,,,,,,,,,,,,,,,,1100,False,,False,,False,,False,False,False,,False,False,False,False,"A viral disease of shrimp, caused by Aparavirus.",True,,False,False,False,False,False,False,False,False,False,,disease,False,False,False,,False,False,False,False,False,,Noun,False,False,False,False,False,False,,False,,Taura syndrome,False,False,False
cat,scratch,,,,,,,,,disease,,,,,,,,1172,False,,False,,False,,False,False,False,,False,False,False,False,cat scratch disease,True,,False,False,False,False,False,False,False,False,False,,cat scratch disease,False,False,False,,False,False,False,False,False,,Noun,False,False,False,False,False,False,,False,,Teeny's disease,False,False,False
disease,,,,,,,,,,,,,,,,,,1408,False,,False,,False,,False,False,False,,False,False,False,False,a tick-borne disease of cattle,True, pathology,False,False,False,False,False,False,False,False,False,,disease,False,False,False,,False,False,False,False,False,,Noun,False,False,False,False,False,False,,False,,Texas fever,False,False,False
disease,,,,,,,,,,,,,,,,,,2874,False,,False,,False,,False,False,False,,False,False,False,False,"A particular disease, caused usually by monosomy of a sex chromosome, and causing sterility and other problems.",True,,False,False,False,False,False,False,False,False,False,,disease,False,False,False,,False,False,False,False,False,,Noun,False,False,False,False,False,False,,False,,Turner syndrome,False,False,False
disease,,,,,,,,,,,,,,,,,,952,False,,False,,False,,False,False,False,,False,False,False,False,A disease characterized by bilateral diffuse uveitis.,True,,False,False,False,False,False,False,False,False,False,,disease,False,False,False,,False,False,False,False,False,,Noun,False,False,False,False,False,False,,False,,Vogt-Koyanagi-Harada disease,False,False,False
disease,,,,,,,,,,,,,,,,,,620,False,,False,,False,,False,False,False,,False,False,False,False,Alzheimer's disease,True, uncountable,False,False,False,False,False,False,False,False,False,,disease,False,False,False,,False,False,False,False,False,,Noun,False,False,False,False,False,False,"2015 Larochelle, Stphane (December 2015). ""STOMPing at the bits"". Nature Methods 12 (12): 1114. doi:10.1038/nmeth.3679. Retrieved 19 February 2016. Many neurodegenerative diseases, including Alzheimer's disease (AD), involve pathological protein deposits.",False,,AD,False,False,False
disease,,,,,,,,,,,,,,,,,,1502,False,,False,,False,,False,False,False,,False,False,False,False,"An inherited disease characterized by short stature, facial abnormalities, and skeletal and genital anomalies.",True,,False,False,False,False,False,False,False,False,False,,disease,False,False,False,,False,False,False,False,False,,Noun,False,False,False,False,False,False,,False,,Aarskog-Scott syndrome,False,False,False
disease,,,,,,,,,,,,,,,,,,1976,False,,False,,False,,False,False,False,,False,False,False,False,Addison's disease,True,,False,False,False,False,False,False,False,False,False,,disease,False,False,False,,False,False,False,False,False,,Noun,False,False,False,False,False,False,,False,,Addisonianism,False,False,False
disease,,,,,,,,,,,,,,,,,,2748,False,,False,,False,,False,False,False,,False,False,False,False,"A highly contagious parvoviral disease of mustelids, causing spontaneous abortion and death in minks and ferrets.",True,,False,False,False,False,False,False,False,False,False,,disease,False,False,False,,False,False,False,False,False,,Noun,False,False,False,False,False,False,,False,,Aleutian disease,False,False,False
disease,,,,,,,,,,,,,,,,,,2878,False,,False,,False,,False,False,False,,False,False,False,False,A progressive degenerative disease of the central nervous system that occurs mostly in infants.,True,,False,False,False,False,False,False,False,False,False,,disease,False,False,False,,False,False,False,False,False,,Noun,False,False,False,False,False,False,,False,,Alpers' disease,False,False,False
storage,disease,,,,,,,,,type,,,,,,,,3406,False,,False,,False,,False,False,False,,False,False,False,False,Glycogen storage disease type IV,True,,False,False,False,False,False,False,False,False,False,,storage disease type,False,False,False,,False,False,False,False,False,,Noun,False,False,False,False,False,False,,False,,Andersen disease,False,False,False
disease,,,,,,,,,,,,,,,,,,349,False,,False,,False,,False,False,False,,False,False,False,False,"A viral disease in honey bees which affects the larvae, causing them to shrivel up and become scalelike.",True,,False,False,False,False,False,False,False,False,False,,disease,False,False,False,,False,False,False,False,False,,Noun,False,False,False,False,False,False,,False,,sacbrood,False,False,False
disease,,,,,,,,,,,,,,,,,,5057,False,,False,,False,,False,False,False,,False,False,False,False,A disease caused by the Saprolegnia fungus.,True,,False,False,False,False,False,False,False,False,False,,disease,False,False,False,,False,False,False,False,False,,Noun,False,False,False,False,False,False,,False,,saprolegniasis,False,False,False
scurf,or,,,,,,,,,scabby,disease,,,,,,,7549,False,,False,,False,,False,False,False,,False,False,False,False,"A scurf or scabby disease, especially of the scalp",True,,False,False,False,False,False,False,False,False,False,,scurf or scabby disease,False,False,False,,False,False,False,False,False,,Noun,False,False,False,False,False,False,"Bible, Leviticus xiii. 30 It is a dry scall, even a leprosy upon the head.",False,,scall,False,False,False
disease,,,,,,,,,,,,,,,,,,8729,False,,False,,False,,False,False,False,,False,False,False,False,Any disease caused by the presence of a Scedosporium fungus,True, pathology,False,False,False,False,False,False,False,False,False,,disease,False,False,False,,False,False,False,False,False,,Noun,False,False,False,False,False,False,,False,,scedosporiosis,False,False,False
autoimmune,disease,,,,,,,,,,,,,,,,,10776,False,,False,,False,,False,False,False,,False,False,False,False,A chronic systemic autoimmune disease characterized by hardening the skin or other organs through excessive deposits of collagen.,True, medicine,False,False,False,False,False,False,False,False,False,,autoimmune disease,False,False,False,,False,False,False,False,False,,Noun,False,False,False,False,False,False,,False,,scleroderma,False,False,False
disease,scurvy,,,,,,,,,,,,,,,,,11301,False,,False,,False,,False,False,False,,False,False,False,False,The disease scurvy.,True, medicine,False,False,False,False,False,False,False,False,False,,disease scurvy,False,False,False,,False,False,False,False,False,,Noun,False,False,False,False,False,False,,False,,scorbutus,False,False,False
prion,disease,,,,,,,,,,,,,,,,,12096,False,,False,,False,,False,False,False,,False,False,False,False,A degenerative prion disease of sheep and goats that attacks the central nervous system,True,,False,False,False,False,False,False,False,False,False,,prion disease,False,False,False,,False,False,False,False,False,,Noun,False,False,False,False,False,False,"1999, Matt Ridley, Genome, Harper Perennial 2004, p. 272: This incurable disease, called scrapie, became a large problem, often killing one ewe in ten.",False,,scrapie,False,False,False
disease,,,,,,,,,,,,,,,,,,14016,False,,False,,False,,False,False,False,,False,False,False,False,A skin disease.,True,,False,False,False,False,False,False,False,False,False,,disease,False,False,False,,False,False,False,False,False,,Noun,False,False,False,False,False,False,,False,,scurf,False,False,False
disease,,,,,,,,,,,,,,,,,,14064,False,,False,,False,,False,False,False,,False,False,False,False,"A disease caused by insufficient intake of vitamin C leading to the formation of livid spots on the skin, spongy gums, loosening of the teeth and bleeding into the skin and from almost all mucous membranes",True, medicine,False,False,False,False,False,False,False,False,False,,disease,False,False,False,,False,False,False,False,False,,Noun,False,False,False,False,False,False,"2012 March 1, William E. Carter, Merri Sue Carter, The British Longitude Act Reconsidered, in American Scientist[1], volume 100, number 2, page 87:Conditions were horrendous aboard most British naval vessels at the time. Scurvy and other diseases ran rampant, killing more seamen each year than all other causes combined, including combat.",False,,scurvy,False,False,False
disease,,,,,,,,,,,,,,,,,,21557,False,,False,,False,,False,False,False,,False,False,False,False,An animal disease caused by consumption of plants in the genus Senecio.,True,,False,False,False,False,False,False,False,False,False,,disease,False,False,False,,False,False,False,False,False,,Noun,False,False,False,False,False,False,,False,,seneciosis,False,False,False
disease,,,,,,,,,,,,,,,,,,22562,False,,False,,False,,False,False,False,,False,False,False,False,"A disease caused by the presence of pathogenic organisms, especially bacteria, or their toxins, in the bloodstream, characterised by chills and fever.",True, pathology,False,False,False,False,False,False,False,False,False,,disease,False,False,False,,False,False,False,False,False,,Noun,False,False,False,False,False,False,,False,,septicemia,False,False,False
disease,,,,,,,,,,,,,,,,,,23784,False,,False,,False,,False,False,False,,False,False,False,False,A disease caused by infection by bacteria of the genus Serratia.,True, pathology,False,False,False,False,False,False,False,False,False,,disease,False,False,False,,False,False,False,False,False,,Noun,False,False,False,False,False,False,,False,,serratiosis,False,False,False
disease,,,,,,,,,,,,,,,,,,25935,False,,False,,False,,False,False,False,,False,False,False,False,"A sexually transmitted disease, with or without symptoms.",True, medicine,False,False,False,False,False,False,False,False,False,,disease,False,False,False,,False,False,False,False,False,,Noun,False,False,False,False,False,False,,False,,sexually transmitted infection,False,False,False
disease,,,,,,,,,,,,,,,,,,28441,False,,False,,False,,False,False,False,,False,False,False,False,A highly contagious disease of sheep caused by a poxvirus.,True,,False,False,False,False,False,False,False,False,False,,disease,False,False,False,,False,False,False,False,False,,Noun,False,False,False,False,False,False,,False,,sheeppox,False,False,False
disease,,,,,,,,,,,,,,,,,,34412,False,,False,,False,,False,False,False,,False,False,False,False,"A contagious disease, once endemic in Scotland, resembling the yaws and marked by ulceration of the throat and nose and by pustules and soft fungous excrescences upon the surface of the body.",True, medicine,False,False,False,False,False,False,False,False,False,,disease,False,False,False,,False,False,False,False,False,,Noun,False,False,False,False,False,False,,False,,sibbens,False,False,False
disease,,,,,,,,,,,,,,,,,,34663,False,,False,,False,,False,False,False,,False,False,False,False,A disease characterized by sickle-shaped red blood cells.,True, Britain,False,False,False,False,False,False,False,False,False,,disease,False,False,False,,False,False,False,False,False,,Noun,False,False,False,False,False,False,,False,,sickle-cell anaemia,False,False,False
disease,,,,,,,,,,,,,,,,,,34664,False,,False,,False,,False,False,False,,False,False,False,False,A disease characterized by sickle-shaped red blood cells.,True," Canada, US",False,False,False,False,False,False,False,False,False,,disease,False,False,False,,False,False,False,False,False,,Noun,False,False,False,False,False,False,,False,,sickle-cell anemia,False,False,False
disease,,,,,,,,,,,,,,,,,,34665,False,,False,,False,,False,False,False,,False,False,False,False,A disease characterized by sickle-shaped red blood cells.,True, medicine,False,False,False,False,False,False,False,False,False,,disease,False,False,False,,False,False,False,False,False,,Noun,False,False,False,False,False,False,,False,,sickle-cell disease,False,False,False
disease,,,,,,,,,,,,,,,,,,36674,False,,False,,False,,False,False,False,,False,False,False,False,A disease of the lungs caused by the inhalation of crystalline silica dust,True, medicine,False,False,False,False,False,False,False,False,False,,disease,False,False,False,,False,False,False,False,False,,Noun,False,False,False,False,False,False,[from late 19th c.],False,,silicosis,False,False,False
disease,,,,,,,,,,,,,,,,,,38782,False,,False,,False,,False,False,False,,False,False,False,False,disease of the sinuses,True,,False,False,False,False,False,False,False,False,False,,disease,False,False,False,,False,False,False,False,False,,Noun,False,False,False,False,False,False,,False,,sinusopathy,False,False,False
disease,,,,,,,,,,,,,,,,,,39600,False,,False,,False,,False,False,False,,False,False,False,False,A congenital disease in which the major visceral organs are distributed abnormally in the chest and abdomen cavities,True, medicine,False,False,False,False,False,False,False,False,False,,disease,False,False,False,,False,False,False,False,False,,Noun,False,False,False,False,False,False,"Synonyms: heterotaxy, heterotaxia, situs ambiguous",False,,situs ambiguus,False,False,False
disease,,,,,,,,,,,,,,,,,,51508,False,,False,,False,,False,False,False,,False,False,False,False,"A bacterial zoonotic disease, a form of rat-bite fever caused by the bacterium Spirillum minus.",True,,False,False,False,False,False,False,False,False,False,,disease,False,False,False,,False,False,False,False,False,,Noun,False,False,False,False,False,False,,False,,sodoku,False,False,False
