0,1,10,11,12,13,14,15,16,17,2,3,4,5,6,7,8,9,Unnamed: 0,abbreviation,abbreviation_for_term,acronym,acronym_for_term,antonym,antonym_for_term,astrology,attribute,attributive_form,attributive_form_for_term,body,childish,colloquial,dated,definition,disease,domain,domain2,euphemistic,field,folklore,humorous,informal,jargon,literary,literature,main_noun_maria,main_noun_nltk,matter,measure,misspelling,misspelling_for_term,mythology,nonstandard,obsolete,offensive,plural,plural_for_term,pos,process,property,rare,role,slang,slur,supplementary_info,synonym,synonym_for_term,term,theology,units,vulgar
disease,,,,,,,,,,,,,,,,,,35168,False,,False,,False,,False,False,False,,False,False,False,False,Lytico-Bodig disease (Can we find and add a quotation of Robert F,True, medicine,False,False,False,False,False,False,False,False,False,,disease,False,False,False,,False,False,False,False,False,,Noun,False,False,False,False,False,False,"Rogers to this entry?) Oliver Sacks, The Island of the Colour-blind Only by degrees did it become clear to them, and him, that this was an organic malady, an all-too-familiar one, the bodig.",False,,bodig,False,False,False
disease,,,,,,,,,,,,,,,,,,40166,False,,False,,False,,False,False,False,,False,False,False,False,The disease caused by the maggots of the horse bot fly when they infect the stomach of a horse.,True,,False,False,False,False,False,False,False,False,False,,disease,False,False,False,,False,False,False,False,False,,Noun,False,False,False,False,False,False,,False,,botts,False,False,False
disease,,,,,,,,,,,,,,,,,,40841,False,,False,,False,,False,False,False,,False,False,False,False,"A viral disease of cattle, caused by species of genus Ephemerovirus, transmitted by insects.",True,,False,False,False,False,False,False,False,False,False,,disease,False,False,False,,False,False,False,False,False,,Noun,False,False,False,False,False,False,,False,,bovine ephemeral fever,False,False,False
disease,,,,,,,,,,,,,,,,,,40847,False,,False,,False,,False,False,False,,False,False,False,False,A fatal lymphoproliferative disease that affects bovines.,True,,False,False,False,False,False,False,False,False,False,,disease,False,False,False,,False,False,False,False,False,,Noun,False,False,False,False,False,False,,False,,bovine malignant catarrhal fever,False,False,False
disease,,,,,,,,,,,,,,,,,,40849,False,,False,,False,,False,False,False,,False,False,False,False,A disease in cattle caused by a virus of the family Poxviridae.,True,,False,False,False,False,False,False,False,False,False,,disease,False,False,False,,False,False,False,False,False,,Noun,False,False,False,False,False,False,,False,,bovine papular stomatitis,False,False,False
disease,,,,,,,,,,,,,,,,,,40852,False,,False,,False,,False,False,False,,False,False,False,False,"A fatal, neurodegenerative disease of cattle, which is transmissible to humans through misshaped prion proteins, caused by eating infected tissues",True," medicine, neurology",False,False,False,False,False,False,False,False,False,,disease,False,False,False,,False,False,False,False,False,,Noun,False,False,False,False,False,False,"The outbreaks of bovine spongiform encephalopathy (mad cow disease) have limited some traditional uses of cattle for food, for example the eating of brains or spinal cords.",False,,bovine spongiform encephalopathy,False,False,False
disease,,,,,,,,,,,,,,,,,,43561,False,,False,,False,,False,False,False,,False,False,False,False,An inflammatory disease of sheep.,True,,False,False,False,False,False,False,False,False,False,,disease,False,False,False,,False,False,False,False,False,,Noun,False,False,False,False,False,False,,False,,braxy,False,False,False
disease,or,,,,,,,,,,,,,,,,,46863,False,,False,,False,,False,False,False,,False,False,False,False,"A respiratory disease or chronic condition of horses involving an allergic bronchitis characterised by wheezing, coughing and laboured breathing.",True,,False,False,False,False,False,False,False,False,False,,disease or,False,False,False,,False,False,False,False,False,,Noun,False,False,False,False,False,False,,False,,broken wind,False,False,False
infection,or,,,,,,,,,disease,,,,,,,,47315,False,,False,,False,,False,False,False,,False,False,False,False,Any fungal infection or disease of the bronchi,True, pathology,False,False,False,False,False,False,False,False,False,,infection or disease,False,False,False,,False,False,False,False,False,,Noun,False,False,False,False,False,False,,False,,bronchomycosis,False,False,False
disease,,,,,,,,,,,,,,,,,,47317,False,,False,,False,,False,False,False,,False,False,False,False,Any disease of the bronchi.,True, medicine,False,False,False,False,False,False,False,False,False,,disease,False,False,False,,False,False,False,False,False,,Noun,False,False,False,False,False,False,,False,,bronchopathy,False,False,False
disease,,,,,,,,,,,,,,,,,,47328,False,,False,,False,,False,False,False,,False,False,False,False,Any disease of the bronchi and the lungs,True, pathology,False,False,False,False,False,False,False,False,False,,disease,False,False,False,,False,False,False,False,False,,Noun,False,False,False,False,False,False,,False,,bronchopneumopathy,False,False,False
disease,,,,,,,,,,,,,,,,,,47441,False,,False,,False,,False,False,False,,False,False,False,False,Addison's disease,True,,False,False,False,False,False,False,False,False,False,,disease,False,False,False,,False,False,False,False,False,,Noun,False,False,False,False,False,False,,False,,bronze disease,False,False,False
lung,disease,,,,,,,,,,,,,,,,,48037,False,,False,,False,,False,False,False,,False,False,False,False,"Byssinosis, an occupational lung disease caused by exposure to cotton dust.",True, medicine,False,False,False,False,False,False,False,False,False,,lung disease,False,False,False,,False,False,False,False,False,,Noun,False,False,False,False,False,False,,False,,brown lung,False,False,False
disease,,,,,,,,,,,,,,,,,,48068,False,,False,,False,,False,False,False,,False,False,False,False,"A fungal disease of stone fruit such as peaches and nectarines, caused by the fungus Monilinia fructicola",True, phytopathology,False,False,False,False,False,False,False,False,False,,disease,False,False,False,,False,False,False,False,False,,Noun,False,False,False,False,False,False,,False,,brown rot,False,False,False
disease,,,,,,,,,,,,,,,,,,48084,False,,False,,False,,False,False,False,,False,False,False,False,A fungal disease of some plants characterized by brown spots on the leaves,True, uncountable,False,False,False,False,False,False,False,False,False,,disease,False,False,False,,False,False,False,False,False,,Noun,False,False,False,False,False,False,,False,,brown spot,False,False,False
disease,,,,,,,,,,,,,,,,,,48246,False,,False,,False,,False,False,False,,False,False,False,False,A fatal disease of sheep,True,,False,False,False,False,False,False,False,False,False,,disease,False,False,False,,False,False,False,False,False,,Noun,False,False,False,False,False,False,"1889, Annual Report of the State Board of Health of the State of Kansas:Mutton, the flesh of sheep, suffering with broxy or modified anthrax and erysipelas, from severe bruises obtained in transportation, will produce disease in those who eat it. 1890, American Agriculturist - Volume 49, page 532:From the fact of the sheep having become thin in flesh before death, it is probably broxy. 1967, Farming in Zambia - Volumes 3-6, page 11:Briefly, it may be stated that the whole of the Veterinary Service is geared to control and prevent the spread of certain diseases such as Anthrax, Broxy. Blackleg, Trypanosomiasis, Newcastle Disease and Rabies to name a few, by routine and regular vaccinations and inoculations.",False,,broxy,False,False,False
disease,,,,,,,,,,,,,,,,,,48968,False,,False,,False,,False,False,False,,False,False,False,False,"A contagious, often fatal, epidemic disease caused by the bacterium Yersinia pestis, transmitted by the bite of fleas from an infected person or rodent, especially a rat, and characterized by delirium, chills, fever, vomiting, diarrhea, and the formation of buboes.",True, medicine,False,False,False,False,False,False,False,False,False,,disease,False,False,False,,False,False,False,False,False,,Noun,False,False,False,False,False,False,,False,,bubonic plague,False,False,False
disease,,,,,,,,,,,,,,,,,,51014,False,,False,,False,,False,False,False,,False,False,False,False,"A bacterial disease of suckling or weanling pigs, characterized by sores in the mouth or upon the lips.",True, uncountable,False,False,False,False,False,False,False,False,False,,disease,False,False,False,,False,False,False,False,False,,Noun,False,False,False,False,False,False,,False,,bullnose,False,False,False
disease,,,,,,,,,,,,,,,,,,51658,False,,False,,False,,False,False,False,,False,False,False,False,"A viral disease of various plants, including banana and tomato plants, caused by the Nanoviridae.",True,,False,False,False,False,False,False,False,False,False,,disease,False,False,False,,False,False,False,False,False,,Noun,False,False,False,False,False,False,,False,,bunchy top,False,False,False
disease,,,,,,,,,,,,,,,,,,52598,False,,False,,False,,False,False,False,,False,False,False,False,A disease in vegetables; brand.,True,,False,False,False,False,False,False,False,False,False,,disease,False,False,False,,False,False,False,False,False,,Noun,False,False,False,False,False,False,,False,,burn,False,False,False
disease,,,,,,,,,,,,,,,,,,52821,False,,False,,False,,False,False,False,,False,False,False,False,"A disease of grain resembling smut, but where the black powder that appears in the ear is external, and either the grain has never been formed or its coat has been destroyed, so that the whole ear appears black or burnt.",True, uncountable,False,False,False,False,False,False,False,False,False,,disease,False,False,False,,False,False,False,False,False,,Noun,False,False,False,False,False,False,,False,,burnt ear,False,False,False
disease,bejel,,,,,,,,,,,,,,,,,54682,False,,False,,False,,False,False,False,,False,False,False,False,The disease bejel.,True,,False,False,False,False,False,False,False,False,False,,disease bejel,False,False,False,,False,False,False,False,False,,Noun,False,False,False,False,False,False,,False,,button scurvy,False,False,False
lung,disease,,,,,,,,,,,,,,,,,55508,False,,False,,False,,False,False,False,,False,False,False,False,"A lung disease, caused by exposure to cotton dust in inadequately ventilated working environments.",True,,False,False,False,False,False,False,False,False,False,,lung disease,False,False,False,,False,False,False,False,False,,Noun,False,False,False,False,False,False,,False,,byssinosis,False,False,False
disease,,,,,,,,,,,,,,,,,,418,False,,False,,False,,False,False,False,,False,False,False,False,Pogosta disease,True,,False,False,False,False,False,False,False,False,False,,disease,False,False,False,,False,False,False,False,False,,Noun,False,False,False,False,False,False,,False,,Karelian fever,False,False,False
disease,,,,,,,,,,,,,,,,,,479,False,,False,,False,,False,False,False,,False,False,False,False,An osteoarticular disease that occurs mainly in China and causes pain and restriction of movement in the joints.,True,,False,False,False,False,False,False,False,False,False,,disease,False,False,False,,False,False,False,False,False,,Noun,False,False,False,False,False,False,,False,,Kashin-Beck disease,False,False,False
disease,,,,,,,,,,,,,,,,,,557,False,,False,,False,,False,False,False,,False,False,False,False,Oculocraniosomatic disease.,True,,False,False,False,False,False,False,False,False,False,,disease,False,False,False,,False,False,False,False,False,,Noun,False,False,False,False,False,False,,False,,Kearns-Sayre syndrome,False,False,False
disease,,,,,,,,,,,,,,,,,,859,False,,False,,False,,False,False,False,,False,False,False,False,A painful disease of the wrist that results from loss of circulation to the lunate bone.,True, medicine,False,False,False,False,False,False,False,False,False,,disease,False,False,False,,False,False,False,False,False,,Noun,False,False,False,False,False,False,,False,,Kienbock's disease,False,False,False
disease,,,,,,,,,,,,,,,,,,1122,False,,False,,False,,False,False,False,,False,False,False,False,A rare disease characterized by the congenital fusion of any two of the seven cervical vertebrae.,True,,False,False,False,False,False,False,False,False,False,,disease,False,False,False,,False,False,False,False,False,,Noun,False,False,False,False,False,False,,False,,Klippel-Feil syndrome,False,False,False
disease,,,,,,,,,,,,,,,,,,2929,False,,False,,False,,False,False,False,,False,False,False,False,"A bacterial disease of bean plants, caused by Pseudomonas syringae pv",True, phytopathology,False,False,False,False,False,False,False,False,False,,disease,False,False,False,,False,False,False,False,False,,Noun,False,False,False,False,False,False,phaseolicola.,False,,halo blight,False,False,False
disease,,,,,,,,,,,,,,,,,,10120,False,,False,,False,,False,False,False,,False,False,False,False,"A disease in the electrical system of the heart, opposed to coronary artery disease, which is disease of the blood vessels of the heart.",True, pathology,False,False,False,False,False,False,False,False,False,,disease,False,False,False,,False,False,False,False,False,,Noun,False,False,False,False,False,False,,False,,heart block,False,False,False
disease,,,,,,,,,,,,,,,,,,10132,False,,False,,False,,False,False,False,,False,False,False,False,a disease which affects the functions of the heart.,True,,False,False,False,False,False,False,False,False,False,,disease,False,False,False,,False,False,False,False,False,,Noun,False,False,False,False,False,False,,False,,heart disease,False,False,False
disease,,,,,,,,,,,,,,,,,,10339,False,,False,,False,,False,False,False,,False,False,False,False,"A disease producing decay in the hearts of trees, caused by the mycelia of various fungi.",True,,False,False,False,False,False,False,False,False,False,,disease,False,False,False,,False,False,False,False,False,,Noun,False,False,False,False,False,False,,False,,heartrot,False,False,False
disease,,,,,,,,,,,,,,,,,,10794,False,,False,,False,,False,False,False,,False,False,False,False,A disease of horses characterized by coughing and difficult breathing.,True,,False,False,False,False,False,False,False,False,False,,disease,False,False,False,,False,False,False,False,False,,Noun,False,False,False,False,False,False,,False,,heaves,False,False,False
disease,,,,,,,,,,,,,,,,,,12520,False,,False,,False,,False,False,False,,False,False,False,False,Any disease caused by the presence of helminth parasites,True, pathology,False,False,False,False,False,False,False,False,False,,disease,False,False,False,,False,False,False,False,False,,Noun,False,False,False,False,False,False,,False,,helminthosis,False,False,False
disease,or,,,,,,,,,disorder,,,,,,,,12897,False,,False,,False,,False,False,False,,False,False,False,False,Any disease or disorder of the blood or the hemopoietic system,True, pathology,False,False,False,False,False,False,False,False,False,,disease or disorder,False,False,False,,False,False,False,False,False,,Noun,False,False,False,False,False,False,,False,,hematopathy,False,False,False
disease,,,,,,,,,,,,,,,,,,13615,False,,False,,False,,False,False,False,,False,False,False,False,"An infectious disease found in cats, caused by Mycoplasma haemofelis.",True, veterinary science,False,False,False,False,False,False,False,False,False,,disease,False,False,False,,False,False,False,False,False,,Noun,False,False,False,False,False,False,,False,,hemobartonellosis,False,False,False
disease,,,,,,,,,,,,,,,,,,13768,False,,False,,False,,False,False,False,,False,False,False,False,A hemolytic disease (one that destroys red blood cells releasing hemoglobin),True,,False,False,False,False,False,False,False,False,False,,disease,False,False,False,,False,False,False,False,False,,Noun,False,False,False,False,False,False,,False,,hemolytic disease,False,False,False
disorder,or,,,,,,,,,disease,,,,,,,,13791,False,,False,,False,,False,False,False,,False,False,False,False,Any disorder or disease of the blood,True, medicine,False,False,False,False,False,False,False,False,False,,disorder or disease,False,False,False,,False,False,False,False,False,,Noun,False,False,False,False,False,False,,False,,hemopathy,False,False,False
liver,disease,,,,,,,,,,,,,,,,,14481,False,,False,,False,,False,False,False,,False,False,False,False,liver disease,True, pathology,False,False,False,False,False,False,False,False,False,,liver disease,False,False,False,,False,False,False,False,False,,Noun,False,False,False,False,False,False,,False,,hepatopathology,False,False,False
disease,,,,,,,,,,,,,,,,,,14482,False,,False,,False,,False,False,False,,False,False,False,False,Any disease of the liver,True, pathology,False,False,False,False,False,False,False,False,False,,disease,False,False,False,,False,False,False,False,False,,Noun,False,False,False,False,False,False,,False,,hepatopathy,False,False,False
disease,,,,,,,,,,,,,,,,,,14547,False,,False,,False,,False,False,False,,False,False,False,False,"A tick-borne disease of some mammals, caused by protozoa of the genus Hepatozoon.",True,,False,False,False,False,False,False,False,False,False,,disease,False,False,False,,False,False,False,False,False,,Noun,False,False,False,False,False,False,,False,,hepatozoonosis,False,False,False
disease,,,,,,,,,,,,,,,,,,15646,False,,False,,False,,False,False,False,,False,False,False,False,A viral disease caused by Human herpesvirus 1 or Human herpesvirus 2 in genus Simplexvirus.,True, pathology,False,False,False,False,False,False,False,False,False,,disease,False,False,False,,False,False,False,False,False,,Noun,False,False,False,False,False,False,,False,,herpes simplex,False,False,False
disease,,,,,,,,,,,,,,,,,,18169,False,,False,,False,,False,False,False,,False,False,False,False,A chronic suppurative inflammatory disease of the apocrine sweat glands.,True, medicine,False,False,False,False,False,False,False,False,False,,disease,False,False,False,,False,False,False,False,False,,Noun,False,False,False,False,False,False,,False,,hidradenitis suppurativa,False,False,False
disease,,,,,,,,,,,,,,,,,,20421,False,,False,,False,,False,False,False,,False,False,False,False,"A disease of birds, particularly chickens and turkeys, caused by parasitic infection with a protozoan, Histomonas meleagridis.",True,,False,False,False,False,False,False,False,False,False,,disease,False,False,False,,False,False,False,False,False,,Noun,False,False,False,False,False,False,,False,,histomoniasis,False,False,False
lung,disease,,,,,,,,,,,,,,,,,20466,False,,False,,False,,False,False,False,,False,False,False,False,"A lung disease caused by a fungus, Histoplasma capsulatum, often asymptomatic otherwise with symptoms similar to those of flu.",True, pathology,False,False,False,False,False,False,False,False,False,,lung disease,False,False,False,,False,False,False,False,False,,Noun,False,False,False,False,False,False,,False,,histoplasmosis,False,False,False
disease,,,,,,,,,,,,,,,,,,25883,False,,False,,False,,False,False,False,,False,False,False,False,"A disease in cattle consisting of inflammation of the stomach by gas, usually caused by eating too much green food.",True,,False,False,False,False,False,False,False,False,False,,disease,False,False,False,,False,False,False,False,False,,Noun,False,False,False,False,False,False,,False,,hoove,False,False,False
disease,,,,,,,,,,,,,,,,,,27116,False,,False,,False,,False,False,False,,False,False,False,False,A disease of horses caused by an orthopoxvirus.,True,,False,False,False,False,False,False,False,False,False,,disease,False,False,False,,False,False,False,False,False,,Noun,False,False,False,False,False,False,,False,,horsepox,False,False,False
disease,,,,,,,,,,,,,,,,,,34523,False,,False,,False,,False,False,False,,False,False,False,False,"A disease characterised by an increased tendency of the blood to form clots 2015 August 21, Yoo Kyeong Yeom, Ji Hoon Shin, Complications of Portal Vein Embolization: Evaluation on Cross-Sectional Imaging, in Korean Journal of Radiology[1], volume 16, DOI:10.3348/kjr.2015.16.5.1079:In the setting of PVE, precipitating factors of venous thrombosis include injury to the portal venous wall, reduced portal flow, portal hypertension, hypercoagulopathy, inflammatory process, malignancy, pregnancy, oral contraceptive use, and asplenia ( 13 ).",True, pathology,False,False,False,False,False,False,False,False,False,,disease,False,False,False,,False,False,False,False,False,,Noun,False,False,False,False,False,False,,False,,hypercoagulopathy,False,False,False
disease,,,,,,,,,,,,,,,,,,34858,False,,False,,False,,False,False,False,,False,False,False,False,A disease characterised by a marked increase in the eosinophil count in the bloodstream.,True,,False,False,False,False,False,False,False,False,False,,disease,False,False,False,,False,False,False,False,False,,Noun,False,False,False,False,False,False,,False,,hypereosinophilia,False,False,False
disease,,,,,,,,,,,,,,,,,,35375,False,,False,,False,,False,False,False,,False,False,False,False,Any disease caused by an elevated level of ketones (in the bloodstream),True, pathology,False,False,False,False,False,False,False,False,False,,disease,False,False,False,,False,False,False,False,False,,Noun,False,False,False,False,False,False,,False,,hyperketosis,False,False,False
disease,or,,,,,,,,,disorder,,,,,,,,36460,False,,False,,False,,False,False,False,,False,False,False,False,The disease or disorder of abnormally high blood pressure.,True, pathology,False,False,False,False,False,False,False,False,False,,disease or disorder,False,False,False,,False,False,False,False,False,,Noun,False,False,False,False,False,False,,False,,hypertension,False,False,False
disease,,,,,,,,,,,,,,,,,,36547,False,,False,,False,,False,False,False,,False,False,False,False,A thyroid disease where the serum levels of thyroxine are higher than expected.,True,,False,False,False,False,False,False,False,False,False,,disease,False,False,False,,False,False,False,False,False,,Noun,False,False,False,False,False,False,,False,,hyperthyroxinemia,False,False,False
disease,,,,,,,,,,,,,,,,,,37688,False,,False,,False,,False,False,False,,False,False,False,False,A disease associated with a deficiency of myelin,True, pathology,False,False,False,False,False,False,False,False,False,,disease,False,False,False,,False,False,False,False,False,,Noun,False,False,False,False,False,False,,False,,hypomyelinosis,False,False,False
bone,disease,,,,,,,,,,,,,,,,,37779,False,,False,,False,,False,False,False,,False,False,False,False,A rare and sometimes fatal metabolic bone disease characterised by phosphatase deficiency.,True,,False,False,False,False,False,False,False,False,False,,bone disease,False,False,False,,False,False,False,False,False,,Noun,False,False,False,False,False,False,,False,,hypophosphatasia,False,False,False
disease,or,,,,,,,,,disorder,,,,,,,,38039,False,,False,,False,,False,False,False,,False,False,False,False,The disease or disorder of abnormally low blood pressure.,True, pathology,False,False,False,False,False,False,False,False,False,,disease or disorder,False,False,False,,False,False,False,False,False,,Noun,False,False,False,False,False,False,,False,,hypotension,False,False,False
disease,,,,,,,,,,,,,,,,,,38488,False,,False,,False,,False,False,False,,False,False,False,False,A disease of the hair where the hairs stand erect.,True,,False,False,False,False,False,False,False,False,False,,disease,False,False,False,,False,False,False,False,False,,Noun,False,False,False,False,False,False,,False,,hystricism,False,False,False
disease,prevalent,,,,,,,,,,,,,,,,,528,False,,False,,False,,False,False,False,,False,False,False,False,"A viral disease prevalent in south-east Asia, caused by Japanese encephalitis virus transmitted by mosquito.",True, pathology,False,False,False,False,False,False,False,False,False,,disease prevalent,False,False,False,,False,False,False,False,False,,Noun,False,False,False,False,False,False,,False,,Japanese encephalitis,False,False,False
disease,,,,,,,,,,,,,,,,,,572,False,,False,,False,,False,False,False,,False,False,False,False,Hallervorden-Spatz disease,True,,False,False,False,False,False,False,False,False,False,,disease,False,False,False,,False,False,False,False,False,,Noun,False,False,False,False,False,False,,False,,Hallervorden-Spatz syndrome,False,False,False
disease,leprosy,,,,,,,,,,,,,,,,,755,False,,False,,False,,False,False,False,,False,False,False,False,"The disease leprosy, caused by infection by Mycobacterium leprae.",True, medicine,False,False,False,False,False,False,False,False,False,,disease leprosy,False,False,False,,False,False,False,False,False,,Noun,False,False,False,False,False,False,,False,,Hansen's disease,False,False,False
disease,,,,,,,,,,,,,,,,,,902,False,,False,,False,,False,False,False,,False,False,False,False,An autoimmune disease resulting in a malfunction of the endocrine system associated with low thyroid hormone levels.,True, pathology,False,False,False,False,False,False,False,False,False,,disease,False,False,False,,False,False,False,False,False,,Noun,False,False,False,False,False,False,,False,,Hashimoto's thyroiditis,False,False,False
disease,,,,,,,,,,,,,,,,,,1381,False,,False,,False,,False,False,False,,False,False,False,False,"A disease of the skin and other organs, resulting in palpable purpura, often with joint and abdominal pain, and occasionally leading to kidney disease.",True,,False,False,False,False,False,False,False,False,False,,disease,False,False,False,,False,False,False,False,False,,Noun,False,False,False,False,False,False,,False,,Henoch-Schönlein purpura,False,False,False
heart-hand,disease,,,,,,,,,,,,,,,,,2045,False,,False,,False,,False,False,False,,False,False,False,False,A particular heart-hand disease affecting the wrist bones.,True,,False,False,False,False,False,False,False,False,False,,heart-hand disease,False,False,False,,False,False,False,False,False,,Noun,False,False,False,False,False,False,,False,,Holt-Oram syndrome,False,False,False
disease,,,,,,,,,,,,,,,,,,2486,False,,False,,False,,False,False,False,,False,False,False,False,Huntington's disease,True," medicine, neurology",False,False,False,False,False,False,False,False,False,,disease,False,False,False,,False,False,False,False,False,,Noun,False,False,False,False,False,False,,False,,Huntingtonism,False,False,False
disease,,,,,,,,,,,,,,,,,,699,False,,False,,False,,False,False,False,,False,False,False,False,"a disease of wheat and rye caused by a nematode, Anguina tritici, in which the ears blacken and contract",True,,False,False,False,False,False,False,False,False,False,,disease,False,False,False,,False,False,False,False,False,,Noun,False,False,False,False,False,False,,False,,earcockle,False,False,False
disease,,,,,,,,,,,,,,,,,,809,False,,False,,False,,False,False,False,,False,False,False,False,"A disease of tomato and potato plants caused by the fungus Alternaria solani, producing distinctive bullseye-patterned leaf spots, stem lesions, fruit rot on tomato and tuber blight on potato.",True, phytopathology,False,False,False,False,False,False,False,False,False,,disease,False,False,False,,False,False,False,False,False,,Noun,False,False,False,False,False,False,,False,,early blight,False,False,False
disease,,,,,,,,,,,,,,,,,,2102,False,,False,,False,,False,False,False,,False,False,False,False,"A potentially fatal parasitic disease of animals and humans, caused by the Echinococcus tapeworm.",True, medicine,False,False,False,False,False,False,False,False,False,,disease,False,False,False,,False,False,False,False,False,,Noun,False,False,False,False,False,False,,False,,echinococcosis,False,False,False
disease,,,,,,,,,,,,,,,,,,4083,False,,False,,False,,False,False,False,,False,False,False,False,A disease of fish caused by the pathogenic bacterium Edwardsiella tarda,True,,False,False,False,False,False,False,False,False,False,,disease,False,False,False,,False,False,False,False,False,,Noun,False,False,False,False,False,False,"1976, Syuzo Egusa, Some Bacterial Diseases of Freshwater Fishes in Japan, in Fish Pathology, volume 10, number 2, page 103:Edwardsiellosis of eel breaks out with high incidences every year in farm ponds in the Yoshida area (Wakabayashi and Egusa, 1973b), but is uncommon in other eel-culturing areas. Recently, however, E. tarda was reported to be isolated from eels in farm ponds in Aichi Prefecture adjacent to Shizuoka Prefecture (Uno and Muroga, 1974). 1992, Wilhelm Schperclaus, Fish diseases, volume 1, page 530:According to the available reports, edwardsiellosis is restricted to the southern states of the USA and Japan.",False,,edwardsiellosis,False,False,False
disease,,,,,,,,,,,,,,,,,,5239,False,,False,,False,,False,False,False,,False,False,False,False,A tick-borne disease caused by infection with bacteria of the genus Ehrlichia.,True, medicine,False,False,False,False,False,False,False,False,False,,disease,False,False,False,,False,False,False,False,False,,Noun,False,False,False,False,False,False,,False,,ehrlichiosis,False,False,False
disease,,,,,,,,,,,,,,,,,,6126,False,,False,,False,,False,False,False,,False,False,False,False,A disease of the skin associated with genetically damaged elastin,True, pathology,False,False,False,False,False,False,False,False,False,,disease,False,False,False,,False,False,False,False,False,,Noun,False,False,False,False,False,False,,False,,elastinopathy,False,False,False
disease,,,,,,,,,,,,,,,,,,8222,False,,False,,False,,False,False,False,,False,False,False,False,A viral disease of elephants that is related to cowpox,True,,False,False,False,False,False,False,False,False,False,,disease,False,False,False,,False,False,False,False,False,,Noun,False,False,False,False,False,False,,False,,elephantpox,False,False,False
disease,,,,,,,,,,,,,,,,,,11911,False,,False,,False,,False,False,False,,False,False,False,False,"A disease in many mammals, characterized by brain lesions, due to infection by encephalitozoon protozoa.",True, medicine,False,False,False,False,False,False,False,False,False,,disease,False,False,False,,False,False,False,False,False,,Noun,False,False,False,False,False,False,,False,,encephalitozoonosis,False,False,False
disease,,,,,,,,,,,,,,,,,,11961,False,,False,,False,,False,False,False,,False,False,False,False,Any disease that affects both the brain and the spinal cord,True, medicine,False,False,False,False,False,False,False,False,False,,disease,False,False,False,,False,False,False,False,False,,Noun,False,False,False,False,False,False,,False,,encephalomyelopathy,False,False,False
disease,,,,,,,,,,,,,,,,,,11963,False,,False,,False,,False,False,False,,False,False,False,False,"A disease that affects the brain, spinal nerves, and peripheral nervous system",True, medicine,False,False,False,False,False,False,False,False,False,,disease,False,False,False,,False,False,False,False,False,,Noun,False,False,False,False,False,False,"1988, Excerpta Medica: Section 7: Pediatrics and pediatric surgery: Volume 61 We present two children with seizures and other signs of cerebral involvement at the outset of acute inflammatory demyelinating polyneuropathy, consistent with a diagnosis of encephalomyeloradiculoneuropathy. 1993, Peter James, Peripheral neuropathy: Volume 2 The presumed cause of encephalomyeloradiculoneuropathy of this type is an abnormal immune response triggered by an antecedent infection [] 2011, Dorothe Chabas, Emmanuelle L. Waubant, Demyelinating Disorders of the Central Nervous System in Childhood (page 215) The authors advocate for combined therapy in cases of severe encephalomyelitis characterized by encephalomyeloradiculoneuropathy.",False,,encephalomyeloradiculoneuropathy,False,False,False
disease,,,,,,,,,,,,,,,,,,11964,False,,False,,False,,False,False,False,,False,False,False,False,"A viral disease afflicting pigs and some non-human primates, attacking muscle tissue and the central nervous system.",True, veterinary medicine,False,False,False,False,False,False,False,False,False,,disease,False,False,False,,False,False,False,False,False,,Noun,False,False,False,False,False,False,,False,,encephalomyocarditis,False,False,False
disease,,,,,,,,,,,,,,,,,,11970,False,,False,,False,,False,False,False,,False,False,False,False,Any disease of the brain and peripheral nervous system,True, pathology,False,False,False,False,False,False,False,False,False,,disease,False,False,False,,False,False,False,False,False,,Noun,False,False,False,False,False,False,,False,,encephaloneuropathy,False,False,False
disease,,,,,,,,,,,,,,,,,,12896,False,,False,,False,,False,False,False,,False,False,False,False,Any endemic disease.,True,,False,False,False,False,False,False,False,False,False,,disease,False,False,False,,False,False,False,False,False,,Noun,False,False,False,False,False,False,,False,,endemia,False,False,False
disease,,,,,,,,,,,,,,,,,,12903,False,,False,,False,,False,False,False,,False,False,False,False,"A disease affecting a number of people simultaneously, so as to show a distinct connection with certain localities.",True,,False,False,False,False,False,False,False,False,False,,disease,False,False,False,,False,False,False,False,False,,Noun,False,False,False,False,False,False,,False,,endemic,False,False,False
disease,,,,,,,,,,,,,,,,,,13191,False,,False,,False,,False,False,False,,False,False,False,False,Any disease of the endocrine system,True, pathology,False,False,False,False,False,False,False,False,False,,disease,False,False,False,,False,False,False,False,False,,Noun,False,False,False,False,False,False,,False,,endocrinopathy,False,False,False
disease,,,,,,,,,,,,,,,,,,13193,False,,False,,False,,False,False,False,,False,False,False,False,disease of the endocrine system,True,,False,False,False,False,False,False,False,False,False,,disease,False,False,False,,False,False,False,False,False,,Noun,False,False,False,False,False,False,,False,,endocrinosis,False,False,False
disease,,,,,,,,,,,,,,,,,,13569,False,,False,,False,,False,False,False,,False,False,False,False,Any disease caused by endoparasites,True, pathology,False,False,False,False,False,False,False,False,False,,disease,False,False,False,,False,False,False,False,False,,Noun,False,False,False,False,False,False,,False,,endoparasitosis,False,False,False
disease,,,,,,,,,,,,,,,,,,13970,False,,False,,False,,False,False,False,,False,False,False,False,disease of the epithelium,True,,False,False,False,False,False,False,False,False,False,,disease,False,False,False,,False,False,False,False,False,,Noun,False,False,False,False,False,False,,False,,endotheliopathy,False,False,False
