Unnamed: 0,term,pos,definition,domain,supplementary_info,obsolete,slang,dated,rare,vulgar,offensive,slur,astrology,mythology,jargon
601,PJA,Noun,"published journal article, also known as publisher's version, version of record or VoR: the version of a paper as printed or digitally published in a journal by its publisher"," jargon, scholarly publishing",,False,False,False,False,False,False,False,False,False,True
632,PLB,Noun,"Initialism of passenger loading bridge, a synonym of jet bridge.", aviation jargon,,False,False,False,False,False,False,False,False,False,True
23238,unwatch,Verb,To remove (a webpage) from one's watchlist," transitive, Wiktionary and WMF jargon","2008, Phoebe Ayers, Charles Matthews, Ben Yates, How Wikipedia Works: And How You Can Be a Part of It, page 319:To unwatch a page, you can simply revisit the page; you'll notice the tab now says Unwatch. Click the tab again to remove the page.",False,False,False,False,False,False,False,False,False,True
26857,useful idiot,Noun,"Soviet sympathizer in Western countries, from the perspective of the political right."," historical, derogatory, political jargon",,False,False,False,False,False,False,False,False,False,True
26858,useful idiot,Noun,One who is seen to unwittingly support a malignant cause through their 'naive' attempts to be a force for good," derogatory, political jargon","2009, Alex Knepper, ""Obama's cabinet appointments contradict with message"", The Mirror (Fairfield University), Volume 34, Issue 15, 22 January 2009, page 3: But what should the Obama Cult do now? The man has turned off the switch on the ""Hopenosis"" and has revealed the ""Change Brigade"" for the useful idiots they were.",False,False,False,False,False,False,False,False,False,True
26922,userbox,Noun,"A simple, standardised box placed on a webpage to indicate the user's proficiencies or preferences", Wiktionary and WMF jargon,"2006, ""Lee K Seitz"", Any Wikipedians here? (on Internet newsgroup rec.games.video.classic)[1]: I wasn't satisfied with the retrogamer userbox, so I created a new one. 2008, John Broughton, Wikipedia: The Missing Manual Creating a userbox template for posting on member editors' user pages. 2008, ""Captain Infinity"", Kibological Wikipedia Userbox (on Internet newsgroup alt.religion.kibology)[2]",False,False,False,False,False,False,False,False,False,True
14,j/s,Noun,Initialism of jump seat., aeronautical jargon,,False,False,False,False,False,False,False,False,False,True
12880,red link,Noun,A red hyperlink that points to a nonexistent page of a wiki.," Internet, Wiktionary and WMF jargon",,False,False,False,False,False,False,False,False,False,True
38316,rollback,Noun,A form of flatbed truck adapted or designed specifically as a tow truck or for transporting other vehicles.," informal, mechanics' jargon",,False,False,False,False,False,False,False,False,False,True
44816,rvv,Verb,Initialism of revert vandalism; used in edit summaries to indicate that the editor has reverted another user's vandalism of a page, Wiktionary and WMF jargon,"2008, Phoebe Ayers, Charles Matthews, Ben Yates, How Wikipedia Works: And how You Can be a Part of it, No Starch Press (ISBN), page 209: Vandalism patrolling, though formally neither a project nor a process, is some of the most important ongoing work on ... you are reverting to make sure you're only undoing vandalism, and then add an edit summary: rvv vandalism is common. 2008, PaulHammond, The Laws of Unintended Consequences, in talk.religion.bahai, Usenet[1], retrieved 12 August 2018:The consequences of reverting a good-faith edit with a vandalism-reversion tool or ""rvv"" edit summary are unpredictable, and unlikely to win you friends or trust. 2008, John Broughton, Wikipedia: The Missing Manual: The Missing Manual, ""O'Reilly Media, Inc."" (ISBN), page 95: If so, you need only to put rvv (which stands for revert vandalism) in the edit summary. 2013, Jian Pei, Vincent S. Tseng, Longbing Cao, Hiroshi Motoda, Guandong Xu, Advances in Knowledge Discovery and Data Mining: 17th Pacific-Asia Conference, PAKDD 2013, Gold Coast, Australia, April 14-17, 2013, Proceedings, Springer (ISBN), page 271: For each revision, we analyse its comment for keywords of vandal and rvv (revert due to vandalism), indicating the occurrence of... 2016, Dan O'Sullivan, Wikipedia: A New Community of Practice?, Routledge (ISBN), page 141: In such cases, the edit summaries may merely record 'revert', 'rv' or 'rvv'.",False,False,False,False,False,False,False,False,False,True
26767,group of death,Noun,"A group in a multi-stage tournament which is unusually competitive, because the number of strong competitors in the group is greater than the number of qualifying places available for the next phase of the tournament."," sports, jargon",,False,False,False,False,False,False,False,False,False,True
1126,yeen,Noun,A hyena., furry jargon,,False,False,False,False,False,False,False,False,False,True
129,a/c,Noun,Initialism of aircraft., aeronautical jargon,,False,False,False,False,False,False,False,False,False,True
41438,arable,Adjective,Under cultivation (within any quinquennial period) for the production of crops sown and harvested within the same agricultural year (contrasted with permanently-cropped lands such as orchards).," agriculture, NGO jargon, of land",,False,False,False,False,False,False,False,False,False,True
54319,autopatrolled,Adjective,"Having a status such that one's edits need not be checked, or patrolled, by other users.", Wiktionary and WMF jargon,,False,False,False,False,False,False,False,False,False,True
2982,talk page,Noun,A place on wiki websites where discussion of an entry or article takes place., Wiktionary and WMF jargon,,False,False,False,False,False,False,False,False,False,True
14186,text hooker,Noun,"Software that reads text from other software that is being executed, often for the purpose of replacing the text with its translation in another language", Programming jargon,"A text hooker allows English-speaking people to read Japanese visual novels. 2005, User Ugly Joe, Zophar's Message Domain A text hooker, or at least what I'm calling a text hooker, is a program or function that hijacks the text output of a game (in realtime) and outputs somewhere else so that you can copy/paste or whatever you want with it. 2017, User hmoeller, HGames Wiki AGTH (Anime Game Text Hooker) is a tool for capturing text from running programs.",False,False,False,False,False,False,False,False,False,True
19269,three-revert rule,Noun,"On the English Wikipedia, a rule that states that an editor must not perform more than three reverts on a single pagewhether involving the same or different materialwithin a 24-hour period.", Wiktionary and WMF jargon,,False,False,False,False,False,False,False,False,False,True
25544,todd,Noun,A male fox, furry jargon,"2001, ""Tara"", FUR: Bound Ponytodd on Riding Hitch (on Internet newsgroup fur.artwork.erotica) There's a lot of other bound todds here: 2001, ""Erik Mouse"", Kane Fox Origin (on Internet newsgroup alt.lifestyle.furry) I was told that I may have created or made a spiritual friend when I was a little boy in my grandma's house. Since that[sic] many todds have lived in and passed through my grandma's house, the house has the essence of the todds which gave the spiritual friend the form of a fox.",False,False,False,False,False,False,False,False,False,True
