Unnamed: 0,term,pos,definition,domain,supplementary_info,obsolete,slang,dated,rare,vulgar,offensive,slur,astrology,mythology,jargon,euphemistic,informal,humorous,literary,literature,childish,folklore,colloquial,nonstandard,theology,abbreviation,abbreviation_for_term,plural,plural_for_term,misspelling,misspelling_for_term,acronym,acronym_for_term,synonym,synonym_for_term,antonym,antonym_for_term,attribute
12538,tesselated,Verb,simple past tense and past participle of tesselate,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,,False,,False,,False,,False,,False
12539,tesselates,Verb,Third-person singular simple present indicative form of tesselate,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,,False,,False,,False,,False,,False
12540,tesselating,Verb,present participle of tesselate,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,,False,,False,,False,,False,,False
12546,tessellate,Verb,"To cover with tiles or stones, as a mosaic; to tile.", transitive,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,,False,,False,,False,,False,,False
12547,tessellate,Verb,"Of a two-dimensional shape, such that multiple copies of itself placed edge to edge cover an area leaving no space between the shapes"," intransitive, geometry",Regular hexagons tessellate.,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,,False,,False,,False,,False,,False
12548,tessellate,Verb,To completely fill (an area) when multiple copies of one or more two-dimensional shapes are placed edge to edge," transitive, geometry",It is possible to tessellate the plane with equilateral triangles and regular hexagons.,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,,False,,False,,False,,False,,False
12550,tessellated,Verb,simple past tense and past participle of tessellate,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,,False,,False,,False,,False,,False
12551,tessellates,Verb,Third-person singular simple present indicative form of tessellate,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,,False,,False,,False,,False,,False
12552,tessellating,Verb,present participle of tessellate,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,,False,,False,,False,,False,,False
12582,test,Verb,To challenge,,Climbing the mountain tested our stamina.,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,,False,,False,,False,,False,,False
12583,test,Verb,"To refine (gold, silver, etc.) in a test or cupel; to subject to cupellation.",,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,,False,,False,,False,,False,,False
12584,test,Verb,"To put to the proof; to prove the truth, genuineness, or quality of by experiment, or by some principle or standard; to try",,to test the soundness of a principle; to test the validity of an argument Washington Experience is the surest standard by which to test the real tendency of the existing constitution.,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,,False,,False,,False,,False,,False
12585,test,Verb,"To administer or assign an examination, often given during the academic term, to (somebody).", academics,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,,False,,False,,False,,False,,False
12586,test,Verb,"To place a product or piece of equipment under everyday and/or extreme conditions and examine it for its durability, etc",,"2013 May-June, Charles T. Ambrose, Alzheimers Disease, in American Scientist, volume 101, number 3, page 200:Similar studies of rats have employed four different intracranial resorbable, slow sustained release systems[]. Such a slow-release device containing angiogenic factors could be placed on the pia mater covering the cerebral cortex and tested in persons with senile dementia in long term studies.",False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,,False,,False,,False,,False,,False
12587,test,Verb,To be shown to be by test, copulative,"He tested positive for cancer. 2015, Leta Stetter Hollingworth, Harry Levi Hollingworth, Children Above 180 IQ Stanford-Binet: Origin and Development It is probable that children who test above 180 IQ are actually present in our juvenile population in greater frequency than at the rate of one in a million.",False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,,False,,False,,False,,False,,False
12588,test,Verb,"To examine or try, as by the use of some reagent", chemistry,to test a solution by litmus paper,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,,False,,False,,False,,False,,False
12589,test-drive,Verb,"To drive a motor vehicle in order to evaluate it, especially before potential purchase",,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,,False,,False,,False,,False,,False
12590,test-driven,Verb,past participle of test-drive,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,,False,,False,,False,,False,,False
12592,test-drives,Verb,Third-person singular simple present indicative form of test-drive,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,,False,,False,,False,,False,,False
12593,test-driving,Verb,present participle of test-drive,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,,False,,False,,False,,False,,False
12594,test-drove,Verb,simple past tense of test-drive,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,,False,,False,,False,,False,,False
12596,test-fly,Verb,To fly an aircraft in order to evaluate its performance,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,,False,,False,,False,,False,,False
12618,test drive,Verb,To take a motor vehicle on the road to assess its quality before purchase.,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,,False,,False,,False,,False,,False
12619,test drive,Verb,To make a preliminary assessment of something through its use., figuratively,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,,False,,False,,False,,False,,False
12620,test driven,Verb,past participle of test drive,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,,False,,False,,False,,False,,False
12622,test drives,Verb,Third-person singular simple present indicative form of test drive,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,,False,,False,,False,,False,,False
12623,test driving,Verb,present participle of test drive,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,,False,,False,,False,,False,,False
12624,test drove,Verb,simple past tense of test drive,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,,False,,False,,False,,False,,False
12654,test the waters,Verb,"To explore or probe, as before making a commitment", idiomatic,Taking classes in a subject is a good way to test the waters and explore a potential career.,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,,False,,False,,False,,False,,False
12724,tested,Verb,simple past tense and past participle of test They tested the water for contaminants.,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,,False,,False,,False,,False,,False
12738,testerned,Verb,simple past tense and past participle of testern,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,,False,,False,,False,,False,,False
12739,testerning,Verb,present participle of testern,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,,False,,False,,False,,False,,False
12745,testfire,Verb,To subject to a test firing, transitive,"2007 January 20, Joseph Kahn, China Shows Assertiveness in Weapons Test, in New York Times[1]:The test of an antisatellite weapon last week, which Beijing declined to confirm or deny Friday despite widespread news coverage and diplomatic inquiries, was perceived by East Asia experts as Chinas most provocative military action since it testfired missiles off the coast of Taiwan more than a decade ago.",False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,,False,,False,,False,,False,,False
12746,testfired,Verb,simple past tense and past participle of testfire,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,,False,,False,,False,,False,,False
12747,testfires,Verb,Third-person singular simple present indicative form of testfire,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,,False,,False,,False,,False,,False
12748,testfiring,Verb,present participle of testfire,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,,False,,False,,False,,False,,False
12781,testified,Verb,simple past tense and past participle of testify,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,,False,,False,,False,,False,,False
12787,testifies,Verb,Third-person singular simple present indicative form of testify,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,,False,,False,,False,,False,,False
12790,testify,Verb,"To make a declaration, or give evidence, under oath",,"2014, Ruzwana Bashir, ""The untold story of how a culture of shame perpetuates abuse. I know, I was a victim"", The Guardian, 29 August 2014: It was only after a decade away from Skipton that I was finally able to garner the courage to return and testify against my abuser. Bible, Numbers xxxv. 30 One witness shall not testify against any person to cause him to die.",False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,,False,,False,,False,,False,,False
12791,testify,Verb,To make a statement based on personal knowledge or faith,,"Bible, John iii. 11 We speak that we do know, and testify that we have seen; and ye receive not our witness.",False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,,False,,False,,False,,False,,False
12792,testifying,Verb,present participle of testify,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,,False,,False,,False,,False,,False
12801,testimonialised,Verb,simple past tense and past participle of testimonialise,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,,False,,False,,False,,False,,False
12802,testimonialises,Verb,Third-person singular simple present indicative form of testimonialise,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,,False,,False,,False,,False,,False
12803,testimonialising,Verb,present participle of testimonialise,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,,False,,False,,False,,False,,False
12804,testimonialize,Verb,To give testimony (of).," transitive, intransitive",,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,,False,,False,,False,,False,,False
12805,testimonialize,Verb,To present with a testimonial., transitive,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,,False,,False,,False,,False,,False
12806,testimonialized,Verb,simple past tense and past participle of testimonialize,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,,False,,False,,False,,False,,False
12809,testimonializes,Verb,Third-person singular simple present indicative form of testimonialize,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,,False,,False,,False,,False,,False
12810,testimonializing,Verb,present participle of testimonialize,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,,False,,False,,False,,False,,False
12820,testin',Verb,Eye dialect spelling of testing.,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,,False,,False,,False,,False,,False
12825,testing,Verb,present participle of test,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,,False,,False,,False,,False,,False
12863,tests,Verb,Third-person singular simple present indicative form of test,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,,False,,False,,False,,False,,False
12915,tetanised,Verb,simple past tense and past participle of tetanise,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,,False,,False,,False,,False,,False
12916,tetanises,Verb,Third-person singular simple present indicative form of tetanise,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,,False,,False,,False,,False,,False
12917,tetanising,Verb,present participle of tetanise,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,,False,,False,,False,,False,,False
12921,tetanize,Verb,To throw (a muscle etc.) into a state of permanent contraction; to cause tetanus in," biology, transitive","1868, Charles E. Morgan, Electro Physiology and Therapeutics[1]:Thus, on tetanizing an only slightly irritable nerve, applied to the deriving cushions by its longitudinal and transverse sections very near to the exciting electrodes, with the alternating currents of the Inversor arranged so that its closing value in the unit of time is brought as near as possible to unity, frequently we get only a trace of negative variation, or none at all, or even a positive deflection; but, repeating the experiment several times, we always get a feeble negative variation. 1880, Arthur Gamgee, A Text-book of the Physiological Chemistry of the Animal Body[2]:There is, in short, little doubt that the constituent of mammalian muscle which liberates carbon dioxide on prolonged boiling, is the same as that which is decomposed in tetanus and rigor; for if muscles are tetanized or made rigid, while at the same time opportunity is offered for th escape of the carbon dioxide which is known to be generated in those processes, the yield of dioxide on subsequent boiling is reduced to a mean of 20 or 30 vols. p. c. instead of 100. 2003, Gideon Bosker, Textbook of Primary and Acute Care Medicine, page 272:This tetanizing effect on muscles is most pronounced in frequencies from 15-150 cycles per second.",False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,,False,,False,,False,,False,,False
12922,tetanized,Verb,simple past tense and past participle of tetanize,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,,False,,False,,False,,False,,False
12923,tetanizes,Verb,Third-person singular simple present indicative form of tetanize,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,,False,,False,,False,,False,,False
12924,tetanizing,Verb,present participle of tetanize,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,,False,,False,,False,,False,,False
12951,tetch,Verb,Eye dialect spelling of touch, regional,"1877, Samuel Woodworth Cozzens, The Young Trail Hunters[1]:""Wal, I sot there, eatin' away, and, the fust thing I knowed, I kind 'er felt suthin' tetch my shoulder. 1880, Mark Twain (Samuel Clemens), Roughing It[2]:The minute we'd tetch off a blast 'n' the fuse'd begin to sizzle, he'd give a look as much as to say: 'Well, I'll have to git you to excuse me,' an' it was surpris'n' the way he'd shin out of that hole 'n' go f'r a tree. 1919, O. Henry, Roads of Destiny[3]:""Miss Lucy tetch you on de shoulder,"" continued the old man, never heeding, ""wid a s'ord, and say: 'I mek you a knight, Suh Robert--rise up, pure and fearless and widout reproach.'",False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,,False,,False,,False,,False,,False
12963,tetching,Verb,present participle of tetch,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,,False,,False,,False,,False,,False
12975,tether,Verb,to restrict something with a tether.,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,,False,,False,,False,,False,,False
12976,tether,Verb,to connect a cellular smartphone to another personal computer in order to give it access to a hotspot., Internet,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,,False,,False,,False,,False,,False
12977,tether,Verb,to connect something to something else,,"(clarification of this definition is needed) 2019 May 12, Alex McLevy, Westeros faces a disastrous final battle on the penultimate Game of Thrones (newbies), in The A.V. Club[1]:The younger Targaryen feels as though shes lost any intimacy that tethered her to compassion and humanity, and so all that remains is the imperious need to rule that has driven her all these years, now bereft of the warmth that previously tempered her.",False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,,False,,False,,False,,False,,False
12984,tethered,Verb,simple past tense and past participle of tether,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,,False,,False,,False,,False,,False
12988,tethering,Verb,present participle of tether,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,,False,,False,,False,,False,,False
12996,tethers,Verb,Third-person singular simple present indicative form of tether,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,,False,,False,,False,,False,,False
13416,tetrahedralize,Verb,To convert to tetrahedrons.," mathematics, usually of a surface or a mesh",,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,,False,,False,,False,,False,,False
13591,tetramerised,Verb,simple past tense and past participle of tetramerise,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,,False,,False,,False,,False,,False
13592,tetramerises,Verb,Third-person singular simple present indicative form of tetramerise,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,,False,,False,,False,,False,,False
13593,tetramerising,Verb,present participle of tetramerise,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,,False,,False,,False,,False,,False
13597,tetramerize,Verb,To form a tetramer, intransitive,"2015 August 18, Expression and Characterization of Recombinant, Tetrameric and Enzymatically Active Influenza Neuraminidase for the Setup of an Enzyme-Linked Lectin-Based Assay, in PLOS ONE[1], DOI:10.1371/journal.pone.0135474:A major challenge in producing recombinant rNA is the inability of the head domain to fold and tetramerize as an independent unit.",False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,,False,,False,,False,,False,,False
13598,tetramerized,Verb,simple past tense and past participle of tetramerize,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,,False,,False,,False,,False,,False
13599,tetramerizes,Verb,Third-person singular simple present indicative form of tetramerize,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,,False,,False,,False,,False,,False
13600,tetramerizing,Verb,present participle of tetramerize,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,,False,,False,,False,,False,,False
13797,tetraploidize,Verb,To modify by tetraploidization, genetics,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,,False,,False,,False,,False,,False
13799,tetraploidizing,Verb,present participle of tetraploidize,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,,False,,False,,False,,False,,False
14024,tetrazotize,Verb,To add two diazo groups to a molecule, organic chemistry,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,,False,,False,,False,,False,,False
14025,tetrazotized,Verb,simple past tense and past participle of tetrazotize,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,,False,,False,,False,,False,,False
14084,tetter,Verb,To affect with tetter,,"1603, William Shakespeare, First Quarto, Act 1, Scene 5, 1998, Kathleen O. Irace (editor), The First Quarto of Hamlet, page 50, [] And all my smooth body, barked and tettered over. 1987, James L Calderwood, Shakespeare the Denial of Death, page 134, Most deaths are ugly, pathetic events, and Shakespeare must have seen his share of them in bodies tettered by the pox, made noseless by syphilis, or festering blackly from the plague. 2009, Adam Thorpe, Hodd, 2010, page 284, I bent down to touch him, for my revulsion had gone, and had been replaced by a great love and sorrow; and thus I wept upon his form, that was cold like a corpse's, its wasted brawn tettered all over with sores and encrustations that were not the botches and whelks of leprosy though e'en then I would have embraced him, as St Hugh of Lincoln kissed many a leper for the good of his own spirit!",False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,,False,,False,,False,,False,,False
14086,tettered,Verb,simple past tense and past participle of tetter,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,,False,,False,,False,,False,,False
14127,tew,Verb,"To tow along, as a vessel",,Michael Drayton By which the Banes had then their full-fraught Navies tew'd,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,,False,,False,,False,,False,,False
14128,tew,Verb,"To prepare (leather, hemp, etc.) by beating or working; to taw.",,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,,False,,False,,False,,False,,False
14129,tew,Verb,To beat; to scourge., by extension,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,,False,,False,,False,,False,,False
14130,tew,Verb,To pull about; to maul.,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,,False,,False,,False,,False,,False
14132,tew,Verb,To work hard; to strive.,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,,False,,False,,False,,False,,False
14141,tewing,Verb,present participle of tew,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,,False,,False,,False,,False,,False
14145,tews,Verb,Third-person singular simple present indicative form of tew,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,,False,,False,,False,,False,,False
14167,text,Verb,To send a text message to; i.e, transitive,"to transmit text using the Short Message Service (SMS), or a similar service, between communications devices, particularly mobile phones. Just text me when you get here. I'll text the address to you as soon as I find it.",False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,,False,,False,,False,,False,,False
14168,text,Verb,To send and receive text messages, intransitive,Have you been texting all afternoon?,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,,False,,False,,False,,False,,False
14169,text,Verb,"To write in large characters, as in text hand",,"160721, Phillip Massinger, Beaumont and Fletcher, The Tragedy of Thierry and Theodoret, Act 2, Scene 1:I wish / (Next to my part of Heav'n) that she would spend / The last part of her life so here, that all / Indifferent judges might condemn me for / A most malicious slanderer, nay, text it / Upon my forehead 2009, Lain Fenlon, Early Music History: Studies in Medieval and Early Modern Music[1] (Music), Cambridge University Press, ISBN, page p. 223:The basic plan is simple. For the first two phrases the texted line is above the untexted; for the next two, bring us to the midpoint cadence, the texted line is for the most part lower; and the in the second half the texted material starts lower, moves into the upper position and finally occupies the bottom range again.",False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,,False,,False,,False,,False,,False
14190,text message,Verb,To transmit a text message, transitive or intransitive,I told him to text message you when he's finished. Please text message the directions to me. Just text message me the information. Stop text messaging during class time. She's been text messaging all afternoon.,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,,False,,False,,False,,False,,False
14191,text messaged,Verb,simple past tense and past participle of text message,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,,False,,False,,False,,False,,False
14193,text messages,Verb,Third-person singular simple present indicative form of text message He text messages me a lot.,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,,False,,False,,False,,False,,False
14195,text messaging,Verb,present participle of text message,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,,False,,False,,False,,False,,False
14225,texted,Verb,simple past tense and past participle of text,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,,False,,False,,False,,False,,False
14252,texting,Verb,present participle of text,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,,False,,False,,False,,False,,False
14278,texts,Verb,Third-person singular simple present indicative form of text,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,,False,,False,,False,,False,,False
14294,textualised,Verb,simple past tense and past participle of textualise,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,,False,,False,,False,,False,,False
14295,textualises,Verb,Third-person singular simple present indicative form of textualise,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,,False,,False,,False,,False,,False
14296,textualising,Verb,present participle of textualise,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,,False,,False,,False,,False,,False
14310,textualize,Verb,"To make textual; to set down in, or reduce to, text.", transitive,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,,False,,False,,False,,False,,False
14311,textualized,Verb,simple past tense and past participle of textualize,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,,False,,False,,False,,False,,False
14312,textualizes,Verb,Third-person singular simple present indicative form of textualize,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,,False,,False,,False,,False,,False
14313,textualizing,Verb,present participle of textualize,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,,False,,False,,False,,False,,False
14339,texture,Verb,to create or apply a texture Drag the trowel through the plaster to texture the wall.,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,,False,,False,,False,,False,,False
14341,texture map,Verb,To map a texture to a three-dimensional model., computer graphics,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,,False,,False,,False,,False,,False
14342,texture mapped,Verb,simple past tense and past participle of texture map,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,,False,,False,,False,,False,,False
14343,texture mapping,Verb,present participle of texture map,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,,False,,False,,False,,False,,False
14345,texture maps,Verb,Third-person singular simple present indicative form of texture map,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,,False,,False,,False,,False,,False
14347,textured,Verb,simple past tense and past participle of texture,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,,False,,False,,False,,False,,False
14354,texturing,Verb,present participle of texture,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,,False,,False,,False,,False,,False
14357,texturised,Verb,simple past tense and past participle of texturise,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,,False,,False,,False,,False,,False
14358,texturises,Verb,Third-person singular simple present indicative form of texturise,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,,False,,False,,False,,False,,False
14359,texturising,Verb,present participle of texturise,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,,False,,False,,False,,False,,False
14363,texturize,Verb,To apply a physical texture to, transitive,Synthetic food can be texturized to make it resemble meat.,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,,False,,False,,False,,False,,False
14364,texturize,Verb,To apply a visual texture to," transitive, computer graphics",I have texturized this sphere with a woodgrain pattern.,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,,False,,False,,False,,False,,False
14365,texturized,Verb,simple past tense and past participle of texturize,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,,False,,False,,False,,False,,False
14369,texturizes,Verb,Third-person singular simple present indicative form of texturize,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,,False,,False,,False,,False,,False
14370,texturizing,Verb,present participle of texturize,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,,False,,False,,False,,False,,False
14403,thack,Verb,To strike; thump; thwack., transitive,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,,False,,False,,False,,False,,False
14405,thacked,Verb,simple past tense and past participle of thack,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,,False,,False,,False,,False,,False
14406,thacking,Verb,present participle of thack,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,,False,,False,,False,,False,,False
14411,thair,Verb,To need; to be bound or obligated to do something," Scotland, Northern England",Ye thair nae ga (you don't need to go). Ye thurst nae scraugh sa lood (you didn't need to scream so loud).,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,,False,,False,,False,,False,,False
