Unnamed: 0,term,pos,definition,domain,supplementary_info,obsolete,archaic,slang,vulgar
9476,embiggen,Verb,To enlarge or grow; to make or become bigger," nonstandard, nowadays jocular","1884, C.A. Ward, ""New Verbs"", in Notes and Queries: A Medium of Intercommunication for Literary Men, General Readers, Etc, volume 10, page 135: Are there not, however, barbarous verbs in all languages? , but the people magnified them, to make great or embiggen, if we may invent an English parallel as ugly. After all, use is nearly everything. 1996, Dan Greaney, The Simpsons, episode 3F13: Lisa the Iconoclast, credits, beneath the statue of Jebediah Springfield: A noble spirit embiggens the smallest man. 2007, Riccardo Argurio, Matteo Bertolini, Sebastin Franco, and Shamit Kachru, Gauge/gravity duality and meta-stable dynamical supersymmetry breaking, in Journal of High Energy Physics, JHEP01 (2007) 083, January 23: [p24] For large P, the three-form fluxes are dilute, and the gradient of the Myers potential encouraging an anti-D3 to embiggen is very mild. [p26] While in both cases for P anti-D3-branes the probe approximation is clearly not good, in the set up of this paper we could argue that there is a competing effect which can overcome the desire of the anti-D3s to embiggen, namely their attraction towards the wrapped D5s. 2012, Caitlin Moran, Hair: a big issue, The Times, 4 Feb 2012: As I joyfully embiggen myself into the vague silhouette of Chewbacca, I have time to reflect on just what it is about big hair that I find so elementally appealing. 2013, The Guardian, Every train station in Britain listed and mapped: find out how busy each one is, picture caption: Train stations: how busy is yours? Victoria Station in 1927. Click image to embiggen. 2017, Rory ""Freakshow"" DC's Legends of Tomorrow Haircut here embiggenned an extinct tiger. 2019, Super Mario Maker 2 Direct 5.15.2019 (Nintendo Direct)[2], Nintendo, 1:24 from the start:You can hide enemies, stack them up high, embiggen them with a Super Mushroom, hide coins in pipes, and so much more! Synonyms: swell, aggrandize, bigger, enlarge Antonyms: ensmallen, debigulate, shrink, diminish, contract, belittle",False,False,False,False
1011,nanners,Noun,bananas (crazy)., jocular,,False,False,False,False
1968,mademoiselle,Noun,"A young woman or girl, especially one who is French or French-speaking", jocular or affected,"1964, Chuck Berry (lyrics and music), You Never Can Tell:It was a teenage wedding, and the old folks wished them well / You could see that Pierre did truly love the mademoiselle...",False,False,False,False
31351,mine host,Noun,My host (in the sense of a person who receives or entertains guests)," archaism, used jocularly or facetiously","In the evening, mine host ""entertained"" us with his war stories.",False,False,False,False
